file_name,model,category_id,iteration_number,question_index,question,model_answer,gold_answer,GPT1,GPT2,GPT3,GPT4,GPT5,GPT_overall_score,GPT_overall_score_wo_Q4&5
GPT-score_rephrased_true_answers_answers_category_1.2_HIV_EQ.json,rephrased_true_answers,1,2,5,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.2_HIV_EQ.json,rephrased_true_answers,1,2,6,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.2_HIV_EQ.json,rephrased_true_answers,1,2,7,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.2_HIV_EQ.json,rephrased_true_answers,1,2,8,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.2_HIV_EQ.json,rephrased_true_answers,1,2,9,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.2_HIV_EQ.json,rephrased_true_answers,1,2,10,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.3_HIV_EQ.json,rephrased_true_answers,1,3,0,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.3_HIV_EQ.json,rephrased_true_answers,1,3,1,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.3_HIV_EQ.json,rephrased_true_answers,1,3,2,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.3_HIV_EQ.json,rephrased_true_answers,1,3,3,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.3_HIV_EQ.json,rephrased_true_answers,1,3,4,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.3_HIV_EQ.json,rephrased_true_answers,1,3,5,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.3_HIV_EQ.json,rephrased_true_answers,1,3,6,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.3_HIV_EQ.json,rephrased_true_answers,1,3,7,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.3_HIV_EQ.json,rephrased_true_answers,1,3,8,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.3_HIV_EQ.json,rephrased_true_answers,1,3,9,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.3_HIV_EQ.json,rephrased_true_answers,1,3,10,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.4_HIV_EQ.json,rephrased_true_answers,1,4,0,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.4_HIV_EQ.json,rephrased_true_answers,1,4,1,,,,4.0,5.0,5.0,5.0,5.0,4.8,4.666666666666667
GPT-score_rephrased_true_answers_answers_category_1.4_HIV_EQ.json,rephrased_true_answers,1,4,2,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.4_HIV_EQ.json,rephrased_true_answers,1,4,3,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.4_HIV_EQ.json,rephrased_true_answers,1,4,4,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.4_HIV_EQ.json,rephrased_true_answers,1,4,5,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.4_HIV_EQ.json,rephrased_true_answers,1,4,6,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.4_HIV_EQ.json,rephrased_true_answers,1,4,7,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.4_HIV_EQ.json,rephrased_true_answers,1,4,8,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.4_HIV_EQ.json,rephrased_true_answers,1,4,9,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.4_HIV_EQ.json,rephrased_true_answers,1,4,10,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.5_HIV_EQ.json,rephrased_true_answers,1,5,0,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.5_HIV_EQ.json,rephrased_true_answers,1,5,1,,,,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333
GPT-score_rephrased_true_answers_answers_category_1.5_HIV_EQ.json,rephrased_true_answers,1,5,2,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.5_HIV_EQ.json,rephrased_true_answers,1,5,3,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.5_HIV_EQ.json,rephrased_true_answers,1,5,4,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.5_HIV_EQ.json,rephrased_true_answers,1,5,5,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.5_HIV_EQ.json,rephrased_true_answers,1,5,6,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.5_HIV_EQ.json,rephrased_true_answers,1,5,7,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.5_HIV_EQ.json,rephrased_true_answers,1,5,8,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.5_HIV_EQ.json,rephrased_true_answers,1,5,9,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_1.5_HIV_EQ.json,rephrased_true_answers,1,5,10,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.1_HIV_EQ.json,rephrased_true_answers,2,1,0,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.1_HIV_EQ.json,rephrased_true_answers,2,1,1,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.1_HIV_EQ.json,rephrased_true_answers,2,1,2,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.1_HIV_EQ.json,rephrased_true_answers,2,1,3,,,,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333
GPT-score_rephrased_true_answers_answers_category_2.1_HIV_EQ.json,rephrased_true_answers,2,1,4,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.1_HIV_EQ.json,rephrased_true_answers,2,1,5,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.1_HIV_EQ.json,rephrased_true_answers,2,1,6,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.1_HIV_EQ.json,rephrased_true_answers,2,1,7,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.1_HIV_EQ.json,rephrased_true_answers,2,1,8,,,,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333
GPT-score_rephrased_true_answers_answers_category_2.1_HIV_EQ.json,rephrased_true_answers,2,1,9,,,,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333
GPT-score_rephrased_true_answers_answers_category_2.1_HIV_EQ.json,rephrased_true_answers,2,1,10,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.1_HIV_EQ.json,rephrased_true_answers,2,1,11,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.2_HIV_EQ.json,rephrased_true_answers,2,2,0,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.2_HIV_EQ.json,rephrased_true_answers,2,2,1,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.2_HIV_EQ.json,rephrased_true_answers,2,2,2,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.2_HIV_EQ.json,rephrased_true_answers,2,2,3,,,,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333
GPT-score_rephrased_true_answers_answers_category_2.2_HIV_EQ.json,rephrased_true_answers,2,2,4,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.2_HIV_EQ.json,rephrased_true_answers,2,2,5,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.2_HIV_EQ.json,rephrased_true_answers,2,2,6,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.2_HIV_EQ.json,rephrased_true_answers,2,2,7,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.2_HIV_EQ.json,rephrased_true_answers,2,2,8,,,,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333
GPT-score_rephrased_true_answers_answers_category_2.2_HIV_EQ.json,rephrased_true_answers,2,2,9,,,,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333
GPT-score_rephrased_true_answers_answers_category_2.2_HIV_EQ.json,rephrased_true_answers,2,2,10,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.2_HIV_EQ.json,rephrased_true_answers,2,2,11,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.3_HIV_EQ.json,rephrased_true_answers,2,3,0,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.3_HIV_EQ.json,rephrased_true_answers,2,3,1,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.3_HIV_EQ.json,rephrased_true_answers,2,3,2,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.3_HIV_EQ.json,rephrased_true_answers,2,3,3,,,,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333
GPT-score_rephrased_true_answers_answers_category_2.3_HIV_EQ.json,rephrased_true_answers,2,3,4,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.3_HIV_EQ.json,rephrased_true_answers,2,3,5,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.3_HIV_EQ.json,rephrased_true_answers,2,3,6,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.3_HIV_EQ.json,rephrased_true_answers,2,3,7,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.3_HIV_EQ.json,rephrased_true_answers,2,3,8,,,,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333
GPT-score_rephrased_true_answers_answers_category_2.3_HIV_EQ.json,rephrased_true_answers,2,3,9,,,,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333
GPT-score_rephrased_true_answers_answers_category_2.3_HIV_EQ.json,rephrased_true_answers,2,3,10,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.3_HIV_EQ.json,rephrased_true_answers,2,3,11,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.4_HIV_EQ.json,rephrased_true_answers,2,4,0,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.4_HIV_EQ.json,rephrased_true_answers,2,4,1,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.4_HIV_EQ.json,rephrased_true_answers,2,4,2,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.4_HIV_EQ.json,rephrased_true_answers,2,4,3,,,,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333
GPT-score_rephrased_true_answers_answers_category_2.4_HIV_EQ.json,rephrased_true_answers,2,4,4,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.4_HIV_EQ.json,rephrased_true_answers,2,4,5,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.4_HIV_EQ.json,rephrased_true_answers,2,4,6,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.4_HIV_EQ.json,rephrased_true_answers,2,4,7,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.4_HIV_EQ.json,rephrased_true_answers,2,4,8,,,,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333
GPT-score_rephrased_true_answers_answers_category_2.4_HIV_EQ.json,rephrased_true_answers,2,4,9,,,,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333
GPT-score_rephrased_true_answers_answers_category_2.4_HIV_EQ.json,rephrased_true_answers,2,4,10,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.4_HIV_EQ.json,rephrased_true_answers,2,4,11,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.5_HIV_EQ.json,rephrased_true_answers,2,5,0,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.5_HIV_EQ.json,rephrased_true_answers,2,5,1,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.5_HIV_EQ.json,rephrased_true_answers,2,5,2,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.5_HIV_EQ.json,rephrased_true_answers,2,5,3,,,,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333
GPT-score_rephrased_true_answers_answers_category_2.5_HIV_EQ.json,rephrased_true_answers,2,5,4,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.5_HIV_EQ.json,rephrased_true_answers,2,5,5,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.5_HIV_EQ.json,rephrased_true_answers,2,5,6,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.5_HIV_EQ.json,rephrased_true_answers,2,5,7,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.5_HIV_EQ.json,rephrased_true_answers,2,5,8,,,,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333
GPT-score_rephrased_true_answers_answers_category_2.5_HIV_EQ.json,rephrased_true_answers,2,5,9,,,,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333
GPT-score_rephrased_true_answers_answers_category_2.5_HIV_EQ.json,rephrased_true_answers,2,5,10,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_2.5_HIV_EQ.json,rephrased_true_answers,2,5,11,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.1_HIV_EQ.json,rephrased_true_answers,3,1,0,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.1_HIV_EQ.json,rephrased_true_answers,3,1,1,,,,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333
GPT-score_rephrased_true_answers_answers_category_3.1_HIV_EQ.json,rephrased_true_answers,3,1,2,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.1_HIV_EQ.json,rephrased_true_answers,3,1,3,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.1_HIV_EQ.json,rephrased_true_answers,3,1,4,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.1_HIV_EQ.json,rephrased_true_answers,3,1,5,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.1_HIV_EQ.json,rephrased_true_answers,3,1,6,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.1_HIV_EQ.json,rephrased_true_answers,3,1,7,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.1_HIV_EQ.json,rephrased_true_answers,3,1,8,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.1_HIV_EQ.json,rephrased_true_answers,3,1,9,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.1_HIV_EQ.json,rephrased_true_answers,3,1,10,,,,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333
GPT-score_rephrased_true_answers_answers_category_3.1_HIV_EQ.json,rephrased_true_answers,3,1,11,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.1_HIV_EQ.json,rephrased_true_answers,3,1,12,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.1_HIV_EQ.json,rephrased_true_answers,3,1,13,,,,4.0,4.0,4.0,5.0,5.0,4.4,4.0
GPT-score_rephrased_true_answers_answers_category_3.1_HIV_EQ.json,rephrased_true_answers,3,1,14,,,,3.0,3.0,4.0,5.0,5.0,4.0,3.3333333333333335
GPT-score_rephrased_true_answers_answers_category_3.1_HIV_EQ.json,rephrased_true_answers,3,1,15,,,,2.0,2.0,3.0,5.0,4.0,3.2,2.3333333333333335
GPT-score_rephrased_true_answers_answers_category_3.1_HIV_EQ.json,rephrased_true_answers,3,1,16,,,,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333
GPT-score_rephrased_true_answers_answers_category_3.1_HIV_EQ.json,rephrased_true_answers,3,1,17,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.1_HIV_EQ.json,rephrased_true_answers,3,1,18,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.1_HIV_EQ.json,rephrased_true_answers,3,1,19,,,,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333
GPT-score_rephrased_true_answers_answers_category_3.1_HIV_EQ.json,rephrased_true_answers,3,1,20,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.1_HIV_EQ.json,rephrased_true_answers,3,1,21,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.1_HIV_EQ.json,rephrased_true_answers,3,1,22,,,,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333
GPT-score_rephrased_true_answers_answers_category_3.1_HIV_EQ.json,rephrased_true_answers,3,1,23,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.2_HIV_EQ.json,rephrased_true_answers,3,2,0,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.2_HIV_EQ.json,rephrased_true_answers,3,2,1,,,,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333
GPT-score_rephrased_true_answers_answers_category_3.2_HIV_EQ.json,rephrased_true_answers,3,2,2,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.2_HIV_EQ.json,rephrased_true_answers,3,2,3,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.2_HIV_EQ.json,rephrased_true_answers,3,2,4,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.2_HIV_EQ.json,rephrased_true_answers,3,2,5,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.2_HIV_EQ.json,rephrased_true_answers,3,2,6,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.2_HIV_EQ.json,rephrased_true_answers,3,2,7,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.2_HIV_EQ.json,rephrased_true_answers,3,2,8,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.2_HIV_EQ.json,rephrased_true_answers,3,2,9,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.2_HIV_EQ.json,rephrased_true_answers,3,2,10,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.2_HIV_EQ.json,rephrased_true_answers,3,2,11,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.2_HIV_EQ.json,rephrased_true_answers,3,2,12,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.2_HIV_EQ.json,rephrased_true_answers,3,2,13,,,,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333
GPT-score_rephrased_true_answers_answers_category_3.2_HIV_EQ.json,rephrased_true_answers,3,2,14,,,,3.0,3.0,4.0,5.0,5.0,4.0,3.3333333333333335
GPT-score_rephrased_true_answers_answers_category_3.2_HIV_EQ.json,rephrased_true_answers,3,2,15,,,,2.0,2.0,3.0,5.0,4.0,3.2,2.3333333333333335
GPT-score_rephrased_true_answers_answers_category_3.2_HIV_EQ.json,rephrased_true_answers,3,2,16,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.2_HIV_EQ.json,rephrased_true_answers,3,2,17,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.2_HIV_EQ.json,rephrased_true_answers,3,2,18,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.2_HIV_EQ.json,rephrased_true_answers,3,2,19,,,,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333
GPT-score_rephrased_true_answers_answers_category_3.2_HIV_EQ.json,rephrased_true_answers,3,2,20,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.2_HIV_EQ.json,rephrased_true_answers,3,2,21,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.2_HIV_EQ.json,rephrased_true_answers,3,2,22,,,,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333
GPT-score_rephrased_true_answers_answers_category_3.2_HIV_EQ.json,rephrased_true_answers,3,2,23,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.3_HIV_EQ.json,rephrased_true_answers,3,3,0,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GPT-score_rephrased_true_answers_answers_category_3.3_HIV_EQ.json,rephrased_true_answers,3,3,1,,,,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333
GPT-score_rephrased_true_answers_answers_category_3.3_HIV_EQ.json,rephrased_true_answers,3,3,2,,,,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333
