model,subfolder,category_id,GPT1_mean,GPT2_mean,GPT3_mean,GPT4_mean,GPT5_mean,GPT_overall_score_mean,GPT_overall_score_wo_Q4&5_mean,GPT1_std,GPT2_std,GPT3_std,GPT4_std,GPT5_std,GPT_overall_score_std,GPT_overall_score_wo_Q4&5_std
Gemma-3-27B,Gemma-3-27B,6,2.2399999999999998,2.18,2.7199999999999998,5.0,4.84,3.396,2.38,0.11401754250991372,0.08366600265340753,0.14832396974191311,0.0,0.11401754250991392,0.07127411872482212,0.09309493362512636
Llama,Llama_cluster,1,3.8909090909090907,3.745454545454545,4.127272727272727,5.0,5.0,4.3527272727272734,3.921212121212121,0.04065578140908701,0.07606000241218891,0.12196734422726112,0.0,0.0,0.04185768884807769,0.06976281474679587
Llama,Llama_cluster,2,3.8166666666666664,3.65,4.3,5.0,4.7666666666666675,4.306666666666667,3.922222222222222,0.19002923751652293,0.18066236157232343,0.28012893856619364,0.0,0.17078251276599352,0.15705625319186334,0.21100143349814404
Llama,Llama_cluster,3,3.775,3.4833333333333334,4.058333333333333,5.0,4.55,4.173333333333334,3.772222222222222,0.12360330811826095,0.12360330811826112,0.055901699437494734,0.0,0.08539125638299651,0.0627495019900559,0.09139268820201174
Llama,Llama_cluster,4,3.9272727272727272,3.836363636363636,4.290909090909091,5.0,4.745454545454545,4.36,4.018181818181818,0.17486712783337577,0.2073046227452979,0.1493788793195908,0.0,0.04065578140908698,0.07649339624713657,0.11657808522225079
Llama,Llama_cluster,5,3.6583333333333337,3.425,4.008333333333334,5.0,4.633333333333333,4.145,3.697222222222222,0.09033118078616156,0.05432668671002208,0.11562030771259636,0.0,0.045643546458763735,0.033644382063643646,0.05325080420189123
Llama,Llama_cluster,6,2.12,1.98,2.62,5.0,4.9,3.3240000000000003,2.2399999999999998,0.13038404810405294,0.08366600265340748,0.044721359549995836,0.0,0.07071067811865478,0.053665631459994916,0.07226494462892931
Llama-1B,Llama-1B,1,2.8545454545454545,2.3636363636363633,2.6,5.0,3.8,3.3236363636363633,2.606060606060606,0.3252462512726968,0.2571297386132901,0.3670296225124789,0.0,0.37702620642414025,0.2578999742035947,0.30903148567229
Llama-1B,Llama-1B,2,2.1333333333333333,1.9333333333333331,2.216666666666667,4.916666666666666,3.2,2.88,2.094444444444444,0.3039097088135079,0.2969754946867576,0.2541325113662818,0.08333333333333341,0.22515426810177147,0.20083160441856066,0.282323909939376
Llama-1B,Llama-1B,3,2.0083333333333333,1.6583333333333332,2.1,5.0,3.1,2.7733333333333334,1.922222222222222,0.11562030771259685,0.11562030771259667,0.08640183897219887,0.0,0.3315054046819349,0.11093040861529141,0.09450569909002227
Llama-1B,Llama-1B,4,1.6727272727272726,1.4181818181818182,1.8909090909090907,4.527272727272727,3.363636363636364,2.5745454545454547,1.6606060606060606,0.24562283792920542,0.20928844424038795,0.28313475458904425,0.16262312563634865,0.17007533576245187,0.14748581665944177,0.2418553932028474
Llama-1B,Llama-1B,5,1.6416666666666668,1.325,1.6166666666666665,5.0,3.425,2.6016666666666666,1.5277777777777777,0.10865337342004418,0.11562030771259675,0.19851882082619327,0.0,0.1624465724134828,0.08445084040105487,0.1299186592629841
Llama-1B,Llama-1B,6,1.4,1.3199999999999998,1.72,5.0,4.74,2.836,1.48,0.3464101615137755,0.32710854467592243,0.396232255123179,0.0,0.20736441353327728,0.21697926168184833,0.35245173034363475
Llama-8B,Llama-8B,1,3.8,3.6545454545454548,4.054545454545455,5.0,4.927272727272728,4.287272727272727,3.836363636363636,0.13483997249264856,0.09958591954639404,0.16514456476895414,0.0,0.04065578140908695,0.0786245393106898,0.11853095282186624
Llama-8B,Llama-8B,2,3.35,3.033333333333333,3.5333333333333337,5.0,4.366666666666666,3.8566666666666665,3.305555555555556,0.26614532371118854,0.22515426810177158,0.17280367794439772,0.0,0.1728036779443975,0.1566134661444468,0.21063542900143223
Llama-8B,Llama-8B,3,3.0916666666666663,2.775,3.375,5.0,4.075,3.663333333333333,3.0805555555555553,0.17027347284752103,0.12360330811826095,0.20198666072568047,0.0,0.0903311807861617,0.10810874155219845,0.1554066747855484
Llama-8B,Llama-8B,4,3.0727272727272728,2.963636363636364,3.4727272727272727,5.0,4.436363636363636,3.789090909090909,3.1696969696969695,0.37150575894004645,0.41956293669870287,0.5037052791707297,0.0,0.07606000241218883,0.2511461330884656,0.4218547528556328
Llama-8B,Llama-8B,5,3.166666666666667,2.833333333333333,3.416666666666667,5.0,4.183333333333334,3.72,3.138888888888889,0.07795119555779051,0.15866193970549827,0.1381926995981417,0.0,0.14613064930625136,0.09328123545970464,0.11240565316832372
Llama-8B,Llama-8B,6,2.1,1.98,2.7199999999999998,5.0,4.9399999999999995,3.348,2.2666666666666666,0.1414213562373096,0.130384048104053,0.21679483388678797,0.0,0.13416407864998722,0.0923038460737149,0.12909944487358044
Med42,Med42,1,3.7636363636363632,3.6,3.9272727272727272,4.909090909090909,4.8,4.2,3.763636363636364,0.04979295977319707,0.08131156281817409,0.07606000241218863,0.0,0.040655781409086815,0.03856946079199332,0.05420770854544953
Med42,Med42,2,2.6,2.316666666666667,2.8666666666666667,4.25,3.7,3.146666666666667,2.594444444444444,0.14907119849998604,0.12360330811826116,0.12638125740085915,0.18633899812498217,0.09501461875826149,0.1298503412052163,0.1281997862134925
Med42,Med42,3,3.3492753623188407,3.1710144927536232,3.671376811594203,4.621376811594203,4.036231884057971,3.7698550724637685,3.397222222222222,0.10884199086292591,0.09848309966676926,0.11991877896132024,0.16999087228544205,0.1409497129159849,0.122654266122747,0.10620159313569512
Med42,Med42,4,3.4727272727272727,3.4909090909090907,4.054545454545455,4.909090909090909,4.4,4.0654545454545445,3.672727272727273,0.22406831897938612,0.2638713686127271,0.25389527352307156,0.2032789070454353,0.24562283792920545,0.23091624899427662,0.2399494896342927
Med42,Med42,5,3.35,3.2833333333333337,3.5833333333333335,5.0,4.233333333333333,3.8900000000000006,3.405555555555556,0.047507309379130676,0.08539125638299648,0.05103103630798291,0.0,0.037267799624996364,0.022360679774998064,0.03977172517576772
Med42,Med42,6,2.18,2.36,2.84,5.0,4.9799999999999995,3.472,2.46,0.04472135954999585,0.05477225575051665,0.15165750888103097,0.0,0.04472135954999574,0.05585696017507594,0.07958224257542232
MedGemma-3-27B,MedGemma-3-27B,1,4.00909090909091,3.9363636363636365,4.454545454545455,5.0,5.0,4.4799999999999995,4.133333333333333,0.0674199862463243,0.09958591954639372,0.11134044285378114,0.0,0.0,0.02073046227453,0.0345507704575497
MedGemma-3-27B,MedGemma-3-27B,2,4.016666666666667,3.9833333333333334,4.45,5.0,4.85,4.46,4.15,0.13693063937629157,0.13693063937629163,0.09501461875826132,0.0,0.0697216688778401,0.0769198717280953,0.11553685746158567
MedGemma-3-27B,MedGemma-3-27B,3,3.9625,3.8291666666666666,4.3375,5.0,4.7,4.365833333333333,4.043055555555556,0.11063265039459784,0.1561805401165941,0.1589352593563387,0.0,0.11562030771259688,0.093930382021296,0.1343350679972554
MedGemma-3-27B,MedGemma-3-27B,4,3.618181818181818,3.6545454545454548,4.236363636363636,5.0,4.527272727272727,4.207272727272727,3.836363636363636,0.17486712783337577,0.16262312563634848,0.2281800072365659,0.0,0.17486712783337613,0.14579505597621395,0.18507189678305994
MedGemma-3-27B,MedGemma-3-27B,5,3.7083333333333335,3.5416666666666665,4.191666666666667,5.0,4.658333333333333,4.22,3.8138888888888887,0.2083333333333334,0.20198666072568036,0.2612071336442915,0.0,0.12289901003127165,0.15774011678848346,0.2227857438309755
MedGemma-3-27B,MedGemma-3-27B,6,2.16,2.16,2.6399999999999997,4.96,4.9,3.364,2.32,0.15165750888103088,0.15165750888103108,0.2073644135332773,0.05477225575051644,0.07071067811865508,0.09316651759081697,0.15916448515084433
Meditron,Meditron_cluster,1,3.5636363636363635,3.381818181818182,3.672727272727273,5.0,4.909090909090909,4.1054545454545455,3.539393939393939,0.0995859195463937,0.1185309528218662,0.08131156281817409,0.0,0.06428243465332244,0.04706246947470818,0.08938109820456125
Meditron,Meditron_cluster,2,3.5833333333333335,3.4166666666666665,4.0,5.0,4.583333333333333,4.116666666666666,3.6666666666666665,0.13176156917368248,0.1666666666666668,0.10206207261596598,0.0,0.15590239111558074,0.0986013297183272,0.1226633453656645
Meditron,Meditron_cluster,3,3.5333333333333337,3.2583333333333337,3.8833333333333337,5.0,4.4,4.015,3.5583333333333327,0.08014743359029736,0.12977009585331198,0.13629522694830118,0.0,0.10458250331675949,0.08066563360220039,0.09986487784581977
Meditron,Meditron_cluster,4,2.9818181818181815,2.890909090909091,3.4363636363636365,5.0,4.036363636363636,3.669090909090909,3.1030303030303026,0.16262312563634843,0.17486712783337596,0.0760600024121887,0.0,0.08131156281817413,0.06729729281207918,0.08989331499509892
Meditron,Meditron_cluster,5,3.333333333333333,3.075,3.6583333333333337,5.0,4.441666666666666,3.9016666666666664,3.355555555555555,0.26679684322636865,0.24188208789499993,0.17027347284752123,0.0,0.04750730937913093,0.1287493257803272,0.2251542681017715
Meditron,Meditron_cluster,6,2.06,2.0,2.54,5.0,4.92,3.304,2.2,0.11401754250991392,0.07071067811865482,0.1673320053068151,0.0,0.04472135954999574,0.0654217089351845,0.1080123449734643
NVLM,NVLM,1,4.018181818181818,3.9272727272727272,4.49090909090909,5.0,5.0,4.487272727272727,4.1454545454545455,0.14937887931959049,0.14937887931959049,0.049792959773197504,0.0,0.0,0.06219138682358939,0.10365231137264873
NVLM,NVLM,2,3.55,3.183333333333333,3.6666666666666665,5.0,4.483333333333333,3.9766666666666666,3.4666666666666663,0.045643546458763916,0.0912870929175277,0.05892556509887893,0.0,0.06972166887783934,0.04503085362035432,0.06022078719077433
NVLM,NVLM,3,3.0,2.7916666666666665,3.3583333333333334,5.0,3.8416666666666663,3.5983333333333336,3.05,0.058925565098879105,0.05103103630798293,0.06972166887783952,0.0,0.04564354645876376,0.02788866755113601,0.044574462599669885
NVLM,NVLM,4,3.2727272727272725,3.254545454545455,3.8727272727272726,5.0,4.236363636363636,3.9272727272727272,3.4666666666666663,0.12856486930664507,0.09958591954639405,0.103652311372649,0.0,0.08131156281817413,0.05749595745760653,0.07606000241218845
NVLM,NVLM,5,2.7333333333333334,2.4916666666666667,2.941666666666667,5.0,3.7833333333333337,3.3899999999999997,2.7222222222222223,0.04750730937913076,0.045643546458763604,0.04750730937913079,0.0,0.03486083443891985,0.01086533734200439,0.019641855032959524
NVLM,NVLM,6,1.48,1.7600000000000002,1.8199999999999998,5.0,4.96,3.004,1.6866666666666668,0.044721359549995836,0.11401754250991375,0.13038404810405294,0.0,0.08944271909999166,0.04774934554525335,0.0767390962214756
