model,subfolder,category_id,question_index,num_iterations,GPT1_mean,GPT2_mean,GPT3_mean,GPT4_mean,GPT5_mean,GPT_overall_score_mean,GPT_overall_score_wo_Q4&5_mean,GPT1_std,GPT2_std,GPT3_std,GPT4_std,GPT5_std,GPT_overall_score_std,GPT_overall_score_wo_Q4&5_std,nlp_model,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,synonyms_precision_dict_mean,synonyms_precision_dict_std,synonyms_recall_dict_mean,synonyms_recall_dict_std,synonyms_f1_dict_mean,synonyms_f1_dict_std,synonyms_precision_snomed_mean,synonyms_precision_snomed_std,synonyms_recall_snomed_mean,synonyms_recall_snomed_std,synonyms_f1_snomed_mean,synonyms_f1_snomed_std,synonyms_precision_wn_mean,synonyms_precision_wn_std,synonyms_recall_wn_mean,synonyms_recall_wn_std,synonyms_f1_wn_mean,synonyms_f1_wn_std,synonyms_lemmatized_precision_dict_mean,synonyms_lemmatized_precision_dict_std,synonyms_lemmatized_recall_dict_mean,synonyms_lemmatized_recall_dict_std,synonyms_lemmatized_f1_dict_mean,synonyms_lemmatized_f1_dict_std,synonyms_lemmatized_precision_snomed_mean,synonyms_lemmatized_precision_snomed_std,synonyms_lemmatized_recall_snomed_mean,synonyms_lemmatized_recall_snomed_std,synonyms_lemmatized_f1_snomed_mean,synonyms_lemmatized_f1_snomed_std,synonyms_lemmatized_precision_wn_mean,synonyms_lemmatized_precision_wn_std,synonyms_lemmatized_recall_wn_mean,synonyms_lemmatized_recall_wn_std,synonyms_lemmatized_f1_wn_mean,synonyms_lemmatized_f1_wn_std
Claude,Claude,1,10,5,4.0,4.0,4.2,5.0,5.0,4.44,4.066666666666666,0.0,0.0,0.4472135954999579,0.0,0.0,0.0894427190999912,0.1490711984999859,en_core_sci_lg,0.3820596959584724,0.04123431476446089,0.1875,0.011048543456039808,0.2512478416356609,0.017348772952585124,0.401872914349277,0.057620554818121235,0.196875,0.017815241017174032,0.2639709027200809,0.027674771283847797,0.3820596959584724,0.04123431476446089,0.1875,0.011048543456039808,0.2512478416356609,0.017348772952585124,0.44702663453219627,0.08163077577472366,0.21875,0.029231698334171417,0.29341512841816275,0.04331488730640159,0.47497605363984674,0.08730480687752784,0.23125,0.03387419279481063,0.3106757035003432,0.04842037096964445,0.44335727969348665,0.08182130948467554,0.215625,0.030055287596361478,0.28978597574925646,0.04397087160839083,0.4489128352490422,0.07554296642616001,0.21875,0.029231698334171417,0.29378597574925647,0.04141953394847686
Claude,Claude,2,0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,en_core_sci_lg,0.08065268065268065,0.022496738865883725,0.36666666666666664,0.07453559924999299,0.13185897435897437,0.03470104548177104,0.08065268065268065,0.022496738865883725,0.36666666666666664,0.07453559924999299,0.13185897435897437,0.03470104548177104,0.08065268065268065,0.022496738865883725,0.36666666666666664,0.07453559924999299,0.13185897435897437,0.03470104548177104,0.11713286713286712,0.02667874556299275,0.5333333333333333,0.07453559924999298,0.19153846153846155,0.040007395765987205,0.11830588766072636,0.025332445224210198,0.5333333333333333,0.07453559924999298,0.19320166320166318,0.03817981328829841,0.11830588766072636,0.025332445224210198,0.5333333333333333,0.07453559924999298,0.19320166320166318,0.03817981328829841,0.11830588766072636,0.025332445224210198,0.5333333333333333,0.07453559924999298,0.19320166320166318,0.03817981328829841
Claude,Claude,2,1,5,4.8,4.8,5.0,5.0,5.0,4.92,4.866666666666666,0.447213595499958,0.447213595499958,0.0,0.0,0.0,0.1788854381999833,0.2981423969999721,en_core_sci_lg,0.17549407114624507,0.0035352853399206155,0.8,0.0,0.2878306878306878,0.00473241899999956,0.17549407114624507,0.0035352853399206155,0.8,0.0,0.2878306878306878,0.00473241899999956,0.17549407114624507,0.0035352853399206155,0.8,0.0,0.2878306878306878,0.00473241899999956,0.2193675889328063,0.004419106674900772,1.0,0.0,0.3597883597883597,0.005915523749999461,0.17549407114624507,0.0035352853399206155,0.8,0.0,0.2878306878306878,0.00473241899999956,0.17549407114624507,0.0035352853399206155,0.8,0.0,0.2878306878306878,0.00473241899999956,0.2193675889328063,0.004419106674900772,1.0,0.0,0.3597883597883597,0.005915523749999461
Claude,Claude,2,2,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,en_core_sci_lg,0.09698412698412698,0.010013847806722227,0.6666666666666666,0.0,0.16917414308718656,0.015255341188050255,0.14547619047619048,0.01502077171008334,1.0,0.0,0.25376121463077983,0.022883011782075354,0.10531746031746032,0.012771367809552875,0.7333333333333333,0.14907119849998596,0.18398895790200137,0.02348145164704229,0.09698412698412698,0.010013847806722227,0.6666666666666666,0.0,0.16917414308718656,0.015255341188050255,0.14743697478991596,0.018674095471477265,1.0,0.0,0.2566183574879227,0.028154658171859484,0.10662464985994398,0.01380525470798829,0.7333333333333333,0.14907119849998596,0.18589371980676328,0.024503280284650895,0.09829131652661063,0.01244939698098484,0.6666666666666666,0.0,0.17107890499194847,0.018769772114572994
Claude,Claude,2,3,5,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,en_core_sci_lg,0.0696148413221584,0.014896201874823323,0.325,0.06846531968814577,0.1146189948847756,0.024271451077833815,0.08073453244184951,0.021765689763892856,0.375,0.08838834764831845,0.13281020935505986,0.03489659249403022,0.0696148413221584,0.014896201874823323,0.325,0.06846531968814577,0.1146189948847756,0.024271451077833815,0.0696148413221584,0.014896201874823323,0.325,0.06846531968814577,0.1146189948847756,0.024271451077833815,0.08222310545839957,0.02292957700826263,0.375,0.08838834764831845,0.1348124098124098,0.03642905299746828,0.0709353471118177,0.016120450850232157,0.325,0.06846531968814577,0.11639971139971139,0.02591432834235783,0.0709353471118177,0.016120450850232157,0.325,0.06846531968814577,0.11639971139971139,0.02591432834235783
Claude,Claude,2,4,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,en_core_sci_lg,0.10028708133971291,0.005865880404316516,0.5,0.0,0.16700111482720179,0.008197960491971868,0.10028708133971291,0.005865880404316516,0.5,0.0,0.16700111482720179,0.008197960491971868,0.10028708133971291,0.005865880404316516,0.5,0.0,0.16700111482720179,0.008197960491971868,0.10028708133971291,0.005865880404316516,0.5,0.0,0.16700111482720179,0.008197960491971868,0.10571428571428572,0.007579261197659249,0.5,0.0,0.17442424242424243,0.010395308682665309,0.10571428571428572,0.007579261197659249,0.5,0.0,0.17442424242424243,0.010395308682665309,0.10571428571428572,0.007579261197659249,0.5,0.0,0.17442424242424243,0.010395308682665309
Claude,Claude,2,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,en_core_sci_lg,0.1271671826625387,0.017469813538509977,0.7333333333333333,0.14907119849998599,0.2166507177033493,0.03167738752747645,0.1271671826625387,0.017469813538509977,0.7333333333333333,0.14907119849998599,0.2166507177033493,0.03167738752747645,0.1271671826625387,0.017469813538509977,0.7333333333333333,0.14907119849998599,0.2166507177033493,0.03167738752747645,0.1271671826625387,0.017469813538509977,0.7333333333333333,0.14907119849998599,0.2166507177033493,0.03167738752747645,0.1271671826625387,0.017469813538509977,0.7333333333333333,0.14907119849998599,0.2166507177033493,0.03167738752747645,0.1271671826625387,0.017469813538509977,0.7333333333333333,0.14907119849998599,0.2166507177033493,0.03167738752747645,0.1271671826625387,0.017469813538509977,0.7333333333333333,0.14907119849998599,0.2166507177033493,0.03167738752747645
Claude,Claude,2,6,5,4.0,4.0,4.8,5.0,5.0,4.56,4.266666666666667,0.0,0.0,0.4472135954999578,0.0,0.0,0.0894427190999912,0.1490711984999859,en_core_sci_lg,0.13189419276375797,0.04008906913751182,0.5333333333333333,0.18257418583505536,0.21133004926108373,0.06563357759040994,0.1650653694131955,0.029940092986703616,0.6666666666666667,0.1666666666666667,0.2644088669950739,0.05142151015897937,0.13189419276375797,0.04008906913751182,0.5333333333333333,0.18257418583505536,0.21133004926108373,0.06563357759040994,0.13189419276375797,0.04008906913751182,0.5333333333333333,0.18257418583505536,0.21133004926108373,0.06563357759040994,0.1650653694131955,0.029940092986703616,0.6666666666666667,0.1666666666666667,0.2644088669950739,0.05142151015897937,0.13189419276375797,0.04008906913751182,0.5333333333333333,0.18257418583505536,0.21133004926108373,0.06563357759040994,0.13189419276375797,0.04008906913751182,0.5333333333333333,0.18257418583505536,0.21133004926108373,0.06563357759040994
Claude,Claude,2,7,5,3.0,2.4,3.2,5.0,5.0,3.72,2.8666666666666663,0.0,0.5477225575051661,0.447213595499958,0.0,0.0,0.178885438199983,0.298142396999972,en_core_sci_lg,0.09658297258297258,0.029943344615018488,0.3,0.11180339887498948,0.14585460516495,0.047262424087646415,0.1226050986050986,0.023484717730180665,0.375,0.08838834764831845,0.18440961337513062,0.03619370687075589,0.10567388167388167,0.012158014630907944,0.325,0.06846531968814576,0.15918793849828333,0.021977890471713873,0.10399037999038,0.037947225347886276,0.325,0.14252192813739223,0.15728317659352142,0.06014551276296113,0.12876420519898782,0.02252941630318377,0.375,0.08838834764831845,0.19123094925097148,0.034859307257533036,0.11876420519898781,0.021832996334375587,0.35,0.10458250331675945,0.17694523496525721,0.03757918307007049,0.10924039567517826,0.03860492123324732,0.325,0.14252192813739223,0.16315213151698135,0.06089959582710926
Claude,Claude,2,8,5,3.4,3.2,3.8,5.0,4.4,3.96,3.4666666666666663,0.5477225575051662,0.4472135954999578,0.447213595499958,0.0,0.5477225575051661,0.3286335345030998,0.3800584750330461,en_core_sci_lg,0.07141833077316947,0.015327297079991717,0.36666666666666664,0.07453559924999298,0.1194539076892018,0.02526296590418715,0.08453661034306195,0.02979109008416709,0.4333333333333333,0.14907119849998599,0.14137582961112374,0.04961957322524312,0.07141833077316947,0.015327297079991717,0.36666666666666664,0.07453559924999298,0.1194539076892018,0.02526296590418715,0.07141833077316947,0.015327297079991717,0.36666666666666664,0.07453559924999298,0.1194539076892018,0.02526296590418715,0.0900921658986175,0.025284686793211452,0.4666666666666666,0.13944333775567927,0.15089963913493326,0.042627447744524684,0.07141833077316947,0.015327297079991717,0.36666666666666664,0.07453559924999298,0.1194539076892018,0.02526296590418715,0.07808499743983614,0.019441035369174603,0.4,0.09128709291752768,0.1305650188003129,0.031996203642026017
Claude,Claude,2,9,5,4.0,4.0,4.6,5.0,5.0,4.5200000000000005,4.2,0.0,0.0,0.5477225575051662,0.0,0.0,0.1095445115010328,0.1825741858350552,en_core_sci_lg,0.02568306274188627,0.0030915129810827934,0.5,0.0,0.04883022209571701,0.00559682153242576,0.02568306274188627,0.0030915129810827934,0.5,0.0,0.04883022209571701,0.00559682153242576,0.02568306274188627,0.0030915129810827934,0.5,0.0,0.04883022209571701,0.00559682153242576,0.05136612548377254,0.006183025962165587,1.0,0.0,0.09766044419143402,0.01119364306485152,0.05136612548377254,0.006183025962165587,1.0,0.0,0.09766044419143402,0.01119364306485152,0.05136612548377254,0.006183025962165587,1.0,0.0,0.09766044419143402,0.01119364306485152,0.05136612548377254,0.006183025962165587,1.0,0.0,0.09766044419143402,0.01119364306485152
Claude,Claude,2,10,5,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,en_core_sci_lg,0.09567337315621069,0.007238007702405771,0.4,0.0,0.15430362230362232,0.009412951396471744,0.10619968894568436,0.029304745900207086,0.44000000000000006,0.08944271909999157,0.17097028897028896,0.04463876556695324,0.09567337315621069,0.007238007702405771,0.4,0.0,0.15430362230362232,0.009412951396471744,0.09567337315621069,0.007238007702405771,0.4,0.0,0.15430362230362232,0.009412951396471744,0.10619968894568436,0.029304745900207086,0.44000000000000006,0.08944271909999157,0.17097028897028896,0.04463876556695324,0.09567337315621069,0.007238007702405771,0.4,0.0,0.15430362230362232,0.009412951396471744,0.09567337315621069,0.007238007702405771,0.4,0.0,0.15430362230362232,0.009412951396471744
Claude,Claude,2,11,5,4.0,4.0,4.0,5.0,5.0,4.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,en_core_sci_lg,0.24467532467532466,0.04053072928182566,0.3684210526315789,0.07443229275647868,0.29329683534815365,0.050548143753468736,0.27168831168831165,0.04195880606791981,0.41052631578947363,0.08648250907976306,0.32617368494232846,0.056036596043232585,0.24467532467532466,0.04053072928182566,0.3684210526315789,0.07443229275647868,0.29329683534815365,0.050548143753468736,0.24467532467532466,0.04053072928182566,0.3684210526315789,0.07443229275647868,0.29329683534815365,0.050548143753468736,0.27168831168831165,0.04195880606791981,0.41052631578947363,0.08648250907976306,0.32617368494232846,0.056036596043232585,0.24467532467532466,0.04053072928182566,0.3684210526315789,0.07443229275647868,0.29329683534815365,0.050548143753468736,0.24467532467532466,0.04053072928182566,0.3684210526315789,0.07443229275647868,0.29329683534815365,0.050548143753468736
Claude,Claude,3,0,5,4.4,4.4,5.0,5.0,5.0,4.76,4.6,0.5477225575051661,0.5477225575051661,0.0,0.0,0.0,0.2190890230020667,0.3651483716701108,en_core_sci_lg,0.0324561403508772,0.02265846054509868,0.39999999999999997,0.27888667551135854,0.06003752345215759,0.04190585507880163,0.0324561403508772,0.02265846054509868,0.39999999999999997,0.27888667551135854,0.06003752345215759,0.04190585507880163,0.0324561403508772,0.02265846054509868,0.39999999999999997,0.27888667551135854,0.06003752345215759,0.04190585507880163,0.0324561403508772,0.02265846054509868,0.39999999999999997,0.27888667551135854,0.06003752345215759,0.04190585507880163,0.033216825848404796,0.02334098643559664,0.39999999999999997,0.27888667551135854,0.061335044929396655,0.043069748143249265,0.033216825848404796,0.02334098643559664,0.39999999999999997,0.27888667551135854,0.061335044929396655,0.043069748143249265,0.033216825848404796,0.02334098643559664,0.39999999999999997,0.27888667551135854,0.061335044929396655,0.043069748143249265
Claude,Claude,3,1,5,3.8,3.4,4.4,5.0,4.8,4.279999999999999,3.866666666666666,0.4472135954999579,0.5477225575051661,0.5477225575051662,0.0,0.447213595499958,0.3346640106136302,0.447213595499958,en_core_sci_lg,0.019215686274509806,0.029424833697731877,0.15,0.22360679774997896,0.034055727554179564,0.05199026508899896,0.05757115749525617,0.02797996199827322,0.45,0.2091650066335189,0.10206103494029191,0.049324850205954715,0.019215686274509806,0.029424833697731877,0.15,0.22360679774997896,0.034055727554179564,0.05199026508899896,0.025667299177735615,0.027640675817029323,0.2,0.2091650066335189,0.04548429898275099,0.048816268817392296,0.057786211258697026,0.027739868857962174,0.45,0.2091650066335189,0.10239716939407342,0.04894649539852635,0.057786211258697026,0.027739868857962174,0.45,0.2091650066335189,0.10239716939407342,0.04894649539852635,0.057786211258697026,0.027739868857962174,0.45,0.2091650066335189,0.10239716939407342,0.04894649539852635
Claude,Claude,3,2,5,4.8,4.8,5.0,5.0,5.0,4.92,4.866666666666666,0.447213595499958,0.447213595499958,0.0,0.0,0.0,0.1788854381999833,0.2981423969999721,en_core_sci_lg,0.030358857619294057,0.0014574057308025955,0.5,0.0,0.057236411354058415,0.002590120962489086,0.030358857619294057,0.0014574057308025955,0.5,0.0,0.057236411354058415,0.002590120962489086,0.06071771523858811,0.002914811461605191,1.0,0.0,0.11447282270811683,0.005180241924978172,0.030358857619294057,0.0014574057308025955,0.5,0.0,0.057236411354058415,0.002590120962489086,0.031109625668449197,0.0014592475472400817,0.5,0.0,0.058569094304388426,0.002583459999069689,0.031109625668449197,0.0014592475472400817,0.5,0.0,0.058569094304388426,0.002583459999069689,0.031109625668449197,0.0014592475472400817,0.5,0.0,0.058569094304388426,0.002583459999069689
Claude,Claude,3,3,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,en_core_sci_lg,0.03290598290598291,0.009972018709041056,0.6,0.22360679774997896,0.06235634818754202,0.019070108701962254,0.03290598290598291,0.009972018709041056,0.6,0.22360679774997896,0.06235634818754202,0.019070108701962254,0.03290598290598291,0.009972018709041056,0.6,0.22360679774997896,0.06235634818754202,0.019070108701962254,0.03290598290598291,0.009972018709041056,0.6,0.22360679774997896,0.06235634818754202,0.019070108701962254,0.03409811418885829,0.01077182026408751,0.6,0.22360679774997896,0.06449676266314637,0.02052401995859015,0.03409811418885829,0.01077182026408751,0.6,0.22360679774997896,0.06449676266314637,0.02052401995859015,0.03409811418885829,0.01077182026408751,0.6,0.22360679774997896,0.06449676266314637,0.02052401995859015
