model,category_id,question_index,num_iterations,GPT1_mean,GPT2_mean,GPT3_mean,GPT4_mean,GPT5_mean,GPT_overall_score_mean,GPT_overall_score_wo_Q4&5_mean,GPT1_std,GPT2_std,GPT3_std,GPT4_std,GPT5_std,GPT_overall_score_std,GPT_overall_score_wo_Q4&5_std
Claude,2,4,3,1.6666666666666667,2.6666666666666665,2.6666666666666665,3.3333333333333335,3.3333333333333335,2.733333333333333,2.3333333333333335,0.5773502691896257,0.5773502691896258,0.5773502691896258,2.8867513459481287,2.8867513459481287,1.501110699893027,0.5773502691896257
Claude,2,5,3,2.0,2.0,2.0,5.0,5.0,3.2000000000000006,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claude,2,6,3,2.0,2.6666666666666665,2.3333333333333335,5.0,5.0,3.4,2.3333333333333335,0.0,0.5773502691896257,0.5773502691896258,0.0,0.0,0.2309401076758503,0.38490017945975047
Claude,2,7,3,2.0,2.6666666666666665,2.6666666666666665,5.0,5.0,3.466666666666667,2.444444444444444,0.0,0.5773502691896258,0.5773502691896258,0.0,0.0,0.23094010767585033,0.3849001794597506
Claude,2,8,3,2.0,3.0,3.0,5.0,5.0,3.6,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claude,2,9,3,2.3333333333333335,3.3333333333333335,3.3333333333333335,5.0,5.0,3.8000000000000003,3.0,0.5773502691896258,0.5773502691896258,0.5773502691896258,0.0,0.0,0.3464101615137755,0.5773502691896258
Claude,3,0,3,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,1.6666666666666667,1.7333333333333334,1.7777777777777777,2.8867513459481287,2.8867513459481287,2.6457513110645907,2.8867513459481287,2.8867513459481287,2.8385513389714214,2.8064180009869495
Claude,3,1,3,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287
Claude,3,2,3,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287
Claude,3,3,3,0.0,1.0,1.0,0.0,0.0,0.4000000000000001,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claude,3,4,3,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.13333333333333333,0.2222222222222222,0.0,0.5773502691896258,0.5773502691896258,0.0,0.0,0.23094010767585033,0.3849001794597506
Claude,3,5,3,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287
Claude,3,6,3,0.0,1.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.5555555555555555,0.0,0.0,0.5773502691896258,0.0,0.0,0.11547005383792516,0.1924500897298753
Claude,3,7,3,1.6666666666666667,2.6666666666666665,2.3333333333333335,3.3333333333333335,3.6666666666666665,2.733333333333333,2.222222222222222,0.5773502691896257,0.5773502691896258,0.5773502691896258,2.8867513459481287,2.3094010767585034,1.3856406460551018,0.5773502691896257
Claude,3,8,3,2.6666666666666665,3.6666666666666665,3.6666666666666665,5.0,4.0,3.8000000000000003,3.3333333333333335,0.5773502691896258,0.5773502691896258,0.5773502691896258,0.0,0.0,0.3464101615137755,0.5773502691896258
Claude,3,9,3,3.3333333333333335,3.0,3.6666666666666665,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,2.8867513459481287,2.6457513110645907,2.3094010767585034,2.8867513459481287,2.8867513459481287,2.723081285133496,2.613967911257074
Claude,4,0,3,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287
Claude,4,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claude,4,2,3,3.0,3.6666666666666665,3.6666666666666665,5.0,4.0,3.8666666666666667,3.444444444444444,1.7320508075688772,1.1547005383792515,1.1547005383792515,0.0,1.0,1.0082903768654758,1.3471506281091266
Claude,4,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claude,4,4,3,2.6666666666666665,3.0,2.6666666666666665,5.0,4.666666666666667,3.6,2.7777777777777772,0.5773502691896257,1.0,0.5773502691896258,0.0,0.5773502691896257,0.5464101615137754,0.7182335127930838
Claude,4,5,3,1.3333333333333333,2.3333333333333335,1.3333333333333333,3.3333333333333335,2.6666666666666665,2.2,1.6666666666666667,1.1547005383792517,1.1547005383792515,1.1547005383792517,2.8867513459481287,2.3094010767585034,1.7320508075688772,1.1547005383792515
Claude,4,6,3,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.2666666666666666,1.111111111111111,1.1547005383792517,1.5275252316519468,1.5275252316519468,2.8867513459481287,2.3094010767585034,1.8811806848779553,1.4032503338943816
Claude,4,7,3,2.0,3.0,2.0,5.0,4.0,3.2000000000000006,2.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claude,4,8,3,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287
Claude,4,9,3,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.2666666666666666,1.111111111111111,1.1547005383792517,1.5275252316519468,1.5275252316519468,2.8867513459481287,2.3094010767585034,1.8811806848779553,1.4032503338943816
Claude,5,0,3,1.3333333333333333,2.3333333333333335,2.3333333333333335,3.3333333333333335,3.0,2.466666666666667,2.0,1.1547005383792517,1.1547005383792515,1.1547005383792515,2.8867513459481287,2.6457513110645907,1.799320854430095,1.1547005383792515
Claude,5,1,3,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.111111111111111,1.1547005383792517,1.1547005383792517,1.7320508075688772,2.8867513459481287,2.8867513459481287,1.9629909152447276,1.3471506281091268
Claude,5,2,3,2.6666666666666665,3.6666666666666665,4.0,5.0,5.0,4.066666666666667,3.444444444444444,0.5773502691896258,0.5773502691896258,1.0,0.0,0.0,0.4309401076758503,0.7182335127930838
Claude,5,3,3,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,1.2000000000000002,1.1111111111111112,1.1547005383792517,1.1547005383792517,1.7320508075688772,2.3094010767585034,2.3094010767585034,1.7320508075688774,1.3471506281091268
Claude,5,4,3,3.6666666666666665,4.333333333333333,4.333333333333333,5.0,5.0,4.466666666666667,4.111111111111111,1.1547005383792515,0.5773502691896257,0.5773502691896257,0.0,0.0,0.4618802153517006,0.7698003589195009
Claude,5,5,3,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.20000000000000004,0.3333333333333333,0.0,0.5773502691896258,0.5773502691896258,0.0,0.0,0.23094010767585033,0.3849001794597506
Claude,5,6,3,2.0,3.0,3.0,5.0,3.6666666666666665,3.3333333333333335,2.6666666666666665,0.0,0.0,0.0,0.0,0.5773502691896257,0.11547005383792515,0.0
Claude,5,7,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claude,5,8,3,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.8,1.888888888888889,2.8867513459481287,2.8867513459481287,2.3094010767585034,2.8867513459481287,2.8867513459481287,2.7712812921102037,2.6943012562182536
Claude,5,9,3,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287
Claude,5,10,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claude,6,0,3,0.6666666666666666,1.0,1.0,1.6666666666666667,1.3333333333333333,1.1333333333333333,0.8888888888888888,1.1547005383792517,1.7320508075688772,1.7320508075688772,2.8867513459481287,2.3094010767585034,1.9629909152447276,1.5396007178390019
Claude,6,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claude,6,2,3,2.0,3.0,3.0,3.6666666666666665,3.6666666666666665,3.0666666666666664,2.6666666666666665,0.0,0.0,0.0,2.3094010767585034,1.5275252316519468,0.76738526168209,0.0
Claude,6,3,3,2.0,3.0,3.0,5.0,4.0,3.4,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claude,6,4,3,2.6666666666666665,3.6666666666666665,3.3333333333333335,5.0,5.0,3.9333333333333336,3.222222222222222,0.5773502691896257,0.5773502691896257,0.5773502691896258,0.0,0.0,0.34641016151377546,0.5773502691896257
Claude,6,5,3,2.6666666666666665,3.6666666666666665,3.0,5.0,4.0,3.6666666666666665,3.1111111111111107,0.5773502691896258,0.5773502691896258,0.0,0.0,0.0,0.23094010767585033,0.3849001794597506
Claude,6,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claude,6,7,3,2.0,3.0,3.0,5.0,4.0,3.4,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claude,6,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claude,6,9,3,1.3333333333333333,2.0,2.0,3.3333333333333335,2.6666666666666665,2.2666666666666666,1.7777777777777777,1.1547005383792517,1.7320508075688772,1.7320508075688772,2.8867513459481287,2.3094010767585034,1.9629909152447276,1.5396007178390019
Llama,1,0,3,2.3333333333333335,2.6666666666666665,2.6666666666666665,5.0,4.666666666666667,3.466666666666667,2.5555555555555554,0.5773502691896258,0.5773502691896258,0.5773502691896258,0.0,0.5773502691896257,0.46188021535170065,0.5773502691896258
Llama,1,1,3,3.0,3.3333333333333335,3.3333333333333335,5.0,5.0,3.9333333333333336,3.222222222222222,1.7320508075688772,0.5773502691896257,0.5773502691896257,0.0,0.0,0.5773502691896257,0.9622504486493763
Llama,1,2,3,1.3333333333333333,2.0,2.0,3.3333333333333335,3.3333333333333335,2.4,1.7777777777777777,1.1547005383792517,1.7320508075688772,1.7320508075688772,2.8867513459481287,2.8867513459481287,2.078460969082653,1.5396007178390019
Llama,1,3,3,2.0,2.3333333333333335,2.0,3.6666666666666665,3.6666666666666665,2.733333333333333,2.111111111111111,1.0,1.1547005383792515,1.0,2.3094010767585034,2.3094010767585034,1.5547005383792516,1.0515668461264172
Llama,1,4,3,4.0,3.6666666666666665,3.6666666666666665,5.0,5.0,4.266666666666667,3.7777777777777772,1.7320508075688772,0.5773502691896257,0.5773502691896257,0.0,0.0,0.5773502691896257,0.9622504486493763
Llama,1,5,3,2.0,3.0,3.0,5.0,4.666666666666667,3.533333333333333,2.6666666666666665,0.0,0.0,0.0,0.0,0.5773502691896257,0.11547005383792515,0.0
Llama,1,6,3,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.4666666666666668,1.3333333333333333,1.1547005383792517,1.1547005383792517,1.1547005383792517,2.8867513459481287,2.8867513459481287,1.8475208614068026,1.1547005383792517
Llama,1,7,3,1.3333333333333333,2.0,2.0,3.3333333333333335,3.3333333333333335,2.4,1.7777777777777777,1.1547005383792517,1.7320508075688772,1.7320508075688772,2.8867513459481287,2.8867513459481287,2.078460969082653,1.5396007178390019
Llama,1,8,3,2.3333333333333335,3.0,3.0,5.0,5.0,3.6666666666666665,2.7777777777777772,0.5773502691896258,1.0,1.0,0.0,0.0,0.5154700538379251,0.859116756396542
Llama,1,9,3,2.0,3.0,3.0,5.0,5.0,3.6,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,2,0,3,2.0,3.0,3.0,5.0,5.0,3.6,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,2,1,3,2.0,2.0,2.0,5.0,5.0,3.2000000000000006,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,2,2,2,2.0,3.0,3.0,5.0,5.0,3.6,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,2,3,3,1.6666666666666667,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.1999999999999997,2.111111111111111,0.5773502691896257,1.1547005383792515,1.1547005383792515,2.3094010767585034,2.3094010767585034,1.501110699893027,0.9622504486493763
Llama,2,4,3,2.0,3.0,3.0,3.6666666666666665,3.6666666666666665,3.0666666666666664,2.6666666666666665,0.0,0.0,0.0,2.3094010767585034,2.3094010767585034,0.9237604307034013,0.0
Llama,2,5,3,2.0,3.0,3.0,5.0,5.0,3.6,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,2,6,3,2.0,2.0,2.0,3.6666666666666665,3.6666666666666665,2.6666666666666665,2.0,0.0,0.0,0.0,2.3094010767585034,2.3094010767585034,0.9237604307034013,0.0
Llama,2,7,3,2.0,2.6666666666666665,2.6666666666666665,5.0,5.0,3.466666666666667,2.444444444444444,0.0,0.5773502691896258,0.5773502691896258,0.0,0.0,0.23094010767585033,0.3849001794597506
Llama,2,8,3,1.6666666666666667,1.6666666666666667,1.6666666666666667,5.0,5.0,3.0,1.6666666666666667,0.5773502691896258,0.5773502691896258,0.5773502691896258,0.0,0.0,0.3464101615137755,0.5773502691896258
Llama,2,9,2,2.0,2.5,2.5,4.0,4.0,3.0,2.333333333333333,0.0,0.7071067811865476,0.7071067811865476,1.4142135623730951,1.4142135623730951,0.8485281374238571,0.47140452079103173
Llama,3,0,3,2.0,2.0,2.0,5.0,3.0,2.8000000000000003,2.0,0.0,0.0,0.0,0.0,1.7320508075688772,0.34641016151377546,0.0
Llama,3,1,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,3,2,3,2.0,3.0,3.0,5.0,5.0,3.6,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,3,3,3,2.0,3.0,3.0,5.0,4.333333333333333,3.466666666666667,2.6666666666666665,0.0,0.0,0.0,0.0,0.5773502691896257,0.11547005383792515,0.0
Llama,3,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Llama,3,5,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,
Llama,3,7,3,2.0,3.0,3.0,5.0,5.0,3.6,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,3,8,3,1.3333333333333333,2.0,2.0,3.3333333333333335,2.6666666666666665,2.2666666666666666,1.7777777777777777,1.1547005383792517,1.7320508075688772,1.7320508075688772,2.8867513459481287,2.3094010767585034,1.9629909152447276,1.5396007178390019
Llama,3,9,3,1.3333333333333333,2.0,2.0,3.3333333333333335,3.3333333333333335,2.4,1.7777777777777777,1.1547005383792517,1.7320508075688772,1.7320508075688772,2.8867513459481287,2.8867513459481287,2.078460969082653,1.5396007178390019
Llama,4,0,2,2.0,3.0,3.0,5.0,4.0,3.4,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,4,2,3,2.0,3.0,3.0,5.0,4.0,3.4,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,4,4,3,2.3333333333333335,2.6666666666666665,2.6666666666666665,5.0,4.333333333333333,3.4,2.5555555555555554,0.5773502691896258,0.5773502691896258,0.5773502691896258,0.0,0.5773502691896258,0.46188021535170065,0.5773502691896258
Llama,5,0,2,2.0,3.0,3.0,5.0,4.0,3.4,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,5,1,3,2.0,2.6666666666666665,2.3333333333333335,3.0,2.6666666666666665,2.533333333333333,2.3333333333333335,1.0,1.5275252316519465,1.1547005383792517,1.7320508075688772,1.1547005383792515,1.3137954231958653,1.2274085900103993
Llama,5,2,3,2.0,2.6666666666666665,2.6666666666666665,3.6666666666666665,3.0,2.8000000000000003,2.444444444444444,0.0,0.5773502691896258,0.5773502691896258,1.5275252316519468,1.0,0.7364451540062398,0.3849001794597506
Llama,5,3,3,2.0,3.0,3.0,2.0,2.0,2.4,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,5,4,3,1.6666666666666667,2.3333333333333335,2.3333333333333335,1.6666666666666667,2.3333333333333335,2.066666666666667,2.111111111111111,0.5773502691896257,1.1547005383792515,1.1547005383792515,0.5773502691896257,1.1547005383792515,0.9237604307034012,0.9622504486493763
Llama,5,5,3,2.0,2.6666666666666665,2.6666666666666665,5.0,4.333333333333333,3.3333333333333335,2.444444444444444,0.0,0.5773502691896257,0.5773502691896257,0.0,1.1547005383792515,0.4618802153517006,0.38490017945975047
Llama,5,6,3,2.0,3.0,3.0,5.0,4.0,3.4,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,5,7,2,1.0,2.0,1.5,2.5,2.5,1.9,1.5,1.4142135623730951,1.4142135623730951,2.1213203435596424,3.5355339059327378,2.1213203435596424,2.121320343559643,1.6499158227686108
Llama,5,8,3,2.0,2.6666666666666665,2.6666666666666665,5.0,4.0,3.266666666666667,2.444444444444444,0.0,0.5773502691896258,0.5773502691896258,0.0,1.0,0.4309401076758503,0.3849001794597506
Llama,5,9,3,2.6666666666666665,3.6666666666666665,3.6666666666666665,5.0,4.666666666666667,3.9333333333333336,3.3333333333333335,0.5773502691896257,0.5773502691896257,0.5773502691896257,0.0,0.5773502691896257,0.4618802153517006,0.5773502691896257
Llama,5,10,3,2.0,3.0,3.0,5.0,4.0,3.4,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,6,0,2,2.0,3.0,3.0,5.0,4.5,3.5,2.6666666666666665,0.0,0.0,0.0,0.0,0.7071067811865476,0.1414213562373095,0.0
Llama,6,1,3,2.0,2.6666666666666665,2.6666666666666665,5.0,5.0,3.466666666666667,2.444444444444444,0.0,0.5773502691896258,0.5773502691896258,0.0,0.0,0.23094010767585033,0.3849001794597506
Llama,6,2,2,2.0,3.0,3.0,5.0,4.0,3.4,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,6,3,3,1.3333333333333333,2.0,2.0,3.3333333333333335,3.0,2.3333333333333335,1.7777777777777777,1.1547005383792517,1.7320508075688772,1.7320508075688772,2.8867513459481287,2.6457513110645907,2.0302609621059453,1.5396007178390019
Llama,6,4,3,2.0,3.0,3.0,5.0,4.0,3.4,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,6,5,3,2.0,2.6666666666666665,2.6666666666666665,5.0,4.333333333333333,3.3333333333333335,2.444444444444444,0.0,0.5773502691896258,0.5773502691896258,0.0,0.5773502691896257,0.34641016151377546,0.3849001794597506
Llama,6,6,3,2.0,3.0,3.0,2.3333333333333335,2.6666666666666665,2.6,2.6666666666666665,0.0,0.0,0.0,2.3094010767585034,1.1547005383792515,0.6928203230275509,0.0
Llama,6,7,2,2.0,3.0,3.0,5.0,5.0,3.6,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,6,8,3,0.6666666666666666,1.0,1.0,1.6666666666666667,1.6666666666666667,1.2,0.8888888888888888,1.1547005383792517,1.7320508075688772,1.7320508075688772,2.8867513459481287,2.8867513459481287,2.078460969082653,1.5396007178390019
Llama,6,9,2,2.0,3.0,3.0,5.0,5.0,3.6,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,1,0,3,1.6666666666666667,2.3333333333333335,2.0,3.3333333333333335,3.0,2.466666666666667,2.0,1.5275252316519468,1.1547005383792515,1.0,2.8867513459481287,2.6457513110645907,1.8429456854087836,1.2274085900103995
Med42,1,1,3,1.3333333333333333,2.3333333333333335,2.3333333333333335,3.3333333333333335,3.3333333333333335,2.533333333333333,2.0,1.1547005383792517,1.1547005383792515,1.1547005383792515,2.8867513459481287,2.8867513459481287,1.8475208614068024,1.1547005383792515
Med42,1,2,3,1.6666666666666667,2.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.7333333333333334,1.7777777777777777,2.8867513459481287,2.6457513110645907,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8385513389714214,2.8064180009869495
Med42,1,3,3,1.3333333333333333,2.0,2.0,3.3333333333333335,3.3333333333333335,2.4,1.7777777777777777,1.1547005383792517,1.7320508075688772,1.7320508075688772,2.8867513459481287,2.8867513459481287,2.078460969082653,1.5396007178390019
Med42,1,4,3,1.6666666666666667,2.0,2.0,1.6666666666666667,1.6666666666666667,1.8,1.888888888888889,2.8867513459481287,2.6457513110645907,2.6457513110645907,2.8867513459481287,2.8867513459481287,2.7903513319947137,2.7260846560257703
Med42,1,5,3,2.0,3.0,3.0,5.0,5.0,3.6,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,1,6,3,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.111111111111111,1.1547005383792517,1.5275252316519468,1.5275252316519468,2.8867513459481287,2.8867513459481287,1.9966507387158807,1.4032503338943816
Med42,1,7,3,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,1.6666666666666667,1.7333333333333334,1.7777777777777777,2.8867513459481287,2.8867513459481287,2.6457513110645907,2.8867513459481287,2.8867513459481287,2.8385513389714214,2.8064180009869495
Med42,1,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,1,9,3,3.0,3.3333333333333335,3.3333333333333335,5.0,5.0,3.9333333333333336,3.222222222222222,1.7320508075688772,1.5275252316519468,1.5275252316519468,0.0,0.0,0.9574202541745542,1.5957004236242571
Med42,2,0,3,2.0,2.6666666666666665,2.6666666666666665,5.0,5.0,3.466666666666667,2.444444444444444,0.0,0.5773502691896258,0.5773502691896258,0.0,0.0,0.23094010767585033,0.3849001794597506
Med42,2,1,3,2.0,3.0,3.3333333333333335,5.0,5.0,3.6666666666666665,2.7777777777777772,0.0,0.0,0.5773502691896258,0.0,0.0,0.11547005383792516,0.1924500897298753
Med42,2,2,3,2.0,3.0,3.0,5.0,5.0,3.6,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,2,3,3,2.0,3.0,3.0,5.0,5.0,3.6,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,2,4,3,1.3333333333333333,2.0,2.0,3.0,3.0,2.266666666666667,1.7777777777777777,1.1547005383792517,1.7320508075688772,1.7320508075688772,2.6457513110645907,2.6457513110645907,1.9820609551292374,1.5396007178390019
Med42,2,5,3,2.0,2.0,2.0,5.0,5.0,3.2000000000000006,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,2,6,3,2.3333333333333335,3.3333333333333335,3.0,3.6666666666666665,3.6666666666666665,3.1999999999999997,2.888888888888889,0.5773502691896257,0.5773502691896257,1.0,2.3094010767585034,2.3094010767585034,1.3547005383792516,0.7182335127930838
Med42,2,7,3,2.0,2.6666666666666665,2.6666666666666665,3.6666666666666665,3.6666666666666665,2.9333333333333336,2.444444444444444,0.0,0.5773502691896258,0.5773502691896258,2.3094010767585034,2.3094010767585034,1.1547005383792517,0.3849001794597506
Med42,2,8,2,1.0,1.5,1.5,1.5,1.0,1.3,1.3333333333333333,1.4142135623730951,2.1213203435596424,2.1213203435596424,0.7071067811865476,1.4142135623730951,1.5556349186104046,1.8856180831641265
Med42,2,9,3,2.0,3.0,3.0,5.0,4.666666666666667,3.533333333333333,2.6666666666666665,0.0,0.0,0.0,0.0,0.5773502691896257,0.11547005383792515,0.0
Med42,3,0,3,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287
Med42,3,1,3,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.13333333333333333,0.2222222222222222,0.0,0.5773502691896258,0.5773502691896258,0.0,0.0,0.23094010767585033,0.3849001794597506
