model,category_id,iteration_number,question_index,question,model_answer,gold_answer,MedGPT1,MedGPT2,MedGPT3,MedGPT4,MedGPT5,MedGPT_overall_score,precision,recall,f1_score,synonyms_precision_dict,synonyms_recall_dict,synonyms_f1_dict,synonyms_precision_snomed,synonyms_recall_snomed,synonyms_f1_snomed,synonyms_precision_wn,synonyms_recall_wn,synonyms_f1_wn,synonyms_lemmatized_precision_dict,synonyms_lemmatized_recall_dict,synonyms_lemmatized_f1_dict,synonyms_lemmatized_precision_snomed,synonyms_lemmatized_recall_snomed,synonyms_lemmatized_f1_snomed,synonyms_lemmatized_precision_wn,synonyms_lemmatized_recall_wn,synonyms_lemmatized_f1_wn
Rephrased Gold Answers,1,2,6,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.1875,0.3333333333333333,0.24000000000000005,0.3125,0.5555555555555556,0.39999999999999997,0.1875,0.3333333333333333,0.24000000000000005,0.25,0.4444444444444444,0.32,0.5,0.8888888888888888,0.64,0.1875,0.3333333333333333,0.24000000000000005,0.25,0.4444444444444444,0.32
Rephrased Gold Answers,1,2,7,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.2,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0
Rephrased Gold Answers,1,2,8,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.625,0.7142857142857143,0.6666666666666666,0.75,0.8571428571428571,0.7999999999999999,0.625,0.7142857142857143,0.6666666666666666,0.625,0.7142857142857143,0.6666666666666666,0.75,0.8571428571428571,0.7999999999999999,0.625,0.7142857142857143,0.6666666666666666,0.625,0.7142857142857143,0.6666666666666666
Rephrased Gold Answers,1,2,9,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.4166666666666667,0.5172413793103449,0.46153846153846156,0.4166666666666667,0.5172413793103449,0.46153846153846156,0.4166666666666667,0.5172413793103449,0.46153846153846156,0.5,0.6206896551724138,0.5538461538461539,0.5,0.6206896551724138,0.5538461538461539,0.5,0.6206896551724138,0.5538461538461539,0.5277777777777778,0.6551724137931034,0.5846153846153845
Rephrased Gold Answers,1,2,10,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.6,0.609375,0.6046511627906976,0.6153846153846154,0.625,0.6201550387596899,0.6,0.609375,0.6046511627906976,0.6615384615384615,0.671875,0.6666666666666667,0.6307692307692307,0.640625,0.6356589147286822,0.6,0.609375,0.6046511627906976,0.6615384615384615,0.671875,0.6666666666666667
Rephrased Gold Answers,1,3,0,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.18421052631578946,0.1794871794871795,0.18181818181818182,0.23684210526315788,0.23076923076923078,0.23376623376623376,0.18421052631578946,0.1794871794871795,0.18181818181818182,0.18421052631578946,0.1794871794871795,0.18181818181818182,0.34210526315789475,0.38235294117647056,0.3611111111111111,0.2631578947368421,0.29411764705882354,0.27777777777777773,0.23684210526315788,0.2647058823529412,0.25
Rephrased Gold Answers,1,3,1,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.6666666666666666,0.8,0.7272727272727272,0.6666666666666666,0.8,0.7272727272727272,0.6666666666666666,0.8,0.7272727272727272,0.6666666666666666,0.8,0.7272727272727272,0.6666666666666666,0.8,0.7272727272727272,0.6666666666666666,0.8,0.7272727272727272,0.6666666666666666,0.8,0.7272727272727272
Rephrased Gold Answers,1,3,2,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.46153846153846156,0.5454545454545454,0.4999999999999999,0.46153846153846156,0.5454545454545454,0.4999999999999999,0.46153846153846156,0.5454545454545454,0.4999999999999999,0.6923076923076923,0.8181818181818182,0.7500000000000001,0.6153846153846154,0.7272727272727273,0.6666666666666667,0.46153846153846156,0.5454545454545454,0.4999999999999999,0.6923076923076923,0.8181818181818182,0.7500000000000001
Rephrased Gold Answers,1,3,3,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.5,0.5,0.4642857142857143,0.4642857142857143,0.4642857142857143,0.4642857142857143,0.4642857142857143,0.4642857142857143,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.5,0.5,0.5,0.5,0.5,0.5
Rephrased Gold Answers,1,3,4,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.32,0.3902439024390244,0.35164835164835173,0.42,0.5121951219512195,0.46153846153846156,0.32,0.3902439024390244,0.35164835164835173,0.4,0.4878048780487805,0.43956043956043955,0.44,0.55,0.48888888888888893,0.32,0.4,0.35555555555555557,0.4,0.5,0.4444444444444445
Rephrased Gold Answers,1,3,5,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.3333333333333333,0.42857142857142855,0.375,0.4444444444444444,0.5714285714285714,0.5,0.3333333333333333,0.42857142857142855,0.375,0.4444444444444444,0.5714285714285714,0.5,0.4444444444444444,0.6666666666666666,0.5333333333333333,0.3333333333333333,0.5,0.4,0.4444444444444444,0.6666666666666666,0.5333333333333333
Rephrased Gold Answers,1,3,6,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.2777777777777778,0.5555555555555556,0.3703703703703704,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2962962962962963,0.4444444444444444,0.8888888888888888,0.5925925925925926,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2962962962962963
Rephrased Gold Answers,1,3,7,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.2,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0
Rephrased Gold Answers,1,3,8,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.625,0.7142857142857143,0.6666666666666666,0.75,0.8571428571428571,0.7999999999999999,0.625,0.7142857142857143,0.6666666666666666,0.625,0.7142857142857143,0.6666666666666666,0.75,0.8571428571428571,0.7999999999999999,0.625,0.7142857142857143,0.6666666666666666,0.625,0.7142857142857143,0.6666666666666666
Rephrased Gold Answers,1,3,9,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.40540540540540543,0.5172413793103449,0.4545454545454546,0.40540540540540543,0.5172413793103449,0.4545454545454546,0.40540540540540543,0.5172413793103449,0.4545454545454546,0.4864864864864865,0.6206896551724138,0.5454545454545455,0.4864864864864865,0.6206896551724138,0.5454545454545455,0.4864864864864865,0.6206896551724138,0.5454545454545455,0.5135135135135135,0.6551724137931034,0.5757575757575758
Rephrased Gold Answers,1,3,10,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.6153846153846154,0.625,0.6201550387596899,0.6307692307692307,0.640625,0.6356589147286822,0.6153846153846154,0.625,0.6201550387596899,0.6615384615384615,0.671875,0.6666666666666667,0.6461538461538462,0.65625,0.6511627906976746,0.6153846153846154,0.625,0.6201550387596899,0.6615384615384615,0.671875,0.6666666666666667
Rephrased Gold Answers,1,4,0,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.18421052631578946,0.1794871794871795,0.18181818181818182,0.23684210526315788,0.23076923076923078,0.23376623376623376,0.18421052631578946,0.1794871794871795,0.18181818181818182,0.21052631578947367,0.20512820512820512,0.2077922077922078,0.34210526315789475,0.38235294117647056,0.3611111111111111,0.2631578947368421,0.29411764705882354,0.27777777777777773,0.23684210526315788,0.2647058823529412,0.25
Rephrased Gold Answers,1,4,1,,,,4.0,5.0,5.0,5.0,5.0,4.8,0.6666666666666666,0.8,0.7272727272727272,0.6666666666666666,0.8,0.7272727272727272,0.6666666666666666,0.8,0.7272727272727272,0.6666666666666666,0.8,0.7272727272727272,0.6666666666666666,0.8,0.7272727272727272,0.6666666666666666,0.8,0.7272727272727272,0.6666666666666666,0.8,0.7272727272727272
Rephrased Gold Answers,1,4,2,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.38461538461538464,0.45454545454545453,0.41666666666666663,0.38461538461538464,0.45454545454545453,0.41666666666666663,0.38461538461538464,0.45454545454545453,0.41666666666666663,0.5384615384615384,0.6363636363636364,0.5833333333333334,0.5384615384615384,0.6363636363636364,0.5833333333333334,0.38461538461538464,0.45454545454545453,0.41666666666666663,0.5384615384615384,0.6363636363636364,0.5833333333333334
Rephrased Gold Answers,1,4,3,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.4444444444444444,0.42857142857142855,0.43636363636363634,0.5555555555555556,0.5357142857142857,0.5454545454545454,0.48148148148148145,0.4642857142857143,0.4727272727272727,0.48148148148148145,0.4642857142857143,0.4727272727272727,0.6666666666666666,0.6428571428571429,0.6545454545454545,0.5185185185185185,0.5,0.509090909090909,0.5185185185185185,0.5,0.509090909090909
Rephrased Gold Answers,1,4,4,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.33962264150943394,0.43902439024390244,0.3829787234042553,0.41509433962264153,0.5365853658536586,0.46808510638297873,0.33962264150943394,0.43902439024390244,0.3829787234042553,0.37735849056603776,0.4878048780487805,0.425531914893617,0.4339622641509434,0.575,0.49462365591397855,0.33962264150943394,0.45,0.3870967741935484,0.37735849056603776,0.5,0.43010752688172044
Rephrased Gold Answers,1,4,5,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.3333333333333333,0.42857142857142855,0.375,0.4444444444444444,0.5714285714285714,0.5,0.3333333333333333,0.42857142857142855,0.375,0.4444444444444444,0.5714285714285714,0.5,0.4444444444444444,0.6666666666666666,0.5333333333333333,0.3333333333333333,0.5,0.4,0.4444444444444444,0.6666666666666666,0.5333333333333333
Rephrased Gold Answers,1,4,6,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.21428571428571427,0.3333333333333333,0.2608695652173913,0.35714285714285715,0.5555555555555556,0.43478260869565216,0.21428571428571427,0.3333333333333333,0.2608695652173913,0.2857142857142857,0.4444444444444444,0.34782608695652173,0.5714285714285714,0.8888888888888888,0.6956521739130435,0.21428571428571427,0.3333333333333333,0.2608695652173913,0.2857142857142857,0.4444444444444444,0.34782608695652173
Rephrased Gold Answers,1,4,7,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.2,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0
Rephrased Gold Answers,1,4,8,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.625,0.7142857142857143,0.6666666666666666,0.75,0.8571428571428571,0.7999999999999999,0.625,0.7142857142857143,0.6666666666666666,0.625,0.7142857142857143,0.6666666666666666,0.75,0.8571428571428571,0.7999999999999999,0.625,0.7142857142857143,0.6666666666666666,0.625,0.7142857142857143,0.6666666666666666
Rephrased Gold Answers,1,4,9,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.40540540540540543,0.5172413793103449,0.4545454545454546,0.40540540540540543,0.5172413793103449,0.4545454545454546,0.40540540540540543,0.5172413793103449,0.4545454545454546,0.4864864864864865,0.6206896551724138,0.5454545454545455,0.4864864864864865,0.6206896551724138,0.5454545454545455,0.4864864864864865,0.6206896551724138,0.5454545454545455,0.5135135135135135,0.6551724137931034,0.5757575757575758
Rephrased Gold Answers,1,4,10,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.6268656716417911,0.65625,0.6412213740458016,0.6417910447761194,0.671875,0.6564885496183207,0.6268656716417911,0.65625,0.6412213740458016,0.6716417910447762,0.703125,0.6870229007633589,0.6567164179104478,0.6875,0.6717557251908397,0.6268656716417911,0.65625,0.6412213740458016,0.6716417910447762,0.703125,0.6870229007633589
Rephrased Gold Answers,1,5,0,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.225,0.23076923076923078,0.22784810126582278,0.25,0.2564102564102564,0.2531645569620253,0.225,0.23076923076923078,0.22784810126582278,0.25,0.2564102564102564,0.2531645569620253,0.325,0.38235294117647056,0.35135135135135137,0.325,0.38235294117647056,0.35135135135135137,0.3,0.35294117647058826,0.3243243243243243
Rephrased Gold Answers,1,5,1,,,,4.0,4.0,5.0,5.0,5.0,4.6,0.6666666666666666,0.8,0.7272727272727272,0.6666666666666666,0.8,0.7272727272727272,0.6666666666666666,0.8,0.7272727272727272,0.6666666666666666,0.8,0.7272727272727272,0.6666666666666666,0.8,0.7272727272727272,0.6666666666666666,0.8,0.7272727272727272,0.6666666666666666,0.8,0.7272727272727272
Rephrased Gold Answers,1,5,2,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.46153846153846156,0.5454545454545454,0.4999999999999999,0.46153846153846156,0.5454545454545454,0.4999999999999999,0.46153846153846156,0.5454545454545454,0.4999999999999999,0.6923076923076923,0.8181818181818182,0.7500000000000001,0.6153846153846154,0.7272727272727273,0.6666666666666667,0.46153846153846156,0.5454545454545454,0.4999999999999999,0.6923076923076923,0.8181818181818182,0.7500000000000001
Rephrased Gold Answers,1,5,3,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.4444444444444444,0.42857142857142855,0.43636363636363634,0.5185185185185185,0.5,0.509090909090909,0.48148148148148145,0.4642857142857143,0.4727272727272727,0.48148148148148145,0.4642857142857143,0.4727272727272727,0.6666666666666666,0.6428571428571429,0.6545454545454545,0.5555555555555556,0.5357142857142857,0.5454545454545454,0.5555555555555556,0.5357142857142857,0.5454545454545454
Rephrased Gold Answers,1,5,4,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.39622641509433965,0.5121951219512195,0.44680851063829785,0.4716981132075472,0.6097560975609756,0.5319148936170213,0.39622641509433965,0.5121951219512195,0.44680851063829785,0.41509433962264153,0.5365853658536586,0.46808510638297873,0.4716981132075472,0.625,0.5376344086021505,0.39622641509433965,0.525,0.45161290322580644,0.41509433962264153,0.55,0.4731182795698925
Rephrased Gold Answers,1,5,5,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.3333333333333333,0.42857142857142855,0.375,0.4444444444444444,0.5714285714285714,0.5,0.3333333333333333,0.42857142857142855,0.375,0.4444444444444444,0.5714285714285714,0.5,0.4444444444444444,0.6666666666666666,0.5333333333333333,0.3333333333333333,0.5,0.4,0.4444444444444444,0.6666666666666666,0.5333333333333333
Rephrased Gold Answers,1,5,6,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.2,0.3333333333333333,0.25,0.3333333333333333,0.5555555555555556,0.4166666666666667,0.2,0.3333333333333333,0.25,0.26666666666666666,0.4444444444444444,0.33333333333333337,0.4666666666666667,0.7777777777777778,0.5833333333333334,0.2,0.3333333333333333,0.25,0.26666666666666666,0.4444444444444444,0.33333333333333337
Rephrased Gold Answers,1,5,7,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.2,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0
Rephrased Gold Answers,1,5,8,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143
Rephrased Gold Answers,1,5,9,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.40540540540540543,0.5172413793103449,0.4545454545454546,0.40540540540540543,0.5172413793103449,0.4545454545454546,0.40540540540540543,0.5172413793103449,0.4545454545454546,0.4864864864864865,0.6206896551724138,0.5454545454545455,0.4864864864864865,0.6206896551724138,0.5454545454545455,0.4864864864864865,0.6206896551724138,0.5454545454545455,0.5135135135135135,0.6551724137931034,0.5757575757575758
Rephrased Gold Answers,1,5,10,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.6212121212121212,0.640625,0.6307692307692307,0.6363636363636364,0.65625,0.6461538461538462,0.6212121212121212,0.640625,0.6307692307692307,0.6666666666666666,0.6875,0.676923076923077,0.6515151515151515,0.671875,0.6615384615384616,0.6212121212121212,0.640625,0.6307692307692307,0.6666666666666666,0.6875,0.676923076923077
Rephrased Gold Answers,2,1,0,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Rephrased Gold Answers,2,1,1,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.8,0.8,0.8000000000000002,0.8,0.8,0.8000000000000002,0.8,0.8,0.8000000000000002,0.8,0.8,0.8000000000000002,0.8,0.8,0.8000000000000002,0.8,0.8,0.8000000000000002,0.8,0.8,0.8000000000000002
Rephrased Gold Answers,2,1,2,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
Rephrased Gold Answers,2,1,3,,,,4.0,4.0,5.0,5.0,5.0,4.6,0.2222222222222222,0.25,0.23529411764705882,0.4444444444444444,0.5,0.47058823529411764,0.2222222222222222,0.25,0.23529411764705882,0.4444444444444444,0.5,0.47058823529411764,0.4444444444444444,0.5,0.47058823529411764,0.2222222222222222,0.25,0.23529411764705882,0.4444444444444444,0.5,0.47058823529411764
Rephrased Gold Answers,2,1,4,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889
Rephrased Gold Answers,2,1,5,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
Rephrased Gold Answers,2,1,6,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Rephrased Gold Answers,2,1,7,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.5,0.625,0.5555555555555556,0.6,0.75,0.6666666666666665,0.5,0.625,0.5555555555555556,0.6,0.75,0.6666666666666665,0.6,0.75,0.6666666666666665,0.5,0.625,0.5555555555555556,0.6,0.75,0.6666666666666665
Rephrased Gold Answers,2,1,8,,,,4.0,4.0,5.0,5.0,5.0,4.6,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.14285714285714285,0.16666666666666666,0.15384615384615383
Rephrased Gold Answers,2,1,9,,,,4.0,4.0,5.0,5.0,5.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rephrased Gold Answers,2,1,10,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.42857142857142855,0.6,0.5,0.42857142857142855,0.6,0.5,0.42857142857142855,0.6,0.5,0.5714285714285714,0.8,0.6666666666666666,0.42857142857142855,0.6,0.5,0.42857142857142855,0.6,0.5,0.5714285714285714,0.8,0.6666666666666666
