model,subfolder,category_id,question_index,num_iterations,GPT1_mean,GPT2_mean,GPT3_mean,GPT4_mean,GPT5_mean,GPT_overall_score_mean,GPT_overall_score_wo_Q4&5_mean,GPT1_std,GPT2_std,GPT3_std,GPT4_std,GPT5_std,GPT_overall_score_std,GPT_overall_score_wo_Q4&5_std
Claude,Claude,3,6,3,90.0,85.0,90.0,100.0,95.0,92.0,88.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claude,Claude,3,7,3,60.0,50.0,66.66666666666667,100.0,86.66666666666667,72.66666666666667,58.88888888888889,0.0,17.320508075688775,11.547005383792516,0.0,11.547005383792516,8.082903768654761,9.622504486493762
Claude,Claude,3,8,3,60.0,50.0,68.33333333333333,100.0,76.66666666666667,71.0,59.444444444444436,20.0,20.0,17.55942292142123,0.0,15.275252316519468,14.52583904633395,19.172704363041547
Claude,Claude,3,9,3,95.0,90.0,93.33333333333333,100.0,100.0,95.66666666666667,92.77777777777779,0.0,0.0,5.773502691896256,0.0,0.0,1.1547005383792526,1.9245008972987405
Claude,Claude,3,10,3,68.33333333333333,60.0,73.33333333333333,100.0,81.66666666666667,76.66666666666667,67.22222222222223,7.637626158259734,10.0,5.773502691896256,0.0,2.88675134594813,5.033222956847167,7.5154162547048236
Claude,Claude,3,11,3,85.0,76.66666666666667,83.33333333333333,100.0,91.66666666666667,87.33333333333333,81.66666666666667,0.0,2.88675134594813,5.773502691896256,0.0,2.88675134594813,2.309401076758502,2.88675134594813
Claude,Claude,4,0,3,93.33333333333333,88.33333333333333,93.33333333333333,100.0,96.66666666666667,94.33333333333333,91.66666666666667,2.88675134594813,2.88675134594813,5.77350269189626,0.0,2.886751345948127,2.516611478423585,3.3333333333333393
Claude,Claude,4,1,3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claude,Claude,4,2,3,53.666666666666664,36.666666666666664,56.666666666666664,100.0,70.0,63.4,49.0,10.96965511460289,5.773502691896258,5.773502691896258,0.0,10.0,4.927473997901967,7.505553499465136
Claude,Claude,4,3,3,76.66666666666667,70.0,76.66666666666667,100.0,86.66666666666667,82.0,74.44444444444446,31.754264805429415,34.64101615137755,23.09401076758503,0.0,14.433756729740644,20.784609690826528,29.829763908130676
Claude,Claude,4,4,3,60.0,50.0,70.0,100.0,80.0,72.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claude,Claude,4,5,3,93.33333333333333,88.33333333333333,86.66666666666667,100.0,93.33333333333333,92.33333333333333,89.44444444444446,2.88675134594813,2.88675134594813,5.773502691896256,0.0,2.88675134594813,2.88675134594813,3.849001794597516
Claude,Claude,4,6,3,90.0,73.33333333333333,78.33333333333333,100.0,88.33333333333333,86.0,80.55555555555556,10.0,15.275252316519468,7.637626158259735,0.0,7.637626158259735,8.0,10.84401183107953
Claude,Claude,4,7,3,80.66666666666667,68.33333333333333,83.33333333333333,100.0,86.66666666666667,83.8,77.44444444444444,0.5773502691896278,7.637626158259732,2.886751345948127,0.0,5.77350269189626,3.3286633954186473,3.6565517048676313
Claude,Claude,4,8,3,95.0,90.0,100.0,100.0,100.0,97.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claude,Claude,4,9,3,56.666666666666664,48.333333333333336,53.333333333333336,100.0,58.333333333333336,63.333333333333336,52.77777777777777,28.867513459481287,31.75426480542942,35.11884584284246,0.0,37.52776749732568,25.794056162870806,31.195322536369904
Claude,Claude,5,0,3,88.33333333333333,80.0,81.66666666666667,100.0,91.66666666666667,88.33333333333333,83.33333333333333,2.88675134594813,5.0,2.886751345948127,0.0,2.88675134594813,2.0816659994661335,2.88675134594813
Claude,Claude,5,1,3,81.0,80.0,93.33333333333333,100.0,96.66666666666667,90.2,84.77777777777777,0.0,8.660254037844387,5.773502691896256,0.0,2.88675134594813,3.4641016151377544,4.81125224324687
Claude,Claude,5,2,3,67.0,75.0,86.66666666666667,100.0,95.0,84.73333333333333,76.22222222222223,12.12435565298214,5.0,5.77350269189626,0.0,5.0,4.244211744639202,6.012333003763861
Claude,Claude,5,3,3,98.33333333333333,93.33333333333333,100.0,100.0,100.0,98.33333333333333,97.22222222222221,2.88675134594813,2.88675134594813,0.0,0.0,0.0,1.1547005383792526,1.9245008972987405
Claude,Claude,5,4,3,95.0,90.0,98.33333333333333,100.0,100.0,96.66666666666667,94.44444444444444,5.0,5.0,2.886751345948127,0.0,0.0,2.516611478423585,4.194352464039299
Claude,Claude,5,5,3,95.0,90.0,85.0,100.0,91.66666666666667,92.33333333333333,90.0,0.0,0.0,0.0,0.0,2.88675134594813,0.5773502691896247,0.0
Claude,Claude,5,6,3,73.33333333333333,56.666666666666664,73.33333333333333,100.0,80.0,76.66666666666667,67.77777777777777,11.547005383792513,5.773502691896256,5.773502691896256,0.0,0.0,4.163331998932267,6.938886664887102
Claude,Claude,5,7,3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claude,Claude,5,8,3,85.0,86.66666666666667,93.33333333333333,100.0,95.0,92.0,88.33333333333333,0.0,5.773502691896256,2.88675134594813,0.0,0.0,1.7320508075688772,2.88675134594813
Claude,Claude,5,9,3,80.0,73.33333333333333,78.33333333333333,100.0,85.0,83.33333333333333,77.22222222222223,0.0,2.886751345948127,16.07275126832159,0.0,5.0,4.618802153517004,6.3098981620003105
Claude,Claude,5,10,3,85.0,78.33333333333333,90.0,100.0,90.0,88.66666666666667,84.44444444444444,0.0,2.886751345948127,0.0,0.0,0.0,0.5773502691896278,0.962250448649379
Claude,Claude,6,0,3,95.0,90.0,85.0,100.0,95.0,93.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claude,Claude,6,1,3,92.0,88.33333333333333,100.0,100.0,100.0,96.06666666666666,93.44444444444444,9.848857801796104,7.637626158259734,0.0,0.0,0.0,3.4947579792216446,5.824596632036061
Claude,Claude,6,2,3,80.0,66.66666666666667,85.0,100.0,88.33333333333333,84.0,77.22222222222223,18.027756377319946,25.166114784235834,5.0,0.0,7.637626158259734,10.816653826391969,15.485955405295948
Claude,Claude,6,3,3,80.0,73.33333333333333,81.66666666666667,100.0,86.66666666666667,84.33333333333333,78.33333333333333,34.64101615137755,37.52776749732568,27.537852736430512,0.0,23.094010767585033,24.542480178933285,33.208098075285456
Claude,Claude,6,4,3,66.66666666666667,50.0,63.333333333333336,100.0,86.66666666666667,73.33333333333333,60.0,11.547005383792513,10.0,11.547005383792515,0.0,5.773502691896256,7.023769168568494,10.0
Claude,Claude,6,5,3,66.66666666666667,50.0,53.333333333333336,100.0,80.0,70.0,56.666666666666664,11.547005383792513,10.0,11.547005383792515,0.0,0.0,5.291502622129181,8.819171036881968
Claude,Claude,6,6,3,91.66666666666667,83.33333333333333,85.0,100.0,93.33333333333333,90.66666666666667,86.66666666666667,2.88675134594813,5.773502691896256,0.0,0.0,2.88675134594813,2.0816659994661335,2.88675134594813
Claude,Claude,6,7,3,80.33333333333333,73.33333333333333,90.0,100.0,90.0,86.73333333333333,81.22222222222223,0.5773502691896278,5.77350269189626,0.0,0.0,0.0,1.2701705922171784,2.1169509870286287
Claude,Claude,6,8,3,95.0,90.0,95.0,100.0,98.33333333333333,95.66666666666667,93.33333333333333,0.0,0.0,8.660254037844387,0.0,2.88675134594813,2.309401076758502,2.88675134594813
Claude,Claude,6,9,3,40.0,30.0,20.0,100.0,40.0,46.0,30.0,0.0,0.0,0.0,0.0,17.320508075688775,3.4641016151377544,0.0
Llama,Llama_api,1,0,3,70.0,60.0,56.666666666666664,100.0,83.33333333333333,74.0,62.22222222222223,0.0,0.0,11.547005383792516,0.0,5.77350269189626,3.4641016151377544,3.849001794597509
Llama,Llama_api,1,1,3,81.66666666666667,71.66666666666667,83.33333333333333,100.0,91.66666666666667,85.66666666666667,78.8888888888889,2.88675134594813,2.88675134594813,5.773502691896256,0.0,2.88675134594813,2.88675134594813,3.8490017945974984
Llama,Llama_api,1,2,3,90.0,85.0,90.0,100.0,100.0,93.0,88.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_api,1,3,3,76.66666666666667,70.0,73.33333333333333,100.0,90.0,82.0,73.33333333333333,2.88675134594813,0.0,7.637626158259732,0.0,0.0,1.7320508075688772,2.886751345948127
Llama,Llama_api,1,4,3,80.0,73.33333333333333,76.66666666666667,100.0,90.0,84.0,76.66666666666667,0.0,2.88675134594813,7.637626158259735,0.0,0.0,1.7320508075688772,2.88675134594813
Llama,Llama_api,1,5,3,60.0,56.666666666666664,73.33333333333333,100.0,83.33333333333333,74.66666666666667,63.333333333333336,0.0,11.547005383792516,5.77350269189626,0.0,5.77350269189626,4.618802153517004,5.773502691896256
Llama,Llama_api,1,6,3,83.33333333333333,76.66666666666667,90.0,100.0,91.66666666666667,88.33333333333333,83.33333333333333,5.773502691896256,7.637626158259734,0.0,0.0,2.88675134594813,3.2145502536643176,4.409585518440983
Llama,Llama_api,1,7,3,80.0,70.0,80.0,100.0,100.0,86.0,76.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_api,1,8,3,93.33333333333333,88.33333333333333,93.33333333333333,100.0,98.33333333333333,94.66666666666667,91.66666666666667,2.88675134594813,2.88675134594813,5.773502691896256,0.0,2.88675134594813,2.516611478423583,3.333333333333332
Llama,Llama_api,1,9,3,90.0,85.0,90.0,100.0,96.66666666666667,92.33333333333333,88.33333333333333,5.0,5.0,0.0,0.0,2.88675134594813,2.516611478423582,3.3333333333333393
Llama,Llama_api,1,10,3,81.66666666666667,73.33333333333333,80.0,100.0,90.0,85.0,78.33333333333333,5.773502691896256,2.88675134594813,0.0,0.0,0.0,1.7320508075688772,2.88675134594813
Llama,Llama_api,2,0,3,40.0,30.0,20.0,100.0,80.0,54.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_api,2,1,3,33.333333333333336,30.0,26.666666666666668,100.0,93.33333333333333,56.666666666666664,30.0,11.547005383792515,20.0,20.81665999466133,0.0,11.547005383792513,10.263202878893768,16.666666666666664
Llama,Llama_api,2,2,3,66.66666666666667,56.666666666666664,76.66666666666667,100.0,93.33333333333333,78.66666666666667,66.66666666666667,11.547005383792513,11.547005383792516,11.547005383792513,0.0,5.77350269189626,8.08290376865476,11.547005383792513
Llama,Llama_api,2,3,3,53.333333333333336,43.333333333333336,63.333333333333336,100.0,93.33333333333333,70.66666666666667,53.333333333333336,11.547005383792515,11.547005383792515,11.547005383792515,0.0,5.773502691896256,5.773502691896256,11.547005383792515
Llama,Llama_api,2,4,3,60.0,46.666666666666664,66.66666666666667,100.0,86.66666666666667,72.0,57.77777777777778,0.0,5.773502691896258,5.773502691896256,0.0,5.773502691896256,3.4641016151377544,3.8490017945975046
Llama,Llama_api,2,5,3,40.0,36.666666666666664,53.333333333333336,100.0,93.33333333333333,64.66666666666667,43.333333333333336,0.0,11.547005383792515,5.773502691896258,0.0,11.547005383792513,5.033222956847168,5.773502691896258
Llama,Llama_api,2,6,3,40.0,43.333333333333336,70.0,100.0,100.0,70.66666666666667,51.11111111111111,0.0,11.547005383792515,17.320508075688775,0.0,0.0,5.773502691896256,9.622504486493757
Llama,Llama_api,2,7,3,20.0,10.0,10.0,100.0,100.0,48.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_api,2,8,3,33.333333333333336,23.333333333333332,36.666666666666664,100.0,100.0,58.666666666666664,31.111111111111114,11.547005383792515,11.547005383792516,23.094010767585033,0.0,0.0,9.237604307034013,15.39600717839002
Llama,Llama_api,2,9,3,40.0,30.0,50.0,100.0,80.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_api,3,0,3,93.33333333333333,88.33333333333333,96.66666666666667,100.0,98.33333333333333,95.33333333333333,92.77777777777777,2.886751345948127,2.886751345948127,5.77350269189626,0.0,2.886751345948127,2.886751345948127,3.849001794597506
Llama,Llama_api,3,1,3,95.0,81.66666666666667,93.33333333333333,100.0,98.33333333333333,93.66666666666667,89.99999999999999,8.660254037844387,7.637626158259734,5.77350269189626,0.0,2.88675134594813,4.04145188432738,5.773502691896254
Llama,Llama_api,3,2,3,80.0,60.0,80.0,100.0,100.0,84.0,73.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_api,3,3,3,88.33333333333333,80.0,86.66666666666667,100.0,91.66666666666667,89.33333333333333,85.0,7.637626158259732,10.0,2.886751345948127,0.0,2.88675134594813,3.5118845842842448,5.0
Llama,Llama_api,3,4,3,60.0,43.333333333333336,63.333333333333336,100.0,90.0,71.33333333333333,55.555555555555564,0.0,5.773502691896258,5.773502691896258,0.0,10.0,3.0550504633038935,3.8490017945975024
Llama,Llama_api,3,5,3,95.0,90.0,91.66666666666667,100.0,98.33333333333333,95.0,92.22222222222221,5.0,5.0,7.637626158259735,0.0,2.88675134594813,3.605551275463989,5.357583756107191
Llama,Llama_api,3,6,3,80.0,70.0,80.0,100.0,90.0,84.0,76.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_api,3,7,3,66.66666666666667,46.666666666666664,66.66666666666667,100.0,93.33333333333333,74.66666666666667,60.0,11.547005383792516,11.547005383792515,11.547005383792516,0.0,11.547005383792516,8.326663997864532,11.547005383792513
Llama,Llama_api,3,8,3,60.0,50.0,68.33333333333333,100.0,76.66666666666667,71.0,59.444444444444436,20.0,20.0,17.55942292142123,0.0,15.275252316519468,14.52583904633395,19.172704363041543
Llama,Llama_api,3,9,3,91.66666666666667,83.33333333333333,90.0,100.0,100.0,93.0,88.33333333333333,2.886751345948127,5.77350269189626,0.0,0.0,0.0,1.7320508075688772,2.886751345948137
Llama,Llama_api,3,10,3,81.66666666666667,76.66666666666667,86.66666666666667,100.0,88.33333333333333,86.66666666666667,81.66666666666667,5.77350269189626,5.77350269189626,5.77350269189626,0.0,2.886751345948127,4.041451884327382,5.77350269189626
Llama,Llama_api,3,11,3,85.0,80.0,90.0,100.0,95.0,90.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_api,4,0,3,53.333333333333336,36.666666666666664,36.666666666666664,100.0,46.666666666666664,54.666666666666664,42.22222222222222,11.547005383792515,5.773502691896258,15.275252316519468,0.0,23.094010767585033,11.015141094572204,10.715167512214393
Llama,Llama_api,4,1,3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_api,4,2,3,63.333333333333336,46.666666666666664,80.0,100.0,80.0,74.0,63.333333333333336,5.773502691896258,11.547005383792515,0.0,0.0,0.0,3.4641016151377544,5.773502691896258
Llama,Llama_api,4,3,3,78.33333333333333,71.66666666666667,71.66666666666667,100.0,81.66666666666667,80.66666666666667,73.8888888888889,33.291640592396966,36.17089069035117,36.17089069035117,0.0,27.53785273643051,26.63331247391757,35.21100417220185
Llama,Llama_api,4,4,3,53.333333333333336,43.333333333333336,53.333333333333336,100.0,70.0,64.0,50.0,11.547005383792515,11.547005383792515,28.867513459481287,0.0,17.320508075688775,13.856406460551018,17.320508075688775
Llama,Llama_api,4,5,3,80.0,70.0,88.33333333333333,100.0,90.0,85.66666666666667,79.44444444444444,0.0,0.0,2.88675134594813,0.0,0.0,0.5773502691896247,0.9622504486493831
Llama,Llama_api,4,6,3,86.66666666666667,73.33333333333333,73.33333333333333,100.0,88.33333333333333,84.33333333333333,77.77777777777779,5.773502691896256,11.547005383792516,12.583057392117917,0.0,7.637626158259734,7.3711147958319945,9.765775461803852
Llama,Llama_api,4,7,3,60.0,43.333333333333336,56.666666666666664,100.0,80.0,68.0,53.333333333333336,0.0,5.773502691896256,11.547005383792516,0.0,0.0,3.4641016151377544,5.773502691896256
Llama,Llama_api,4,8,3,95.0,90.0,100.0,100.0,100.0,97.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_api,4,9,3,60.0,46.666666666666664,66.66666666666667,100.0,80.0,70.66666666666667,57.77777777777778,0.0,5.773502691896258,5.773502691896256,0.0,0.0,2.309401076758502,3.8490017945975046
Llama,Llama_api,5,0,3,83.33333333333333,75.0,83.33333333333333,100.0,90.0,86.33333333333333,80.55555555555556,2.886751345948127,5.0,5.773502691896256,0.0,0.0,2.516611478423582,4.194352464039303
Llama,Llama_api,5,1,3,60.0,63.333333333333336,80.0,100.0,86.66666666666667,78.0,67.77777777777779,0.0,11.547005383792516,0.0,0.0,5.77350269189626,3.4641016151377544,3.8490017945975006
Llama,Llama_api,5,2,3,73.33333333333333,73.33333333333333,86.66666666666667,100.0,93.33333333333333,85.33333333333333,77.77777777777779,11.547005383792516,2.88675134594813,5.773502691896256,0.0,2.88675134594813,4.618802153517007,6.735753140545632
Llama,Llama_api,5,3,3,98.33333333333333,93.33333333333333,100.0,100.0,100.0,98.33333333333333,97.22222222222221,2.886751345948127,2.886751345948127,0.0,0.0,0.0,1.1547005383792495,1.9245008972987436
Llama,Llama_api,5,4,3,86.66666666666667,85.0,91.66666666666667,100.0,96.66666666666667,92.0,87.77777777777777,2.88675134594813,5.0,2.886751345948127,0.0,2.886751345948127,2.0,2.5458753860865824
Llama,Llama_api,5,5,3,82.0,71.66666666666667,83.33333333333333,100.0,90.0,85.39999999999999,79.0,2.6457513110645907,2.88675134594813,2.88675134594813,0.0,0.0,0.529150262212911,0.8819171036882018
Llama,Llama_api,5,6,3,68.33333333333333,53.333333333333336,66.66666666666667,100.0,80.0,73.66666666666667,62.77777777777777,24.664414311581236,20.816659994661325,15.275252316519465,0.0,17.320508075688775,15.502687938977978,20.161385901804504
Llama,Llama_api,5,7,3,81.66666666666667,78.33333333333333,88.33333333333333,100.0,93.33333333333333,88.33333333333333,82.77777777777777,20.207259421636905,24.664414311581236,16.07275126832159,0.0,11.547005383792513,14.36430761761016,20.161385901804497
Llama,Llama_api,5,8,3,85.0,80.0,85.0,100.0,93.33333333333333,88.66666666666667,83.33333333333333,0.0,0.0,8.660254037844387,0.0,2.88675134594813,2.309401076758502,2.88675134594813
Llama,Llama_api,5,9,3,63.333333333333336,50.0,66.66666666666667,100.0,60.0,68.0,60.0,20.816659994661325,17.320508075688775,15.275252316519467,0.0,17.320508075688775,13.856406460551018,17.320508075688775
Llama,Llama_api,5,10,3,81.66666666666667,75.0,86.66666666666667,100.0,86.66666666666667,86.0,81.1111111111111,5.773502691896256,5.0,5.773502691896256,0.0,2.88675134594813,3.605551275463989,5.3575837561071955
Llama,Llama_api,6,0,3,65.0,53.333333333333336,65.0,100.0,65.0,69.66666666666667,61.111111111111114,27.83882181415011,32.145502536643185,18.027756377319946,0.0,27.83882181415011,21.07921567168317,25.891511550513428
Llama,Llama_api,6,1,3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_api,6,2,3,73.33333333333333,63.333333333333336,80.0,100.0,86.66666666666667,80.66666666666667,72.22222222222221,11.547005383792516,11.547005383792515,8.660254037844387,0.0,5.773502691896256,7.505553499465134,10.584754935143135
Llama,Llama_api,6,3,3,61.666666666666664,53.333333333333336,70.0,100.0,76.66666666666667,72.33333333333333,61.666666666666664,22.54624876411447,25.166114784235834,20.0,0.0,15.275252316519467,16.502525059315417,22.54624876411447
Llama,Llama_api,6,4,3,46.666666666666664,36.666666666666664,36.666666666666664,100.0,73.33333333333333,58.666666666666664,40.0,11.547005383792515,11.547005383792515,15.275252316519468,0.0,11.547005383792516,8.082903768654761,10.0
Llama,Llama_api,6,5,3,73.33333333333333,61.666666666666664,75.0,100.0,86.66666666666667,79.33333333333333,70.0,11.547005383792513,12.583057392117915,8.660254037844387,0.0,5.77350269189626,7.02376916856849,10.0
Llama,Llama_api,6,6,3,66.66666666666667,46.666666666666664,56.666666666666664,100.0,73.33333333333333,68.66666666666667,56.666666666666664,11.547005383792516,11.547005383792515,20.816659994661325,0.0,11.547005383792513,10.26320287889377,14.52966314513558
Llama,Llama_api,6,7,3,53.333333333333336,40.0,60.0,100.0,73.33333333333333,65.33333333333333,51.111111111111114,11.547005383792515,10.0,10.0,0.0,11.547005383792516,8.326663997864532,10.18350154434631
Llama,Llama_api,6,8,3,91.66666666666667,85.0,90.0,100.0,96.66666666666667,92.66666666666667,88.8888888888889,5.773502691896256,8.660254037844387,10.0,0.0,5.773502691896256,5.859465277082315,7.876359377087684
Llama,Llama_api,6,9,3,80.33333333333333,68.33333333333333,75.0,100.0,90.0,82.73333333333333,74.55555555555556,0.5773502691896247,7.637626158259734,8.660254037844387,0.0,0.0,2.5324559884296813,4.220759980716133
Llama,Llama_cluster,1,0,3,73.33333333333333,66.66666666666667,71.66666666666667,100.0,86.66666666666667,79.66666666666667,70.55555555555556,2.886751345948127,5.77350269189626,7.637626158259734,0.0,5.77350269189626,3.5118845842842483,4.194352464039303
Llama,Llama_cluster,1,1,3,81.66666666666667,75.0,86.66666666666667,100.0,91.66666666666667,87.0,81.1111111111111,2.886751345948127,5.0,2.886751345948127,0.0,2.886751345948127,2.6457513110645907,3.469443332443563
Llama,Llama_cluster,1,2,3,91.66666666666667,86.66666666666667,90.0,100.0,96.66666666666667,93.0,89.44444444444446,2.886751345948127,2.886751345948127,0.0,0.0,2.886751345948127,1.7320508075688772,1.9245008972987683
Llama,Llama_cluster,1,3,3,73.33333333333333,66.66666666666667,71.66666666666667,100.0,90.0,80.33333333333333,70.55555555555556,2.88675134594813,5.773502691896256,7.637626158259735,0.0,0.0,2.516611478423583,4.194352464039307
Llama,Llama_cluster,1,4,3,81.66666666666667,76.66666666666667,81.66666666666667,100.0,91.66666666666667,86.33333333333333,80.0,2.88675134594813,2.88675134594813,10.408329997330666,0.0,2.88675134594813,3.5118845842842448,5.0
Llama,Llama_cluster,1,5,3,60.0,56.666666666666664,73.33333333333333,100.0,83.33333333333333,74.66666666666667,63.333333333333336,0.0,11.547005383792515,5.773502691896256,0.0,5.773502691896256,4.618802153517007,5.773502691896258
Llama,Llama_cluster,1,6,3,90.0,85.0,90.0,100.0,95.0,92.0,88.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
