file_name,model,subfolder,category_id,iteration_number,question_index,GPT1,GPT2,GPT3,GPT4,GPT5,GPT_overall_score,GPT_overall_score_wo_Q4&5
GPT-score_Meditron_answers_category_1.1_HIV_EQ.json,Meditron,Meditron_cluster,1,1,0,50.0,40.0,30.0,100.0,70.0,58.0,40.0
GPT-score_Meditron_answers_category_1.1_HIV_EQ.json,Meditron,Meditron_cluster,1,1,1,90.0,85.0,90.0,100.0,100.0,93.0,88.33333333333333
GPT-score_Meditron_answers_category_1.1_HIV_EQ.json,Meditron,Meditron_cluster,1,1,2,85.0,80.0,90.0,100.0,95.0,90.0,85.0
GPT-score_Meditron_answers_category_1.1_HIV_EQ.json,Meditron,Meditron_cluster,1,1,3,75.0,70.0,80.0,100.0,90.0,83.0,75.0
GPT-score_Meditron_answers_category_1.1_HIV_EQ.json,Meditron,Meditron_cluster,1,1,4,85.0,80.0,90.0,100.0,95.0,90.0,85.0
GPT-score_Meditron_answers_category_1.1_HIV_EQ.json,Meditron,Meditron_cluster,1,1,5,60.0,50.0,70.0,100.0,80.0,72.0,60.0
GPT-score_Meditron_answers_category_1.1_HIV_EQ.json,Meditron,Meditron_cluster,1,1,6,85.0,80.0,90.0,100.0,95.0,90.0,85.0
GPT-score_Meditron_answers_category_1.1_HIV_EQ.json,Meditron,Meditron_cluster,1,1,7,95.0,90.0,100.0,100.0,100.0,97.0,95.0
GPT-score_Meditron_answers_category_1.1_HIV_EQ.json,Meditron,Meditron_cluster,1,1,8,90.0,85.0,90.0,100.0,95.0,92.0,88.33333333333333
GPT-score_Meditron_answers_category_1.1_HIV_EQ.json,Meditron,Meditron_cluster,1,1,9,75.0,70.0,85.0,100.0,90.0,84.0,76.66666666666667
GPT-score_Meditron_answers_category_1.1_HIV_EQ.json,Meditron,Meditron_cluster,1,1,10,60.0,50.0,40.0,100.0,80.0,66.0,50.0
GPT-score_Meditron_answers_category_3.1_HIV_EQ.json,Meditron,Meditron_cluster,3,1,0,85.0,80.0,90.0,100.0,95.0,90.0,85.0
GPT-score_Meditron_answers_category_3.1_HIV_EQ.json,Meditron,Meditron_cluster,3,1,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-score_Meditron_answers_category_3.1_HIV_EQ.json,Meditron,Meditron_cluster,3,1,2,81.0,75.0,90.0,100.0,95.0,88.2,82.0
GPT-score_Meditron_answers_category_3.1_HIV_EQ.json,Meditron,Meditron_cluster,3,1,3,80.0,75.0,85.0,100.0,90.0,86.0,80.0
GPT-score_Meditron_answers_category_3.1_HIV_EQ.json,Meditron,Meditron_cluster,3,1,4,95.0,90.0,100.0,100.0,100.0,97.0,95.0
GPT-score_Meditron_answers_category_3.1_HIV_EQ.json,Meditron,Meditron_cluster,3,1,5,81.0,75.0,90.0,100.0,95.0,88.2,82.0
GPT-score_Meditron_answers_category_3.1_HIV_EQ.json,Meditron,Meditron_cluster,3,1,6,61.0,70.0,80.0,100.0,90.0,80.2,70.33333333333333
GPT-score_Meditron_answers_category_3.1_HIV_EQ.json,Meditron,Meditron_cluster,3,1,7,60.0,50.0,70.0,100.0,80.0,72.0,60.0
GPT-score_Meditron_answers_category_3.1_HIV_EQ.json,Meditron,Meditron_cluster,3,1,8,40.0,30.0,50.0,100.0,40.0,52.0,40.0
GPT-score_Meditron_answers_category_3.1_HIV_EQ.json,Meditron,Meditron_cluster,3,1,9,81.0,75.0,90.0,100.0,100.0,89.2,82.0
GPT-score_Meditron_answers_category_3.1_HIV_EQ.json,Meditron,Meditron_cluster,3,1,10,85.0,80.0,90.0,100.0,90.0,89.0,85.0
GPT-score_Meditron_answers_category_3.1_HIV_EQ.json,Meditron,Meditron_cluster,3,1,11,75.0,70.0,80.0,100.0,90.0,83.0,75.0
GPT-score_Meditron_answers_category_4.1_HIV_EQ.json,Meditron,Meditron_cluster,4,1,0,90.0,85.0,95.0,100.0,90.0,92.0,90.0
GPT-score_Meditron_answers_category_4.1_HIV_EQ.json,Meditron,Meditron_cluster,4,1,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-score_Meditron_answers_category_4.1_HIV_EQ.json,Meditron,Meditron_cluster,4,1,2,41.0,30.0,50.0,100.0,60.0,56.2,40.333333333333336
GPT-score_Meditron_answers_category_4.1_HIV_EQ.json,Meditron,Meditron_cluster,4,1,3,41.0,30.0,50.0,100.0,60.0,56.2,40.333333333333336
GPT-score_Meditron_answers_category_4.1_HIV_EQ.json,Meditron,Meditron_cluster,4,1,4,40.0,30.0,50.0,100.0,70.0,58.0,40.0
GPT-score_Meditron_answers_category_4.1_HIV_EQ.json,Meditron,Meditron_cluster,4,1,5,75.0,60.0,70.0,100.0,80.0,77.0,68.33333333333333
GPT-score_Meditron_answers_category_4.1_HIV_EQ.json,Meditron,Meditron_cluster,4,1,6,80.0,90.0,90.0,100.0,100.0,92.0,86.66666666666667
GPT-score_Meditron_answers_category_4.1_HIV_EQ.json,Meditron,Meditron_cluster,4,1,7,20.0,30.0,40.0,100.0,50.0,48.0,30.0
GPT-score_Meditron_answers_category_4.1_HIV_EQ.json,Meditron,Meditron_cluster,4,1,8,95.0,90.0,100.0,100.0,100.0,97.0,95.0
GPT-score_Meditron_answers_category_4.1_HIV_EQ.json,Meditron,Meditron_cluster,4,1,9,60.0,50.0,70.0,100.0,80.0,72.0,60.0
GPT-score_NVLM_answers_category_1.1_HIV_EQ.json,NVLM,NVLM,1,1,0,75.0,70.0,65.0,100.0,90.0,80.0,70.0
GPT-score_NVLM_answers_category_1.1_HIV_EQ.json,NVLM,NVLM,1,1,1,75.0,70.0,85.0,100.0,90.0,84.0,76.66666666666667
GPT-score_NVLM_answers_category_1.1_HIV_EQ.json,NVLM,NVLM,1,1,2,85.0,80.0,90.0,100.0,95.0,90.0,85.0
GPT-score_NVLM_answers_category_1.1_HIV_EQ.json,NVLM,NVLM,1,1,3,85.0,80.0,75.0,100.0,90.0,86.0,80.0
GPT-score_NVLM_answers_category_1.1_HIV_EQ.json,NVLM,NVLM,1,1,4,75.0,70.0,85.0,100.0,90.0,84.0,76.66666666666667
GPT-score_NVLM_answers_category_1.1_HIV_EQ.json,NVLM,NVLM,1,1,5,61.0,70.0,80.0,100.0,90.0,80.2,70.33333333333333
GPT-score_NVLM_answers_category_1.1_HIV_EQ.json,NVLM,NVLM,1,1,6,85.0,80.0,90.0,100.0,95.0,90.0,85.0
GPT-score_NVLM_answers_category_1.1_HIV_EQ.json,NVLM,NVLM,1,1,7,95.0,95.0,100.0,100.0,100.0,98.0,96.66666666666667
GPT-score_NVLM_answers_category_1.1_HIV_EQ.json,NVLM,NVLM,1,1,8,90.0,85.0,90.0,100.0,95.0,92.0,88.33333333333333
GPT-score_NVLM_answers_category_1.1_HIV_EQ.json,NVLM,NVLM,1,1,9,85.0,80.0,90.0,100.0,95.0,90.0,85.0
GPT-score_NVLM_answers_category_1.1_HIV_EQ.json,NVLM,NVLM,1,1,10,75.0,70.0,80.0,100.0,90.0,83.0,75.0
GPT-score_NVLM_answers_category_3.1_HIV_EQ.json,NVLM,NVLM,3,1,0,95.0,90.0,100.0,100.0,100.0,97.0,95.0
GPT-score_NVLM_answers_category_3.1_HIV_EQ.json,NVLM,NVLM,3,1,1,20.0,30.0,20.0,100.0,50.0,44.0,23.333333333333332
GPT-score_NVLM_answers_category_3.1_HIV_EQ.json,NVLM,NVLM,3,1,2,80.0,75.0,90.0,100.0,90.0,87.0,81.66666666666667
GPT-score_NVLM_answers_category_3.1_HIV_EQ.json,NVLM,NVLM,3,1,3,41.0,30.0,50.0,100.0,70.0,58.2,40.333333333333336
GPT-score_NVLM_answers_category_3.1_HIV_EQ.json,NVLM,NVLM,3,1,4,95.0,90.0,100.0,100.0,100.0,97.0,95.0
GPT-score_NVLM_answers_category_3.1_HIV_EQ.json,NVLM,NVLM,3,1,5,95.0,90.0,100.0,100.0,100.0,97.0,95.0
GPT-score_NVLM_answers_category_3.1_HIV_EQ.json,NVLM,NVLM,3,1,6,60.0,50.0,70.0,100.0,80.0,72.0,60.0
GPT-score_NVLM_answers_category_3.1_HIV_EQ.json,NVLM,NVLM,3,1,7,81.0,70.0,85.0,100.0,90.0,85.2,78.66666666666667
GPT-score_NVLM_answers_category_3.1_HIV_EQ.json,NVLM,NVLM,3,1,8,41.0,30.0,50.0,90.0,60.0,54.2,40.333333333333336
GPT-score_NVLM_answers_category_3.1_HIV_EQ.json,NVLM,NVLM,3,1,9,80.0,70.0,85.0,100.0,90.0,85.0,78.33333333333333
GPT-score_NVLM_answers_category_3.1_HIV_EQ.json,NVLM,NVLM,3,1,10,75.0,70.0,80.0,100.0,90.0,83.0,75.0
GPT-score_NVLM_answers_category_3.1_HIV_EQ.json,NVLM,NVLM,3,1,11,60.0,50.0,70.0,100.0,80.0,72.0,60.0
GPT-score_NVLM_answers_category_4.1_HIV_EQ.json,NVLM,NVLM,4,1,0,60.0,50.0,70.0,100.0,80.0,72.0,60.0
GPT-score_NVLM_answers_category_4.1_HIV_EQ.json,NVLM,NVLM,4,1,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-score_NVLM_answers_category_4.1_HIV_EQ.json,NVLM,NVLM,4,1,2,41.0,50.0,60.0,100.0,80.0,66.2,50.333333333333336
GPT-score_NVLM_answers_category_4.1_HIV_EQ.json,NVLM,NVLM,4,1,3,41.0,30.0,50.0,100.0,70.0,58.2,40.333333333333336
GPT-score_NVLM_answers_category_4.1_HIV_EQ.json,NVLM,NVLM,4,1,4,41.0,30.0,50.0,100.0,80.0,60.2,40.333333333333336
GPT-score_NVLM_answers_category_4.1_HIV_EQ.json,NVLM,NVLM,4,1,5,20.0,10.0,10.0,100.0,10.0,30.0,13.333333333333334
GPT-score_NVLM_answers_category_4.1_HIV_EQ.json,NVLM,NVLM,4,1,6,20.0,10.0,10.0,100.0,10.0,30.0,13.333333333333334
GPT-score_NVLM_answers_category_4.1_HIV_EQ.json,NVLM,NVLM,4,1,7,61.0,50.0,70.0,100.0,60.0,68.0,60.333333333333336
GPT-score_NVLM_answers_category_4.1_HIV_EQ.json,NVLM,NVLM,4,1,8,41.0,30.0,40.0,100.0,30.0,48.2,37.0
GPT-score_NVLM_answers_category_4.1_HIV_EQ.json,NVLM,NVLM,4,1,9,41.0,30.0,50.0,100.0,60.0,56.2,40.333333333333336
GPT-score_Med42_answers_category_1.1_HIV_EQ.json,Med42,Med42,1,1,0,75.0,70.0,80.0,100.0,90.0,83.0,75.0
GPT-score_Med42_answers_category_1.1_HIV_EQ.json,Med42,Med42,1,1,1,90.0,85.0,90.0,100.0,95.0,92.0,88.33333333333333
GPT-score_Med42_answers_category_1.1_HIV_EQ.json,Med42,Med42,1,1,2,85.0,80.0,90.0,100.0,95.0,90.0,85.0
GPT-score_Med42_answers_category_1.1_HIV_EQ.json,Med42,Med42,1,1,3,75.0,70.0,80.0,100.0,90.0,83.0,75.0
GPT-score_Med42_answers_category_1.1_HIV_EQ.json,Med42,Med42,1,1,4,75.0,70.0,80.0,100.0,85.0,82.0,75.0
GPT-score_Med42_answers_category_1.1_HIV_EQ.json,Med42,Med42,1,1,5,60.0,70.0,80.0,100.0,90.0,80.0,70.0
GPT-score_Med42_answers_category_1.1_HIV_EQ.json,Med42,Med42,1,1,6,85.0,80.0,90.0,100.0,95.0,90.0,85.0
GPT-score_Med42_answers_category_1.1_HIV_EQ.json,Med42,Med42,1,1,7,81.0,75.0,90.0,100.0,95.0,88.2,82.0
GPT-score_Med42_answers_category_1.1_HIV_EQ.json,Med42,Med42,1,1,8,85.0,80.0,90.0,100.0,95.0,90.0,85.0
GPT-score_Med42_answers_category_1.1_HIV_EQ.json,Med42,Med42,1,1,9,90.0,85.0,90.0,100.0,95.0,92.0,88.33333333333333
GPT-score_Med42_answers_category_1.1_HIV_EQ.json,Med42,Med42,1,1,10,85.0,80.0,90.0,100.0,90.0,89.0,85.0
GPT-score_Med42_answers_category_3.1_HIV_EQ.json,Med42,Med42,3,1,0,95.0,90.0,100.0,100.0,100.0,97.0,95.0
GPT-score_Med42_answers_category_3.1_HIV_EQ.json,Med42,Med42,3,1,2,81.0,75.0,90.0,100.0,85.0,86.2,82.0
GPT-score_Med42_answers_category_3.1_HIV_EQ.json,Med42,Med42,3,1,3,81.0,75.0,85.0,100.0,90.0,86.2,80.33333333333333
GPT-score_Med42_answers_category_3.1_HIV_EQ.json,Med42,Med42,3,1,4,20.0,30.0,40.0,100.0,50.0,48.0,30.0
GPT-score_Med42_answers_category_3.1_HIV_EQ.json,Med42,Med42,3,1,6,85.0,80.0,90.0,100.0,95.0,90.0,85.0
