model,subfolder,category_id,GPT1_mean,GPT2_mean,GPT3_mean,GPT4_mean,GPT5_mean,GPT_overall_score_mean,GPT_overall_score_wo_Q4&5_mean,GPT1_std,GPT2_std,GPT3_std,GPT4_std,GPT5_std,GPT_overall_score_std,GPT_overall_score_wo_Q4&5_std
Llama,Llama_api,5,78.51515151515152,72.57575757575758,83.48484848484848,100.0,88.18181818181819,84.55151515151515,78.19191919191918,0.933018443535796,1.596311174674657,1.8370235837851758,0.0,0.45454545454545325,0.47074175100924864,0.6778221846386916
Llama,Llama_api,6,71.2,60.833333333333336,70.83333333333333,100.0,82.16666666666667,77.00666666666667,67.62222222222222,7.594076639065479,6.4485140407177015,4.856267428111155,0.0,7.251436639269031,5.158694925398607,6.18783154742105
Llama,Llama_cluster,1,81.2121212121212,75.15151515151514,82.12121212121212,100.0,92.57575757575758,86.2121212121212,79.4949494949495,1.1439143083743497,2.0496589785558514,3.2882627900319292,0.0,0.9462118179391514,1.426819074787093,2.0626846319860612
Llama,Llama_cluster,2,43.166666666666664,34.666666666666664,45.0,100.0,89.0,62.36666666666667,40.94444444444444,1.040832999733067,0.5773502691896247,1.7320508075688772,0.0,1.7320508075688772,0.5131601439446898,0.5853140973807102
Llama,Llama_cluster,3,85.02777777777779,75.83333333333333,86.80555555555554,100.0,95.41666666666667,88.61666666666667,82.55555555555556,0.37577081273523927,1.25,0.8673608331108889,0.0,0.4166666666666661,0.3844187531556915,0.7742977702647988
Llama,Llama_cluster,4,74.03333333333333,61.574074074074076,69.4074074074074,100.0,84.0925925925926,77.82148148148148,68.33827160493827,3.0664855018951833,4.2869070454654015,3.978853568575327,0.0,2.0878346433428074,2.5113179200318765,3.5704651388478035
Llama,Llama_cluster,5,79.69696969696969,73.18181818181817,83.63636363636364,100.0,88.4848484848485,85.0,78.83838383838383,6.747104266124948,6.314747267931722,4.788933524023969,0.0,4.099317957111725,4.28624553968228,5.821679293901437
Llama,Llama_cluster,6,69.34444444444445,56.72222222222222,67.4074074074074,100.0,80.75925925925925,74.84666666666666,64.49135802469137,0.8884026447840319,0.2545875386086584,0.5250906251391761,0.0,2.868697242358067,0.7813663246732149,0.3629125689380069
Med42,Med42,1,77.66666666666667,71.06060606060606,74.84848484848484,97.42424242424242,87.57575757575758,81.71515151515152,74.52525252525253,0.9462118179391633,0.5248638810814754,2.6633933077646894,0.6943296507508937,0.6943296507508914,0.9549061367629521,1.2246823891901153
Med42,Med42,2,41.333333333333336,32.0,42.666666666666664,100.0,88.33333333333333,60.86666666666667,38.666666666666664,1.154700538379251,2.0,1.5275252316519468,0.0,1.5275252316519485,1.1015141094572196,1.5275252316519468
Med42,Med42,3,65.51515151515152,57.72727272727273,66.36363636363636,99.39393939393939,74.6969696969697,72.73939393939393,63.2020202020202,0.44844389657420647,1.6388869433927196,2.838635453817452,1.0497277621629508,7.362139765609909,2.523563879842828,1.5434726844886069
Med42,Med42,4,59.92222222222222,49.7037037037037,54.14814814814815,100.0,60.370370370370374,64.8288888888889,54.59135802469135,1.8397866220882297,1.3174204749505505,1.0323970270197305,0.0,1.1880751801737368,1.0151372831808045,1.3089348612382488
Med42,Med42,5,74.87878787878788,71.36363636363636,78.48484848484848,99.39393939393939,85.3030303030303,81.88484848484849,74.9090909090909,1.4808232391358251,1.2026142323020832,1.3886593015017727,1.0497277621629508,0.2624319405407362,0.18660368870715724,0.2984502364180723
Med42,Med42,6,59.20740740740741,50.40740740740741,57.22222222222222,100.0,72.87037037037037,67.94148148148149,55.61234567901234,2.0111213423107834,1.6492921539416552,1.575271875417537,0.0,2.9050474026291964,1.3549112008319704,1.3759712037479803
Meditron,Meditron_api,1,72.57575757575758,64.6969696969697,68.03030303030303,100.0,90.15151515151514,79.0909090909091,68.43434343434343,1.892423635878309,0.6943296507508899,2.242219482871021,0.0,1.7208813169091624,0.45454545454545325,0.46288643383393097
Meditron,Meditron_api,2,34.0,24.666666666666668,37.166666666666664,100.0,90.33333333333333,57.23333333333333,31.944444444444446,2.0,1.5275252316519465,5.0579969684978385,0.0,3.2145502536643202,1.2423096769056157,1.6694421334796348
Meditron,Meditron_api,3,78.08333333333333,67.77777777777777,79.16666666666667,100.0,88.05555555555556,82.61666666666667,75.00925925925925,3.0413812651491097,2.441443865450968,1.9094065395649338,0.0,0.962250448649379,1.4881009523699749,2.3806922256459413
Meditron,Meditron_api,4,63.599999999999994,51.0,64.0,100.0,74.33333333333333,70.58666666666667,59.53333333333334,3.905124837953322,5.07444578254611,5.634713834792322,0.0,5.838093296045663,4.045161719058126,4.8218253804964775
Meditron,Meditron_api,5,66.3030303030303,60.303030303030305,73.63636363636364,99.84848484848486,79.24242424242424,75.86666666666667,66.74747474747475,6.346947814223292,5.3267866155293735,5.961307749365451,0.2624319405407321,5.006882315714642,4.387221614942946,5.781793829226814
Meditron,Meditron_api,6,58.4,47.166666666666664,58.0,100.0,69.5,66.61333333333333,54.52222222222222,7.4276510418839665,7.783529619223745,10.259142264341596,0.0,6.946221994724902,6.394539337069821,8.430785737293302
Meditron,Meditron_cluster,1,73.33333333333333,65.45454545454545,70.75757575757576,100.0,90.15151515151514,79.93939393939394,69.84848484848484,3.224817674817085,2.530801983104558,2.88675134594813,0.0,1.049727762162954,1.9076473618832916,2.838635453817459
Meditron,Meditron_cluster,2,38.36666666666667,29.333333333333332,42.0,99.66666666666667,90.66666666666667,60.00666666666667,36.56666666666666,3.098924544633723,2.5166114784235827,6.557438524302,0.5773502691896278,5.033222956847167,3.154066158680461,4.034159694960587
Meditron,Meditron_cluster,3,79.72222222222221,69.58333333333333,77.5,99.44444444444444,87.36111111111113,82.72222222222221,75.60185185185185,2.711002957769877,1.909406539564935,4.805234414446171,0.9622504486493769,2.9560828685823295,2.418581616782245,3.0723444487105604
Meditron,Meditron_cluster,4,69.92592592592592,58.24074074074074,67.5925925925926,100.0,77.25925925925925,74.60370370370372,65.25308641975309,3.514227402813186,4.738316799300671,4.734406937885453,0.0,5.393564218531547,3.1825980018142817,4.228160757678862
Meditron,Meditron_cluster,5,67.57575757575758,58.93939393939394,67.87878787878788,99.54545454545455,77.57575757575758,74.3030303030303,64.7979797979798,6.592215126608212,6.171336925580699,8.135390156762906,0.45454545454545325,6.529230735277344,5.2067449368550385,6.933922239593701
Meditron,Meditron_cluster,6,61.43333333333334,48.666666666666664,56.666666666666664,100.0,73.0,67.95333333333333,55.58888888888888,2.809507667427395,3.7859388972001833,2.020725942163691,0.0,1.5,1.5354912351861012,2.56565636681777
NVLM,NVLM,1,83.89393939393939,79.04545454545455,85.48484848484848,100.0,93.37878787878788,88.36060606060607,82.80808080808082,0.970998180000731,0.4336087279167916,1.000344293348125,0.0,0.3350506725378207,0.16270780313525407,0.33241379135160193
NVLM,NVLM,2,31.666666666666668,26.5,31.333333333333332,96.83333333333333,91.16666666666667,55.5,29.833333333333332,3.329164059239696,3.905124837953327,2.886751345948129,5.4848275573014424,5.484827557301446,2.65141471671257,3.3291640592396967
NVLM,NVLM,3,72.1969696969697,63.49747474747475,72.27272727272727,100.0,86.61616161616162,78.91666666666667,69.32239057239057,2.966177568250285,2.2512665210682554,0.9216306864088187,0.0,1.844169287562187,1.0103629710818454,1.8818779799684098
NVLM,NVLM,4,48.06666666666666,36.0,45.0,100.0,57.333333333333336,57.28,43.02222222222222,0.057735026918966474,0.0,0.0,0.0,2.3094010767585034,0.4677606225410629,0.01924500897298797
NVLM,NVLM,5,64.6969696969697,60.90909090909091,69.09090909090908,98.18181818181819,79.09090909090908,74.39393939393939,64.8989898989899,0.05248638810814929,1.3636363636363615,2.7648920592264643,0.9090909090909172,1.6388869433927251,1.258404254290981,1.3140245602127671
NVLM,NVLM,6,51.43333333333334,39.0,47.666666666666664,100.0,62.666666666666664,60.153333333333336,46.03333333333333,0.6658328118479432,1.0,2.0816659994661335,0.0,0.5773502691896247,0.4623130252689507,0.8762292952063296
