nlp_model,model,subfolder,category_id,question_index,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,synonyms_precision_dict_mean,synonyms_precision_dict_std,synonyms_recall_dict_mean,synonyms_recall_dict_std,synonyms_f1_dict_mean,synonyms_f1_dict_std,synonyms_precision_snomed_mean,synonyms_precision_snomed_std,synonyms_recall_snomed_mean,synonyms_recall_snomed_std,synonyms_f1_snomed_mean,synonyms_f1_snomed_std,synonyms_precision_wn_mean,synonyms_precision_wn_std,synonyms_recall_wn_mean,synonyms_recall_wn_std,synonyms_f1_wn_mean,synonyms_f1_wn_std,synonyms_lemmatized_precision_dict_mean,synonyms_lemmatized_precision_dict_std,synonyms_lemmatized_recall_dict_mean,synonyms_lemmatized_recall_dict_std,synonyms_lemmatized_f1_dict_mean,synonyms_lemmatized_f1_dict_std,synonyms_lemmatized_precision_snomed_mean,synonyms_lemmatized_precision_snomed_std,synonyms_lemmatized_recall_snomed_mean,synonyms_lemmatized_recall_snomed_std,synonyms_lemmatized_f1_snomed_mean,synonyms_lemmatized_f1_snomed_std,synonyms_lemmatized_precision_wn_mean,synonyms_lemmatized_precision_wn_std,synonyms_lemmatized_recall_wn_mean,synonyms_lemmatized_recall_wn_std,synonyms_lemmatized_f1_wn_mean,synonyms_lemmatized_f1_wn_std
en_core_sci_lg,Llama,Llama_api,1,5,0.06976744186046512,,0.42857142857142855,,0.12,,0.06976744186046512,,0.42857142857142855,,0.12,,0.06976744186046512,,0.42857142857142855,,0.12,,0.09302325581395349,,0.5714285714285714,,0.16,,0.09523809523809523,,0.6666666666666666,,0.16666666666666666,,0.09523809523809523,,0.6666666666666666,,0.16666666666666666,,0.09523809523809523,,0.6666666666666666,,0.16666666666666666,
en_core_sci_lg,Llama,Llama_api,1,6,0.07692307692307693,,0.6666666666666666,,0.13793103448275862,,0.08974358974358974,,0.7777777777777778,,0.16091954022988506,,0.07692307692307693,,0.6666666666666666,,0.13793103448275862,,0.10256410256410256,,0.8888888888888888,,0.1839080459770115,,0.125,,1.0,,0.2222222222222222,,0.09722222222222222,,0.7777777777777778,,0.17283950617283952,,0.1111111111111111,,0.8888888888888888,,0.19753086419753085,
en_core_sci_lg,Llama,Llama_api,1,7,0.061224489795918366,,0.6,,0.1111111111111111,,0.061224489795918366,,0.6,,0.1111111111111111,,0.061224489795918366,,0.6,,0.1111111111111111,,0.061224489795918366,,0.6,,0.1111111111111111,,0.0851063829787234,,0.8,,0.15384615384615383,,0.06382978723404255,,0.6,,0.11538461538461536,,0.06382978723404255,,0.6,,0.11538461538461536,
en_core_sci_lg,Llama,Llama_api,1,8,0.07894736842105263,,0.8571428571428571,,0.14457831325301204,,0.07894736842105263,,0.8571428571428571,,0.14457831325301204,,0.07894736842105263,,0.8571428571428571,,0.14457831325301204,,0.07894736842105263,,0.8571428571428571,,0.14457831325301204,,0.08450704225352113,,0.8571428571428571,,0.15384615384615383,,0.08450704225352113,,0.8571428571428571,,0.15384615384615383,,0.08450704225352113,,0.8571428571428571,,0.15384615384615383,
en_core_sci_lg,Llama,Llama_api,1,9,0.18181818181818182,,0.5517241379310345,,0.2735042735042735,,0.18181818181818182,,0.5517241379310345,,0.2735042735042735,,0.18181818181818182,,0.5517241379310345,,0.2735042735042735,,0.18181818181818182,,0.5517241379310345,,0.2735042735042735,,0.19767441860465115,,0.5862068965517241,,0.29565217391304344,,0.18604651162790697,,0.5517241379310345,,0.2782608695652174,,0.19767441860465115,,0.5862068965517241,,0.29565217391304344,
en_core_sci_lg,Llama,Llama_api,1,10,0.22321428571428573,,0.390625,,0.2840909090909091,,0.24107142857142858,,0.421875,,0.30681818181818177,,0.22321428571428573,,0.390625,,0.2840909090909091,,0.26785714285714285,,0.46875,,0.3409090909090909,,0.3047619047619048,,0.5,,0.37869822485207105,,0.2857142857142857,,0.46875,,0.35502958579881655,,0.2857142857142857,,0.46875,,0.35502958579881655,
en_core_sci_lg,Llama,Llama_api,3,0,0.05084745762711865,,0.5,,0.09230769230769231,,0.05084745762711865,,0.5,,0.09230769230769231,,0.05084745762711865,,0.5,,0.09230769230769231,,0.05084745762711865,,0.5,,0.09230769230769231,,0.05172413793103448,,0.5,,0.09375,,0.05172413793103448,,0.5,,0.09375,,0.05172413793103448,,0.5,,0.09375,
en_core_sci_lg,Llama,Llama_api,3,1,0.13157894736842105,,1.0,,0.23255813953488372,,0.13157894736842105,,1.0,,0.23255813953488372,,0.13157894736842105,,1.0,,0.23255813953488372,,0.13157894736842105,,1.0,,0.23255813953488372,,0.1388888888888889,,1.0,,0.24390243902439027,,0.1388888888888889,,1.0,,0.24390243902439027,,0.1388888888888889,,1.0,,0.24390243902439027,
en_core_sci_lg,Llama,Llama_api,3,2,0.07017543859649122,,0.5714285714285714,,0.125,,0.07017543859649122,,0.5714285714285714,,0.125,,0.07017543859649122,,0.5714285714285714,,0.125,,0.07017543859649122,,0.5714285714285714,,0.125,,0.07142857142857142,,0.5714285714285714,,0.12698412698412698,,0.07142857142857142,,0.5714285714285714,,0.12698412698412698,,0.07142857142857142,,0.5714285714285714,,0.12698412698412698,
en_core_sci_lg,Llama,Llama_api,3,3,0.04225352112676056,,0.75,,0.08,,0.04225352112676056,,0.75,,0.08,,0.04225352112676056,,0.75,,0.08,,0.04225352112676056,,0.75,,0.08,,0.04411764705882353,,0.75,,0.08333333333333334,,0.04411764705882353,,0.75,,0.08333333333333334,,0.04411764705882353,,0.75,,0.08333333333333334,
en_core_sci_lg,Llama,Llama_api,3,4,0.09375,,0.75,,0.16666666666666666,,0.09375,,0.75,,0.16666666666666666,,0.09375,,0.75,,0.16666666666666666,,0.09375,,0.75,,0.16666666666666666,,0.13333333333333333,,1.0,,0.23529411764705882,,0.1,,0.75,,0.17647058823529416,,0.1,,0.75,,0.17647058823529416,
en_core_sci_lg,Llama,Llama_api,3,5,0.04878048780487805,,0.6666666666666666,,0.0909090909090909,,0.04878048780487805,,0.6666666666666666,,0.0909090909090909,,0.04878048780487805,,0.6666666666666666,,0.0909090909090909,,0.04878048780487805,,0.6666666666666666,,0.0909090909090909,,0.05,,0.6666666666666666,,0.09302325581395349,,0.05,,0.6666666666666666,,0.09302325581395349,,0.05,,0.6666666666666666,,0.09302325581395349,
en_core_sci_lg,Llama,Llama_api,3,6,0.125,,0.6666666666666666,,0.21052631578947367,,0.125,,0.6666666666666666,,0.21052631578947367,,0.125,,0.6666666666666666,,0.21052631578947367,,0.15625,,0.8333333333333334,,0.2631578947368421,,0.15625,,0.8333333333333334,,0.2631578947368421,,0.15625,,0.8333333333333334,,0.2631578947368421,,0.15625,,0.8333333333333334,,0.2631578947368421,
en_core_sci_lg,Llama,Llama_api,3,7,0.06060606060606061,,0.5,,0.10810810810810813,,0.06060606060606061,,0.5,,0.10810810810810813,,0.06060606060606061,,0.5,,0.10810810810810813,,0.06060606060606061,,0.5,,0.10810810810810813,,0.06451612903225806,,0.5,,0.1142857142857143,,0.06451612903225806,,0.5,,0.1142857142857143,,0.06451612903225806,,0.5,,0.1142857142857143,
en_core_sci_lg,Llama,Llama_api,3,8,0.0784313725490196,,0.6666666666666666,,0.14035087719298245,,0.0784313725490196,,0.6666666666666666,,0.14035087719298245,,0.0784313725490196,,0.6666666666666666,,0.14035087719298245,,0.0784313725490196,,0.6666666666666666,,0.14035087719298245,,0.0851063829787234,,0.6666666666666666,,0.1509433962264151,,0.0851063829787234,,0.6666666666666666,,0.1509433962264151,,0.0851063829787234,,0.6666666666666666,,0.1509433962264151,
en_core_sci_lg,Llama,Llama_api,3,9,0.03773584905660377,,0.6666666666666666,,0.07142857142857142,,0.03773584905660377,,0.6666666666666666,,0.07142857142857142,,0.03773584905660377,,0.6666666666666666,,0.07142857142857142,,0.03773584905660377,,0.6666666666666666,,0.07142857142857142,,0.03773584905660377,,0.6666666666666666,,0.07142857142857142,,0.03773584905660377,,0.6666666666666666,,0.07142857142857142,,0.03773584905660377,,0.6666666666666666,,0.07142857142857142,
en_core_sci_lg,Llama,Llama_api,3,10,0.21374045801526717,,0.45161290322580644,,0.29015544041450775,,0.22137404580152673,,0.46774193548387094,,0.3005181347150259,,0.21374045801526717,,0.45161290322580644,,0.29015544041450775,,0.2366412213740458,,0.5,,0.32124352331606215,,0.24031007751937986,,0.5254237288135594,,0.3297872340425532,,0.2248062015503876,,0.4915254237288136,,0.3085106382978724,,0.24806201550387597,,0.5423728813559322,,0.3404255319148936,
en_core_sci_lg,Llama,Llama_api,3,11,0.10204081632653061,,0.5263157894736842,,0.17094017094017094,,0.10204081632653061,,0.5263157894736842,,0.17094017094017094,,0.11224489795918367,,0.5789473684210527,,0.18803418803418803,,0.12244897959183673,,0.631578947368421,,0.20512820512820512,,0.12371134020618557,,0.631578947368421,,0.20689655172413793,,0.12371134020618557,,0.631578947368421,,0.20689655172413793,,0.13402061855670103,,0.6842105263157895,,0.22413793103448276,
en_core_sci_lg,Llama,Llama_api,4,0,0.06976744186046512,,0.6,,0.125,,0.06976744186046512,,0.6,,0.125,,0.09302325581395349,,0.8,,0.16666666666666666,,0.06976744186046512,,0.6,,0.125,,0.07692307692307693,,0.6,,0.13636363636363635,,0.10256410256410256,,0.8,,0.18181818181818182,,0.07692307692307693,,0.6,,0.13636363636363635,
en_core_sci_lg,Llama,Llama_api,4,1,0.14814814814814814,,0.8,,0.25,,0.14814814814814814,,0.8,,0.25,,0.14814814814814814,,0.8,,0.25,,0.14814814814814814,,0.8,,0.25,,0.14814814814814814,,0.8,,0.25,,0.14814814814814814,,0.8,,0.25,,0.14814814814814814,,0.8,,0.25,
en_core_sci_lg,Llama,Llama_api,4,2,0.010101010101010102,,0.2,,0.019230769230769232,,0.010101010101010102,,0.2,,0.019230769230769232,,0.010101010101010102,,0.2,,0.019230769230769232,,0.010101010101010102,,0.2,,0.019230769230769232,,0.010416666666666666,,0.2,,0.019801980198019802,,0.010416666666666666,,0.2,,0.019801980198019802,,0.010416666666666666,,0.2,,0.019801980198019802,
en_core_sci_lg,Llama,Llama_api,4,3,0.04411764705882353,,1.0,,0.08450704225352113,,0.04411764705882353,,1.0,,0.08450704225352113,,0.04411764705882353,,1.0,,0.08450704225352113,,0.04411764705882353,,1.0,,0.08450704225352113,,0.04411764705882353,,1.0,,0.08450704225352113,,0.04411764705882353,,1.0,,0.08450704225352113,,0.04411764705882353,,1.0,,0.08450704225352113,
en_core_sci_lg,Llama,Llama_api,4,4,0.019417475728155338,,0.3333333333333333,,0.03669724770642202,,0.019417475728155338,,0.3333333333333333,,0.03669724770642202,,0.02912621359223301,,0.5,,0.05504587155963303,,0.019417475728155338,,0.3333333333333333,,0.03669724770642202,,0.020202020202020204,,0.3333333333333333,,0.0380952380952381,,0.030303030303030304,,0.5,,0.05714285714285715,,0.020202020202020204,,0.3333333333333333,,0.0380952380952381,
en_core_sci_lg,Llama,Llama_api,4,5,0.08196721311475409,,1.0,,0.1515151515151515,,0.08196721311475409,,1.0,,0.1515151515151515,,0.08196721311475409,,1.0,,0.1515151515151515,,0.08196721311475409,,1.0,,0.1515151515151515,,0.08771929824561403,,1.0,,0.16129032258064516,,0.08771929824561403,,1.0,,0.16129032258064516,,0.08771929824561403,,1.0,,0.16129032258064516,
en_core_sci_lg,Llama,Llama_api,4,6,0.0392156862745098,,0.6666666666666666,,0.07407407407407407,,0.0392156862745098,,0.6666666666666666,,0.07407407407407407,,0.0392156862745098,,0.6666666666666666,,0.07407407407407407,,0.0392156862745098,,0.6666666666666666,,0.07407407407407407,,0.0392156862745098,,0.6666666666666666,,0.07407407407407407,,0.0392156862745098,,0.6666666666666666,,0.07407407407407407,,0.0392156862745098,,0.6666666666666666,,0.07407407407407407,
en_core_sci_lg,Llama,Llama_api,4,7,0.031746031746031744,,0.5,,0.05970149253731343,,0.047619047619047616,,0.75,,0.08955223880597014,,0.031746031746031744,,0.5,,0.05970149253731343,,0.031746031746031744,,0.5,,0.05970149253731343,,0.04918032786885246,,0.75,,0.0923076923076923,,0.04918032786885246,,0.75,,0.0923076923076923,,0.04918032786885246,,0.75,,0.0923076923076923,
