nlp_model,model,subfolder,category_id,precision_iter_mean,recall_iter_mean,f1_score_iter_mean,synonyms_precision_iter_mean,synonyms_recall_iter_mean,synonyms_f1_iter_mean,synonyms_lemmatized_precision_iter_mean,synonyms_lemmatized_recall_iter_mean,synonyms_lemmatized_f1_iter_mean,precision_iter_std,recall_iter_std,f1_score_iter_std,synonyms_precision_iter_std,synonyms_recall_iter_std,synonyms_f1_iter_std,synonyms_lemmatized_precision_iter_std,synonyms_lemmatized_recall_iter_std,synonyms_lemmatized_f1_iter_std
en_core_sci_lg,Med42,Med42,1,0.09721048603388,0.4940578384018249,0.15148761836208433,0.10011978524191889,0.5071541188151785,0.15599070160431147,0.10710226082826,0.5271020257632834,0.16630849711568754,0.014763764316179722,0.02181513437596742,0.022340859342685017,0.014242155811555262,0.010645033612215568,0.021286641614032837,0.013223974325404852,0.007788771067610863,0.02036737725177305
en_core_sci_lg,Med42,Med42,2,0.08558937630743213,0.6722222222222222,0.14167407807207874,0.08609442681248262,0.6744444444444445,0.14249712333956846,0.09437488613631567,0.7511111111111112,0.15694450086282932,0.02936515499691506,0.04981265581534075,0.03555418638892774,0.028949913985065655,0.04596655970378397,0.03484009984497861,0.029414449919555184,0.04596655970378397,0.035448427828060076
en_core_sci_lg,Med42,Med42,3,0.04452079884420954,0.6561904761904761,0.08286290424623761,0.04452079884420954,0.6561904761904761,0.08286290424623761,0.04787848147999308,0.6861904761904762,0.08895382820490437,0.0033424716564316452,0.010171433030139931,0.005675333537421147,0.0033424716564316452,0.010171433030139931,0.005675333537421147,0.0032392362243052085,0.011210721301898593,0.005435427628421888
en_core_sci_lg,Med42,Med42,4,0.03722035322001215,0.6933333333333334,0.06960078125110593,0.038867431074814766,0.7388888888888889,0.07273687907141428,0.0400745939983383,0.7222222222222223,0.07478683950838673,0.0059053950156698065,0.030550504633038888,0.010323374469919246,0.005877766002541478,0.049140765305546584,0.010346780321767323,0.0044242073857584385,0.012285191326386656,0.007565435745858788
en_core_sci_lg,Med42,Med42,5,0.04732887033639763,0.4089923964923965,0.08197709479954379,0.04947198430454938,0.41977328227328226,0.08554080386479303,0.05312746697722535,0.434591797091797,0.09147386219083357,0.0066207821579014805,0.015623232167934376,0.010712908608890044,0.006010714811613348,0.014232179879254816,0.009683407053598304,0.0052555137641745265,0.012826748828389318,0.00822941312143906
en_core_sci_lg,Med42,Med42,6,0.03296272844750109,0.6522222222222223,0.061840688429591395,0.03374614683768821,0.6855555555555556,0.06337060295950593,0.03521488857451289,0.6699999999999999,0.06585489778986019,0.00542661646489258,0.004811252243246865,0.009460797583892323,0.005924104325781592,0.02678791878053597,0.010431840523254252,0.004922304628949567,0.02598076211353313,0.00847608825707447
en_core_sci_lg,Meditron,Meditron_api,1,0.15536438033361033,0.429884740848165,0.19873638415220932,0.15913908544579544,0.43845489697929674,0.20367656237397758,0.17228626833009053,0.4629807379951442,0.2196399684380448,0.008657851670103653,0.027229511428018698,0.011412875538395113,0.008993953485241858,0.02251937327076585,0.01020792555903544,0.016314146168367166,0.031543381810249294,0.018136726870046242
en_core_sci_lg,Meditron,Meditron_api,2,0.1208446334311107,0.6282295482295482,0.1978252274093372,0.12367628326276053,0.6443406593406593,0.20256121102935834,0.14532507584349227,0.7243406593406593,0.23665889040211865,0.00314473019762735,0.026022066279729052,0.003456140564301415,0.0011371078023848379,0.028153400308535182,0.0022626220840135302,0.007073949395237087,0.03429208775017883,0.012066365907459553
en_core_sci_lg,Meditron,Meditron_api,3,0.11455673029333636,0.49412167290987324,0.16596147050839602,0.11546236989224672,0.49501773025754353,0.1668581086554879,0.12543079916404032,0.5357585642543269,0.1814751212072708,0.01207809771142474,0.03528918904306038,0.006071953925711347,0.011288394657303203,0.03552583355275178,0.0055997107877970775,0.010364101810807337,0.03966134646717112,0.004839789114182693
en_core_sci_lg,Meditron,Meditron_api,4,0.08765094207822825,0.5283333333333333,0.13967067082246154,0.08978934040306726,0.5727777777777777,0.14369461880897375,0.0939155325624886,0.5755555555555555,0.14986288548852192,0.004516540158257763,0.029486343354923505,0.008398695704693903,0.0029087246867490523,0.044917620068215904,0.0052419527766320514,0.00417014114440256,0.055934816560919365,0.008042929973544506
en_core_sci_lg,Meditron,Meditron_api,5,0.11884067036642133,0.2812039812039812,0.1403298047145541,0.1199229214486724,0.2835349835349836,0.14180800131470195,0.13014704477779337,0.32602721352721353,0.15562454638864556,0.018949957995839914,0.025622212401773554,0.011284299685846662,0.01709735508047727,0.02718825592339456,0.010920628982549942,0.021449098672288672,0.020159076863652148,0.015645819822428526
en_core_sci_lg,Meditron,Meditron_api,6,0.07116378639257091,0.5877777777777777,0.12068076362963721,0.07502237225115675,0.6277777777777778,0.1275237971393374,0.08000591274120687,0.6355555555555555,0.1353272526488082,0.007382903624210777,0.11167081252668648,0.012531642682448479,0.005037504828954415,0.07705217087815916,0.006289628146885062,0.007975184291427953,0.11173298196709534,0.013788692965790071
en_core_sci_lg,Meditron,Meditron_local,1,0.12618522777479924,0.2762496411174636,0.14015934558116036,0.12742919453600737,0.2783768242791295,0.14171767370352387,0.14664820080817917,0.308329748613609,0.16316101277562375,0.026322809501112605,0.04309756600167899,0.014946958394931322,0.025713928013763036,0.04371959629720798,0.01442468567033275,0.03168803644790252,0.04574482062144329,0.022367133135785127
en_core_sci_lg,Meditron,Meditron_local,2,0.10740033142613974,0.45368131868131867,0.15285646898147867,0.11171004948585779,0.47479242979242975,0.15933764917335067,0.12655492927428544,0.5517765567765568,0.18184359865678365,0.03247771810219293,0.10816866097542972,0.04719070772403177,0.03544693558538669,0.12571995077259718,0.05232298977533808,0.04381032297482263,0.14053193634843475,0.062319326419066054
en_core_sci_lg,Meditron,Meditron_local,3,0.05195699004220777,0.3579971433961247,0.08133709805683549,0.052327360412578135,0.3594591317002183,0.08192811460529886,0.059964585676123,0.3807588651478036,0.09244733318735683,0.003486891163991777,0.054642166962664,0.001770550858829473,0.002845538177576441,0.05590179584842475,0.0007736045552696667,0.006204003067781884,0.041307695484528846,0.006717835345418666
en_core_sci_lg,Meditron,Meditron_local,4,0.04042959601777601,0.39166666666666666,0.07034574093848778,0.04185086950801501,0.4305555555555555,0.07307722241996926,0.045550135531323886,0.43555555555555553,0.07905927692441266,0.0069161125437591,0.08728942916782331,0.011548481128700246,0.008031071123001696,0.07685363674857211,0.013258551822522351,0.01062067784575971,0.10250112917173877,0.017729844202402204
en_core_sci_lg,Meditron,Meditron_local,5,0.07543813450362839,0.19181975431975432,0.07650410057733285,0.07608287982922478,0.19415075665075665,0.07751420158743386,0.08178866797536381,0.19793863543863544,0.08345586703805763,0.03615636552097862,0.05695001975821247,0.020958232127153316,0.035089383887076074,0.05449407985275593,0.019465250031945804,0.038154479734707224,0.0564756822550132,0.021591020867621383
en_core_sci_lg,Meditron,Meditron_local,6,0.01953315072506891,0.21999999999999997,0.033463206376747504,0.02054256177546357,0.24222222222222223,0.03537610828964941,0.024442180482192013,0.24722222222222223,0.04162311962371101,0.005114771151805367,0.10397649306988146,0.00566645514686267,0.003728523965866113,0.11481063313770845,0.0023611259588696737,0.01097487935040322,0.08832285053102581,0.014193532730214408
en_core_sci_lg,NVLM,NVLM,1,0.13248004174274558,0.4112212238747143,0.1759261084338041,0.13463057937715417,0.41836408101757144,0.1792318935577711,0.16873752555600838,0.4649926971833665,0.21510116753070987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
en_core_sci_lg,NVLM,NVLM,2,0.40582966468559684,0.6330769230769231,0.43958505487322475,0.40582966468559684,0.6330769230769231,0.43958505487322475,0.44591991341991344,0.7230769230769231,0.49385313378485485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
en_core_sci_lg,NVLM,NVLM,3,0.09669499982570058,0.6207142857142858,0.1607905996880091,0.09669499982570058,0.6207142857142858,0.1607905996880091,0.09731949974132574,0.6207142857142858,0.16183323959901166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
en_core_sci_lg,NVLM,NVLM,4,0.038330248908967135,0.4483333333333334,0.06877727672838445,0.04014843072714895,0.49833333333333335,0.072286048658209,0.044748806207179505,0.49833333333333335,0.08009221392400848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
en_core_sci_lg,NVLM,NVLM,5,0.0815242912349689,0.4952158952158952,0.13300921074906147,0.08464372082498672,0.5078907203907204,0.13801462200447273,0.09440708057379986,0.5476634476634477,0.15369443935669433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
en_core_sci_lg,NVLM,NVLM,6,0.04883937803887909,0.6166666666666667,0.0878873597187556,0.04883937803887909,0.6166666666666667,0.0878873597187556,0.05617878837397563,0.6616666666666667,0.10037285957836879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
