nlp_model,model,model_subfolder,category_id,question_index,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,synonyms_precision_mean,synonyms_precision_std,synonyms_recall_mean,synonyms_recall_std,synonyms_f1_mean,synonyms_f1_std,synonyms_lemmatized_precision_mean,synonyms_lemmatized_precision_std,synonyms_lemmatized_recall_mean,synonyms_lemmatized_recall_std,synonyms_lemmatized_f1_mean,synonyms_lemmatized_f1_std
en_core_sci_lg,Claude,Claude,2,0,0.30158730158730157,0.08641687357978542,0.2888888888888889,0.038490017945975036,0.28814814814814815,0.02813839987144085,0.30158730158730157,0.08641687357978542,0.2888888888888889,0.038490017945975036,0.28814814814814815,0.02813839987144085,0.31746031746031744,0.07211312185143204,0.3111111111111111,0.07698003589195011,0.30666666666666664,0.035276684147527874
en_core_sci_lg,Claude,Claude,2,1,0.19365079365079363,0.02443619733069945,0.17948717948717952,0.04441155916843276,0.18537842190016104,0.03265719539911429,0.19365079365079363,0.02443619733069945,0.17948717948717952,0.04441155916843276,0.18537842190016104,0.03265719539911429,0.19365079365079363,0.02443619733069945,0.17948717948717952,0.04441155916843276,0.18537842190016104,0.03265719539911429
en_core_sci_lg,Claude,Claude,2,2,0.07722832722832723,0.005958248258834903,0.25,0.0,0.11791938997821351,0.006948448160224978,0.07722832722832723,0.005958248258834903,0.25,0.0,0.11791938997821351,0.006948448160224978,0.15445665445665446,0.011916496517669807,0.5,0.0,0.23583877995642702,0.013896896320449955
en_core_sci_lg,Claude,Claude,2,3,0.08372183372183373,0.007001096072626308,0.25,0.0,0.1253267973856209,0.007848241802956096,0.08372183372183373,0.007001096072626308,0.25,0.0,0.1253267973856209,0.007848241802956096,0.16744366744366745,0.014002192145252616,0.5,0.0,0.2506535947712418,0.015696483605912193
en_core_sci_lg,Claude,Claude,2,4,0.136437908496732,0.02643576746301215,0.4000000000000001,0.0,0.2025294966471437,0.028703319850351777,0.136437908496732,0.02643576746301215,0.4000000000000001,0.0,0.2025294966471437,0.028703319850351777,0.20833333333333334,0.03608439182435161,0.6,0.0,0.3081232492997199,0.03881346347493284
en_core_sci_lg,Claude,Claude,2,5,0.5333333333333333,0.11547005383792512,0.7619047619047619,0.1649572197684645,0.6274509803921569,0.13584712216226486,0.5333333333333333,0.11547005383792512,0.7619047619047619,0.1649572197684645,0.6274509803921569,0.13584712216226486,0.5666666666666667,0.05773502691896256,0.8095238095238094,0.08247860988423222,0.6666666666666666,0.06792356108113247
en_core_sci_lg,Claude,Claude,2,6,0.5238095238095238,0.1716929178792376,1.0,0.0,0.6757575757575758,0.1564939555597013,0.5238095238095238,0.1716929178792376,1.0,0.0,0.6757575757575758,0.1564939555597013,0.5238095238095238,0.1716929178792376,1.0,0.0,0.6757575757575758,0.1564939555597013
en_core_sci_lg,Claude,Claude,2,7,0.44502164502164504,0.11097122057151246,0.8000000000000002,0.0,0.5666666666666668,0.08819171036881962,0.44502164502164504,0.11097122057151246,0.8000000000000002,0.0,0.5666666666666668,0.08819171036881962,0.45714285714285713,0.09897433186107867,0.8000000000000002,0.0,0.5777777777777778,0.07698003589195007
en_core_sci_lg,Claude,Claude,2,8,0.40119047619047615,0.026805548212375463,1.0,0.0,0.5722943722943723,0.02728303247894153,0.40119047619047615,0.026805548212375463,1.0,0.0,0.5722943722943723,0.02728303247894153,0.40119047619047615,0.026805548212375463,1.0,0.0,0.5722943722943723,0.02728303247894153
en_core_sci_lg,Claude,Claude,2,9,0.12163544358311801,0.04575007373522941,0.7222222222222223,0.19245008972987523,0.20790070414130565,0.07505685918583635,0.12163544358311801,0.04575007373522941,0.7222222222222223,0.19245008972987523,0.20790070414130565,0.07505685918583635,0.13258006235976338,0.03232968273065698,0.7777777777777778,0.09622504486493767,0.22619275810765171,0.05107962230399556
en_core_sci_lg,Claude,Claude,3,0,0.07599126020178652,0.02727826175571765,0.5555555555555555,0.19245008972987526,0.13324644292386228,0.046607755648670104,0.07599126020178652,0.02727826175571765,0.5555555555555555,0.19245008972987526,0.13324644292386228,0.046607755648670104,0.08851005921512377,0.019650082216775683,0.611111111111111,0.0962250448649376,0.1541443490596033,0.03146665553808969
en_core_sci_lg,Claude,Claude,3,1,0.15656565656565655,0.029546313462400105,0.7333333333333334,0.11547005383792525,0.25744625744625743,0.04467135076374079,0.15656565656565655,0.029546313462400105,0.7333333333333334,0.11547005383792525,0.25744625744625743,0.04467135076374079,0.15656565656565655,0.029546313462400105,0.7333333333333334,0.11547005383792525,0.25744625744625743,0.04467135076374079
en_core_sci_lg,Claude,Claude,3,2,0.12915237218642792,0.02153054820102602,0.6666666666666666,0.08247860988423227,0.21631764802496511,0.03439662813762964,0.12915237218642792,0.02153054820102602,0.6666666666666666,0.08247860988423227,0.21631764802496511,0.03439662813762964,0.12915237218642792,0.02153054820102602,0.6666666666666666,0.08247860988423227,0.21631764802496511,0.03439662813762964
en_core_sci_lg,Claude,Claude,3,3,0.053360678151490294,0.008725263145958104,0.6666666666666666,0.14433756729740643,0.09879142300194932,0.01653444353565816,0.053360678151490294,0.008725263145958104,0.6666666666666666,0.14433756729740643,0.09879142300194932,0.01653444353565816,0.05409090260842283,0.008667662366965947,0.6666666666666666,0.14433756729740643,0.10003445270859089,0.01642400690863347
en_core_sci_lg,Claude,Claude,3,4,0.09526542324246773,0.0062092066021183405,0.8333333333333334,0.14433756729740643,0.1707143676183924,0.011121348212120723,0.09526542324246773,0.0062092066021183405,0.8333333333333334,0.14433756729740643,0.1707143676183924,0.011121348212120723,0.10082047791893527,0.006190088262677569,0.8333333333333334,0.14433756729740643,0.17965367965367965,0.012051438014783597
en_core_sci_lg,Claude,Claude,3,5,0.06817369093231163,0.012241444266392,0.6666666666666666,0.0,0.12347374847374848,0.020189833005876522,0.06817369093231163,0.012241444266392,0.6666666666666666,0.0,0.12347374847374848,0.020189833005876522,0.08203612479474548,0.03340487521906647,0.7777777777777777,0.19245008972987526,0.1481829573934837,0.058091019836434464
en_core_sci_lg,Claude,Claude,3,6,0.09171646291321749,0.033380295687767035,0.5,0.16666666666666663,0.1548172757475083,0.055389144309282205,0.09171646291321749,0.033380295687767035,0.5,0.16666666666666663,0.1548172757475083,0.055389144309282205,0.0927460639428185,0.03164004756992752,0.5,0.16666666666666663,0.15632984901277583,0.05286224544462886
en_core_sci_lg,Claude,Claude,3,7,0.0515867707172055,0.008265083570306805,0.2916666666666667,0.07216878364870322,0.08754291097162215,0.014837905315966767,0.0588331475287997,0.007040567015618461,0.3333333333333333,0.07216878364870323,0.09988858998396782,0.013362821332821653,0.06913116123642439,0.015479276494308922,0.375,0.125,0.11660455486542443,0.02810456628541577
en_core_sci_lg,Claude,Claude,3,8,0.03635547751438884,0.00564689591186175,0.3333333333333333,0.0,0.06546617685766928,0.009263140491667208,0.03635547751438884,0.00564689591186175,0.3333333333333333,0.0,0.06546617685766928,0.009263140491667208,0.03703978561121418,0.005848461448355722,0.3333333333333333,0.0,0.06657046657046657,0.009561268470533507
en_core_sci_lg,Claude,Claude,3,9,0.04420757967269595,0.0024311501486124535,0.6666666666666666,0.0,0.0829070758738278,0.004278529390427276,0.04420757967269595,0.0024311501486124535,0.6666666666666666,0.0,0.0829070758738278,0.004278529390427276,0.051910495354335034,0.01293157950782635,0.7777777777777777,0.19245008972987526,0.09731884057971014,0.02422360912034734
en_core_sci_lg,Claude,Claude,4,0,0.04550387596899225,0.005075595824766155,0.3333333333333333,0.11547005383792516,0.07962962962962963,0.011564811108145188,0.0665891472868217,0.015250448101535847,0.4666666666666666,0.11547005383792512,0.11574074074074074,0.023624723744764937,0.06876068376068377,0.015341999380534781,0.4666666666666666,0.11547005383792512,0.11919191919191918,0.024493647783802305
en_core_sci_lg,Claude,Claude,4,1,0.14944317315026698,0.016495369546532464,0.6666666666666666,0.11547005383792516,0.24365079365079365,0.026761452857281532,0.14944317315026698,0.016495369546532464,0.6666666666666666,0.11547005383792516,0.24365079365079365,0.026761452857281532,0.15408085430968724,0.021988612212661445,0.6666666666666666,0.11547005383792516,0.25,0.03571428571428572
en_core_sci_lg,Claude,Claude,4,2,0.026175213675213676,0.010670397625768258,0.3333333333333333,0.14433756729740643,0.048534798534798536,0.01987411576392922,0.026175213675213676,0.010670397625768258,0.3333333333333333,0.14433756729740643,0.048534798534798536,0.01987411576392922,0.02668803418803419,0.01155631335071513,0.3333333333333333,0.14433756729740643,0.049416632749966084,0.021398105264326398
en_core_sci_lg,Claude,Claude,4,3,0.04507165184914546,0.00222915288420066,1.0,0.0,0.08624982216531511,0.00407749764897254,0.04507165184914546,0.00222915288420066,1.0,0.0,0.08624982216531511,0.00407749764897254,0.04576028774533405,0.0022985845019445625,1.0,0.0,0.0875096734251664,0.0041988210358618805
en_core_sci_lg,Claude,Claude,4,4,0.023154121863799282,0.00902542837880266,0.2222222222222222,0.09622504486493763,0.041910703675409555,0.016494475464187183,0.03519713261648746,0.0041940078785118505,0.3333333333333333,0.0,0.0636193871487989,0.006821427541302786,0.03538545653362493,0.004079596283093789,0.3333333333333333,0.0,0.06393018745959922,0.006634156745415891
en_core_sci_lg,Claude,Claude,4,5,0.14901960784313725,0.01675294852023045,0.9333333333333332,0.11547005383792512,0.25689865689865693,0.028574559172278507,0.14901960784313725,0.01675294852023045,0.9333333333333332,0.11547005383792512,0.25689865689865693,0.028574559172278507,0.14901960784313725,0.01675294852023045,0.9333333333333332,0.11547005383792512,0.25689865689865693,0.028574559172278507
en_core_sci_lg,Claude,Claude,4,6,0.0545961974533403,0.0057402695523824645,0.7777777777777777,0.19245008972987523,0.10195360195360194,0.011631598829827618,0.0545961974533403,0.0057402695523824645,0.7777777777777777,0.19245008972987523,0.10195360195360194,0.011631598829827618,0.05592105263157895,0.005697535551213414,0.7777777777777777,0.19245008972987523,0.10425633668101386,0.011596705550437255
en_core_sci_lg,Claude,Claude,4,7,0.04101746207009365,0.013061176780497835,0.4166666666666667,0.14433756729740643,0.07465854558877814,0.023912851926556202,0.04101746207009365,0.013061176780497835,0.4166666666666667,0.14433756729740643,0.07465854558877814,0.023912851926556202,0.06644069924363682,0.012482773361914763,0.6666666666666666,0.14433756729740646,0.12081085114237018,0.022928805591818324
en_core_sci_lg,Claude,Claude,4,8,0.021420037549069806,0.009386879540155003,0.6666666666666666,0.28867513459481287,0.041506410256410255,0.018182571119204537,0.032087386926096605,0.000295622257649578,1.0,0.0,0.06217948717948718,0.0005551444896054075,0.022043010752688174,0.009781400751967878,0.6666666666666666,0.28867513459481287,0.042674731182795696,0.01892191965766275
en_core_sci_lg,Claude,Claude,4,9,0.06781339228147738,0.003812765865062646,0.75,0.0,0.12436061381074169,0.006417794085640896,0.06781339228147738,0.003812765865062646,0.75,0.0,0.12436061381074169,0.006417794085640896,0.06994949494949494,0.004438988846274485,0.75,0.0,0.12793753865182436,0.007407851798427717
en_core_sci_lg,Claude,Claude,5,0,0.09180035650623886,0.01906871024539632,0.24074074074074073,0.03207501495497923,0.13281482425942454,0.024800886506345557,0.09180035650623886,0.01906871024539632,0.24074074074074073,0.03207501495497923,0.13281482425942454,0.024800886506345557,0.10114208969089862,0.015605764402331634,0.25925925925925924,0.03207501495497923,0.14542169354990495,0.020696552278176385
en_core_sci_lg,Claude,Claude,5,1,0.049818840579710144,0.04484381809596581,0.5,0.5,0.09037037037037036,0.08199166875272125,0.07065217391304347,0.06407514197038912,0.6666666666666666,0.5773502691896258,0.1274074074074074,0.11464024961275915,0.07065217391304347,0.06407514197038912,0.6666666666666666,0.5773502691896258,0.1274074074074074,0.11464024961275915
en_core_sci_lg,Claude,Claude,5,2,0.025603864734299514,0.022746391047330537,0.3333333333333333,0.2886751345948129,0.04750000000000001,0.042056509603151805,0.03671497584541063,0.0338440191075111,0.5,0.5,0.06833333333333334,0.06331139971074193,0.0644927536231884,0.020016271473816134,0.6666666666666666,0.28867513459481287,0.11595238095238096,0.032390579801293236
en_core_sci_lg,Claude,Claude,5,3,0.16883116883116886,0.02249416633206335,0.4000000000000001,0.0,0.23684210526315794,0.022790142204853703,0.16883116883116886,0.02249416633206335,0.4000000000000001,0.0,0.23684210526315794,0.022790142204853703,0.16883116883116886,0.02249416633206335,0.4000000000000001,0.0,0.23684210526315794,0.022790142204853703
en_core_sci_lg,Claude,Claude,5,4,0.09215686274509804,0.08849634585409223,0.08333333333333333,0.09547032697824667,0.08624708624708625,0.09126700210000882,0.09215686274509804,0.08849634585409223,0.08333333333333333,0.09547032697824667,0.08624708624708625,0.09126700210000882,0.1450980392156863,0.12689168382245833,0.125,0.125,0.1320901320901321,0.12266772880724716
en_core_sci_lg,Claude,Claude,5,5,0.055997163755784445,0.011941716458649942,0.4166666666666667,0.07216878364870323,0.09868106743106742,0.02051491323420816,0.055997163755784445,0.011941716458649942,0.4166666666666667,0.07216878364870323,0.09868106743106742,0.02051491323420816,0.055997163755784445,0.011941716458649942,0.4166666666666667,0.07216878364870323,0.09868106743106742,0.02051491323420816
en_core_sci_lg,Claude,Claude,5,6,0.09450830140485313,0.02245005853288243,0.20512820512820515,0.04441155916843275,0.12936507936507938,0.0297698402119223,0.10600255427841636,0.004424139993790229,0.23076923076923075,0.0,0.14523809523809525,0.0041239304942115975,0.14487811039535178,0.008147759718514665,0.3076923076923077,0.0,0.19690878227463596,0.007487653654876074
en_core_sci_lg,Claude,Claude,5,7,0.10897435897435898,0.03300516719952399,0.5,0.16666666666666663,0.17892156862745098,0.0551878933784201,0.10897435897435898,0.03300516719952399,0.5,0.16666666666666663,0.17892156862745098,0.0551878933784201,0.11794871794871796,0.03696578726346687,0.5,0.16666666666666663,0.1908602150537634,0.06052865725375109
en_core_sci_lg,Claude,Claude,5,8,0.059305268000920175,0.00518119513707617,0.3333333333333333,0.08247860988423225,0.10048963274062,0.011069570406743771,0.06655164481251437,0.017688955123890834,0.38095238095238093,0.1649572197684645,0.11306824909282127,0.03281952857998145,0.06884531590413943,0.017358243387400517,0.38095238095238093,0.1649572197684645,0.11632270168855535,0.03249626280617031
en_core_sci_lg,Claude,Claude,5,9,0.06056166056166056,0.014948166977096842,0.2916666666666667,0.07216878364870323,0.10022761009401286,0.024633022552342124,0.06056166056166056,0.014948166977096842,0.2916666666666667,0.07216878364870323,0.10022761009401286,0.024633022552342124,0.08679882209293975,0.009241621225639414,0.4166666666666667,0.07216878364870322,0.14350557244174267,0.01617996064862245
en_core_sci_lg,Claude,Claude,5,10,0.1606259688491917,0.03164532333658169,0.375,0.0,0.2236965860850555,0.030911762585702964,0.1606259688491917,0.03164532333658169,0.375,0.0,0.2236965860850555,0.030911762585702964,0.1766442754853473,0.021700181785381183,0.4166666666666667,0.03608439182435161,0.24679495326944423,0.018283025424680004
en_core_sci_lg,Claude,Claude,6,0,0.05571278825995807,0.026959945599340642,0.5333333333333333,0.30550504633038933,0.10079182630906769,0.04961502878819808,0.05571278825995807,0.026959945599340642,0.5333333333333333,0.30550504633038933,0.10079182630906769,0.04961502878819808,0.06556350626118068,0.013945172055004468,0.6,0.2,0.11807992202729045,0.02641968337081182
en_core_sci_lg,Claude,Claude,6,1,0.10816961889425658,0.0299850096625212,0.5333333333333333,0.11547005383792512,0.17976190476190476,0.04796008828210401,0.10816961889425658,0.0299850096625212,0.5333333333333333,0.11547005383792512,0.17976190476190476,0.04796008828210401,0.11164787976382179,0.032539870244181805,0.5333333333333333,0.11547005383792512,0.18452380952380953,0.051549131177645154
en_core_sci_lg,Claude,Claude,6,2,0.008771929824561403,0.015193428136569098,0.08333333333333333,0.14433756729740646,0.015873015873015876,0.027492869961410753,0.008771929824561403,0.015193428136569098,0.08333333333333333,0.14433756729740646,0.015873015873015876,0.027492869961410753,0.009259259259259259,0.016037507477489603,0.08333333333333333,0.14433756729740646,0.016666666666666666,0.028867513459481284
en_core_sci_lg,Claude,Claude,6,3,0.02975909305621162,0.004090814377819739,0.6666666666666666,0.0,0.056945642795513375,0.007472177772083167,0.02975909305621162,0.004090814377819739,0.6666666666666666,0.0,0.056945642795513375,0.007472177772083167,0.030217997885575085,0.004234919239346245,0.6666666666666666,0.0,0.057784099889363054,0.0077253383920853945
en_core_sci_lg,Claude,Claude,6,4,0.020232663295926337,0.0017622793274255568,0.16666666666666666,0.0,0.03606723688583372,0.002790739455343325,0.040465326591852674,0.0035245586548511136,0.3333333333333333,0.0,0.07213447377166744,0.00558147891068665,0.040465326591852674,0.0035245586548511136,0.3333333333333333,0.0,0.07213447377166744,0.00558147891068665
en_core_sci_lg,Claude,Claude,6,5,0.14527629233511585,0.025098267095060113,0.9333333333333332,0.11547005383792512,0.2513334618597776,0.04157393421008794,0.14527629233511585,0.025098267095060113,0.9333333333333332,0.11547005383792512,0.2513334618597776,0.04157393421008794,0.1471920011473764,0.02763812616203576,0.9333333333333332,0.11547005383792512,0.2541345823079569,0.04517571603386804
en_core_sci_lg,Claude,Claude,6,6,0.04426083329737815,0.003029492693097579,0.6666666666666666,0.0,0.0829953272136436,0.005339468236786829,0.04426083329737815,0.003029492693097579,0.6666666666666666,0.0,0.0829953272136436,0.005339468236786829,0.04426083329737815,0.003029492693097579,0.6666666666666666,0.0,0.0829953272136436,0.005339468236786829
en_core_sci_lg,Claude,Claude,6,7,0.0373954283021091,0.014017537586161663,0.4166666666666667,0.14433756729740643,0.0686039886039886,0.025484039849347363,0.0373954283021091,0.014017537586161663,0.4166666666666667,0.14433756729740643,0.0686039886039886,0.025484039849347363,0.061091410559495664,0.015460741377305855,0.6666666666666666,0.14433756729740646,0.11188111608279676,0.02781734539957537
en_core_sci_lg,Claude,Claude,6,8,0.031114564447897782,0.010958812804969771,0.8333333333333334,0.28867513459481287,0.05998793279495033,0.021111780990581076,0.03728740395407062,0.0010711260420483617,1.0,0.0,0.07189269469971224,0.0019903259669907703,0.032322206095791,0.01139389679902178,0.8333333333333334,0.28867513459481287,0.062229128895795564,0.021917625609939543
en_core_sci_lg,Claude,Claude,6,9,0.06264822134387352,0.007172034510523345,0.75,0.0,0.11556497175141243,0.012269223709188891,0.06264822134387352,0.007172034510523345,0.75,0.0,0.11556497175141243,0.012269223709188891,0.06317676257008915,0.007813472254887537,0.75,0.0,0.11645149657410746,0.013341094012317407
en_core_sci_lg,Llama,Llama_api,1,0,0.16409661324070757,0.018867943185752772,0.3846153846153846,0.02564102564102564,0.2289890681195029,0.013711824790925217,0.16409661324070757,0.018867943185752772,0.3846153846153846,0.02564102564102564,0.2289890681195029,0.013711824790925217,0.17412757862196063,0.042272856925265806,0.4411764705882353,0.02941176470588236,0.24845213566836363,0.046651314032658674
en_core_sci_lg,Llama,Llama_api,1,1,0.06472189030328565,0.014257226858609818,0.5333333333333333,0.05773502691896255,0.11534457017130285,0.02396569005695391,0.06472189030328565,0.014257226858609818,0.5333333333333333,0.05773502691896255,0.11534457017130285,0.02396569005695391,0.06679749300231227,0.014422356631576537,0.5333333333333333,0.05773502691896255,0.11863638715386497,0.024149589361680924
en_core_sci_lg,Llama,Llama_api,1,2,0.059223184223184226,0.010978216930096093,0.393939393939394,0.05248638810814776,0.10286285264091226,0.01815776269003276,0.059223184223184226,0.010978216930096093,0.393939393939394,0.05248638810814776,0.10286285264091226,0.01815776269003276,0.06044238683127572,0.01018791271622344,0.393939393939394,0.05248638810814776,0.1047017053722135,0.016848858004581975
en_core_sci_lg,Llama,Llama_api,1,3,0.10209417100173403,0.024616360586929523,0.3452380952380952,0.05455447255899812,0.15735011077349223,0.03438763720859237,0.12043484060290784,0.038880700335085956,0.4047619047619048,0.08987898137227082,0.1853527624370661,0.05523386999071853,0.1279414969407426,0.03721799279870742,0.4166666666666667,0.07434521426664759,0.19547348484848484,0.0515012340547271
en_core_sci_lg,Llama,Llama_api,1,4,0.17254901960784316,0.017970885078258184,0.35772357723577236,0.03725671296712065,0.2328042328042328,0.024246432248443583,0.17647058823529413,0.020377068324339723,0.3658536585365854,0.0422451416480214,0.2380952380952381,0.027492869961410732,0.18140856107356254,0.020300345808971228,0.375,0.04330127018922193,0.24452441245723933,0.0276405327172146
en_core_sci_lg,Llama,Llama_api,1,5,0.06800054848367118,0.009569302155401043,0.42857142857142855,0.0,0.11719576719576719,0.014115684203126033,0.06800054848367118,0.009569302155401043,0.42857142857142855,0.0,0.11719576719576719,0.014115684203126033,0.07706481992196278,0.014262801603032591,0.5555555555555555,0.09622504486493756,0.1351628459699595,0.024184150066623573
en_core_sci_lg,Llama,Llama_api,1,6,0.0757622666291397,0.013335169386737063,0.6296296296296297,0.0641500299099584,0.13510221109720486,0.022135662099183533,0.0757622666291397,0.013335169386737063,0.6296296296296297,0.0641500299099584,0.13510221109720486,0.022135662099183533,0.09697243288792584,0.017255506092337825,0.7407407407407408,0.06415002990995845,0.1712726969848409,0.02792767549020654
en_core_sci_lg,Llama,Llama_api,1,7,0.07654393523958741,0.009873505364845271,0.6,0.0,0.13561522169843546,0.01565810589634658,0.07654393523958741,0.009873505364845271,0.6,0.0,0.13561522169843546,0.01565810589634658,0.07987012987012987,0.010122374849428507,0.6,0.0,0.14081632653061224,0.015906589049101947
en_core_sci_lg,Llama,Llama_api,1,8,0.0959679395467588,0.017656546070637404,0.8571428571428571,0.0,0.1722567287784679,0.028607412752655697,0.0959679395467588,0.017656546070637404,0.8571428571428571,0.0,0.1722567287784679,0.028607412752655697,0.09996388587937884,0.015438818244567807,0.8571428571428571,0.0,0.17878015398885624,0.024773430599424724
en_core_sci_lg,Llama,Llama_api,1,9,0.17755386717942542,0.020473586783363765,0.47126436781609193,0.07963451988822429,0.25776304606493283,0.03331917498399712,0.17755386717942542,0.020473586783363765,0.47126436781609193,0.07963451988822429,0.25776304606493283,0.03331917498399712,0.18587742672249716,0.02683566993263223,0.4827586206896552,0.0912328038298135,0.2682800391912354,0.041827770961295634
en_core_sci_lg,Llama,Llama_api,1,10,0.19474649927571222,0.035835036116113314,0.3072916666666667,0.05022734771350497,0.23820869248064272,0.04099494903575941,0.19474649927571222,0.035835036116113314,0.3072916666666667,0.05022734771350497,0.23820869248064272,0.04099494903575941,0.22605511420059585,0.04380276703264744,0.3489583333333333,0.06314768569261532,0.27421075348378343,0.05111836994758667
en_core_sci_lg,Llama,Llama_api,2,0,0.2501124606387764,0.017088097087919536,0.6444444444444444,0.03849001794597505,0.36035406475658044,0.023660059191657024,0.2501124606387764,0.017088097087919536,0.6444444444444444,0.03849001794597505,0.36035406475658044,0.023660059191657024,0.26990553306342785,0.03389303199696184,0.6888888888888888,0.07698003589195007,0.3878406708595388,0.04720473899034678
en_core_sci_lg,Llama,Llama_api,2,1,0.30676328502415456,0.3142232643987058,0.15384615384615385,0.0,0.1737037037037037,0.07045122061112007,0.30676328502415456,0.3142232643987058,0.15384615384615385,0.0,0.1737037037037037,0.07045122061112007,0.30676328502415456,0.3142232643987058,0.15384615384615385,0.0,0.1737037037037037,0.07045122061112007
en_core_sci_lg,Llama,Llama_api,2,2,0.062111801242236024,0.021551989531549656,0.5,0.25,0.11016144349477681,0.040425064869501905,0.062111801242236024,0.021551989531549656,0.5,0.25,0.11016144349477681,0.040425064869501905,0.08964727195225917,0.0036101381932418766,0.6666666666666666,0.14433756729740646,0.15756985055230668,0.009263533092516712
en_core_sci_lg,Llama,Llama_api,2,3,0.08997469955724224,0.042863709935838885,0.8333333333333334,0.14433756729740643,0.16111111111111112,0.07316668345394153,0.08997469955724224,0.042863709935838885,0.8333333333333334,0.14433756729740643,0.16111111111111112,0.07316668345394153,0.11246684350132626,0.04410527255347804,1.0,0.0,0.2002635046113307,0.07302453997655343
en_core_sci_lg,Llama,Llama_api,2,4,0.0671078431372549,0.011315250347507074,0.4000000000000001,0.0,0.11466851466851467,0.01640017046286146,0.0671078431372549,0.011315250347507074,0.4000000000000001,0.0,0.11466851466851467,0.01640017046286146,0.1308876811594203,0.04040454153929518,0.7333333333333334,0.11547005383792525,0.22136422136422138,0.06193672800780419
