nlp_model,model,category_id,question_index,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,synonyms_precision_mean,synonyms_precision_std,synonyms_recall_mean,synonyms_recall_std,synonyms_f1_mean,synonyms_f1_std,synonyms_lemmatized_precision_mean,synonyms_lemmatized_precision_std,synonyms_lemmatized_recall_mean,synonyms_lemmatized_recall_std,synonyms_lemmatized_f1_mean,synonyms_lemmatized_f1_std
en_core_sci_lg,rephrased_true_answers,2,1,0.7692307692307693,0.0,0.7692307692307693,0.0,0.7692307692307693,0.0,0.7692307692307693,0.0,0.7692307692307693,0.0,0.7692307692307693,0.0,0.7692307692307693,0.0,0.7692307692307693,0.0,0.7692307692307693,0.0
en_core_sci_lg,rephrased_true_answers,2,2,0.42857142857142855,0.0,0.75,0.0,0.5454545454545454,0.0,0.42857142857142855,0.0,0.75,0.0,0.5454545454545454,0.0,0.42857142857142855,0.0,0.75,0.0,0.5454545454545454,0.0
en_core_sci_lg,rephrased_true_answers,2,3,0.42857142857142855,0.0,0.75,0.0,0.5454545454545454,0.0,0.42857142857142855,0.0,0.75,0.0,0.5454545454545454,0.0,0.42857142857142855,0.0,0.75,0.0,0.5454545454545454,0.0
en_core_sci_lg,rephrased_true_answers,2,4,0.14285714285714285,0.0,0.20000000000000004,0.0,0.16666666666666666,0.0,0.14285714285714285,0.0,0.20000000000000004,0.0,0.16666666666666666,0.0,0.14285714285714285,0.0,0.20000000000000004,0.0,0.16666666666666666,0.0
en_core_sci_lg,rephrased_true_answers,2,5,0.4444444444444444,0.0,0.5714285714285714,0.0,0.5,0.0,0.4444444444444444,0.0,0.5714285714285714,0.0,0.5,0.0,0.4444444444444444,0.0,0.5714285714285714,0.0,0.5,0.0
en_core_sci_lg,rephrased_true_answers,2,6,0.16666666666666666,0.0,0.25,0.0,0.20000000000000004,0.0,0.16666666666666666,0.0,0.25,0.0,0.20000000000000004,0.0,0.16666666666666666,0.0,0.25,0.0,0.20000000000000004,0.0
en_core_sci_lg,rephrased_true_answers,2,7,0.25,0.0,0.20000000000000004,0.0,0.22222222222222224,0.0,0.25,0.0,0.20000000000000004,0.0,0.22222222222222224,0.0,0.25,0.0,0.20000000000000004,0.0,0.22222222222222224,0.0
en_core_sci_lg,rephrased_true_answers,2,8,0.2824074074074074,0.08138146218169882,0.38888888888888884,0.09622504486493764,0.326984126984127,0.08849117374454826,0.2824074074074074,0.08138146218169882,0.38888888888888884,0.09622504486493764,0.326984126984127,0.08849117374454826,0.2824074074074074,0.08138146218169882,0.38888888888888884,0.09622504486493764,0.326984126984127,0.08849117374454826
en_core_sci_lg,rephrased_true_answers,2,9,0.3,0.0,0.5,0.0,0.37499999999999994,0.0,0.3,0.0,0.5,0.0,0.37499999999999994,0.0,0.3,0.0,0.5,0.0,0.37499999999999994,0.0
en_core_sci_lg,rephrased_true_answers,3,0,0.27777777777777773,0.09622504486493763,0.27777777777777773,0.09622504486493763,0.27777777777777773,0.09622504486493763,0.27777777777777773,0.09622504486493763,0.27777777777777773,0.09622504486493763,0.27777777777777773,0.09622504486493763,0.27777777777777773,0.09622504486493763,0.27777777777777773,0.09622504486493763,0.27777777777777773,0.09622504486493763
en_core_sci_lg,rephrased_true_answers,3,1,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0
en_core_sci_lg,rephrased_true_answers,3,2,0.3333333333333333,0.0,0.42857142857142855,0.0,0.375,0.0,0.3333333333333333,0.0,0.42857142857142855,0.0,0.375,0.0,0.3333333333333333,0.0,0.42857142857142855,0.0,0.375,0.0
en_core_sci_lg,rephrased_true_answers,3,3,0.5238095238095238,0.04123930494211611,1.0,0.0,0.6868686868686869,0.03499092540543193,0.5238095238095238,0.04123930494211611,1.0,0.0,0.6868686868686869,0.03499092540543193,0.5238095238095238,0.04123930494211611,1.0,0.0,0.6868686868686869,0.03499092540543193
en_core_sci_lg,rephrased_true_answers,3,4,0.7111111111111111,0.07698003589195013,1.0,0.0,0.8296296296296296,0.05132002392796673,0.7111111111111111,0.07698003589195013,1.0,0.0,0.8296296296296296,0.05132002392796673,0.7111111111111111,0.07698003589195013,1.0,0.0,0.8296296296296296,0.05132002392796673
en_core_sci_lg,rephrased_true_answers,3,5,0.5555555555555555,0.1924500897298752,0.5555555555555555,0.1924500897298752,0.5555555555555555,0.1924500897298752,0.5555555555555555,0.1924500897298752,0.5555555555555555,0.1924500897298752,0.5555555555555555,0.1924500897298752,0.5555555555555555,0.1924500897298752,0.5555555555555555,0.1924500897298752,0.5555555555555555,0.1924500897298752
en_core_sci_lg,rephrased_true_answers,3,6,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0
en_core_sci_lg,rephrased_true_answers,3,7,0.5,0.0,0.625,0.0,0.5555555555555556,0.0,0.5,0.0,0.625,0.0,0.5555555555555556,0.0,0.5,0.0,0.625,0.0,0.5555555555555556,0.0
en_core_sci_lg,rephrased_true_answers,3,8,0.13095238095238096,0.010309826235529028,0.16666666666666666,0.0,0.14652014652014653,0.006344508452633227,0.13095238095238096,0.010309826235529028,0.16666666666666666,0.0,0.14652014652014653,0.006344508452633227,0.13095238095238096,0.010309826235529028,0.16666666666666666,0.0,0.14652014652014653,0.006344508452633227
en_core_sci_lg,rephrased_true_answers,3,9,0.2222222222222222,0.19245008972987526,0.4444444444444444,0.3849001794597505,0.2962962962962963,0.25660011963983365,0.3333333333333333,0.2886751345948129,0.6666666666666666,0.5773502691896258,0.4444444444444444,0.3849001794597505,0.3333333333333333,0.2886751345948129,0.6666666666666666,0.5773502691896258,0.4444444444444444,0.3849001794597505
en_core_sci_lg,rephrased_true_answers,4,0,0.14484126984126985,0.020904074906453855,0.20000000000000004,0.0,0.16744366744366745,0.014002192145252583,0.14484126984126985,0.020904074906453855,0.20000000000000004,0.0,0.16744366744366745,0.014002192145252583,0.14484126984126985,0.020904074906453855,0.20000000000000004,0.0,0.16744366744366745,0.014002192145252583
en_core_sci_lg,rephrased_true_answers,4,1,0.2857142857142857,0.0,0.4000000000000001,0.0,0.3333333333333333,0.0,0.2857142857142857,0.0,0.4000000000000001,0.0,0.3333333333333333,0.0,0.2857142857142857,0.0,0.4000000000000001,0.0,0.3333333333333333,0.0
en_core_sci_lg,rephrased_true_answers,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
en_core_sci_lg,rephrased_true_answers,4,3,0.8888888888888888,0.19245008972987526,0.8888888888888888,0.19245008972987526,0.8888888888888888,0.19245008972987526,0.8888888888888888,0.19245008972987526,0.8888888888888888,0.19245008972987526,0.8888888888888888,0.19245008972987526,0.8888888888888888,0.19245008972987526,0.8888888888888888,0.19245008972987526,0.8888888888888888,0.19245008972987526
en_core_sci_lg,rephrased_true_answers,4,4,0.3428571428571428,0.07423074889580901,0.5,0.0,0.4038461538461538,0.04996300406448686,0.3428571428571428,0.07423074889580901,0.5,0.0,0.4038461538461538,0.04996300406448686,0.3428571428571428,0.07423074889580901,0.5,0.0,0.4038461538461538,0.04996300406448686
en_core_sci_lg,rephrased_true_answers,4,5,0.48677248677248675,0.07331431989709533,0.8000000000000002,0.0,0.6031746031746031,0.0549857399228215,0.48677248677248675,0.07331431989709533,0.8000000000000002,0.0,0.6031746031746031,0.0549857399228215,0.48677248677248675,0.07331431989709533,0.8000000000000002,0.0,0.6031746031746031,0.0549857399228215
en_core_sci_lg,rephrased_true_answers,4,6,0.5,0.0,0.6666666666666666,0.0,0.5714285714285715,0.0,0.5,0.0,0.6666666666666666,0.0,0.5714285714285715,0.0,0.5,0.0,0.6666666666666666,0.0,0.5714285714285715,0.0
en_core_sci_lg,rephrased_true_answers,4,7,0.4000000000000001,0.0,0.5,0.0,0.4444444444444445,0.0,0.4000000000000001,0.0,0.5,0.0,0.4444444444444445,0.0,0.4000000000000001,0.0,0.5,0.0,0.4444444444444445,0.0
en_core_sci_lg,rephrased_true_answers,4,8,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0
en_core_sci_lg,rephrased_true_answers,4,9,0.20000000000000004,0.0,0.25,0.0,0.22222222222222224,0.0,0.20000000000000004,0.0,0.25,0.0,0.22222222222222224,0.0,0.20000000000000004,0.0,0.25,0.0,0.22222222222222224,0.0
en_core_sci_lg,rephrased_true_answers,5,0,0.3820662768031189,0.011817110772887085,0.3888888888888889,0.0,0.3853853853853854,0.00606824607256365,0.3820662768031189,0.011817110772887085,0.3888888888888889,0.0,0.3853853853853854,0.00606824607256365,0.43664717348927873,0.013505269454728087,0.4444444444444444,0.0,0.44044044044044045,0.006935138368644133
en_core_sci_lg,rephrased_true_answers,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
en_core_sci_lg,rephrased_true_answers,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
en_core_sci_lg,rephrased_true_answers,5,3,0.20000000000000004,0.0,0.20000000000000004,0.0,0.20000000000000004,0.0,0.20000000000000004,0.0,0.20000000000000004,0.0,0.20000000000000004,0.0,0.20000000000000004,0.0,0.20000000000000004,0.0,0.20000000000000004,0.0
en_core_sci_lg,rephrased_true_answers,5,4,0.5,0.0,0.5416666666666666,0.036084391824351615,0.5196078431372549,0.016980890270283162,0.5208333333333334,0.036084391824351615,0.5625,0.0,0.5404411764705882,0.019103501554068456,0.5208333333333334,0.036084391824351615,0.5625,0.0,0.5404411764705882,0.019103501554068456
en_core_sci_lg,rephrased_true_answers,5,5,0.34074074074074073,0.1026400478559335,0.25,0.0,0.2835595776772248,0.041799114511466104,0.34074074074074073,0.1026400478559335,0.25,0.0,0.2835595776772248,0.041799114511466104,0.34074074074074073,0.1026400478559335,0.25,0.0,0.2835595776772248,0.041799114511466104
en_core_sci_lg,rephrased_true_answers,5,6,0.5592592592592592,0.15329038582648058,0.717948717948718,0.11750194089630353,0.6274961597542242,0.14076687914087638,0.5592592592592592,0.15329038582648058,0.717948717948718,0.11750194089630353,0.6274961597542242,0.14076687914087638,0.5777777777777778,0.13788836082593164,0.717948717948718,0.11750194089630353,0.6396825396825396,0.13078633050866356
en_core_sci_lg,rephrased_true_answers,5,7,0.1111111111111111,0.0,0.16666666666666666,0.0,0.13333333333333333,0.0,0.1111111111111111,0.0,0.16666666666666666,0.0,0.13333333333333333,0.0,0.1111111111111111,0.0,0.16666666666666666,0.0,0.13333333333333333,0.0
en_core_sci_lg,rephrased_true_answers,5,8,0.5,0.0,0.7142857142857143,0.0,0.588235294117647,0.0,0.5,0.0,0.7142857142857143,0.0,0.588235294117647,0.0,0.5,0.0,0.7142857142857143,0.0,0.588235294117647,0.0
en_core_sci_lg,rephrased_true_answers,5,9,0.1581196581196581,0.007401926528072106,0.25,0.0,0.19365079365079366,0.005498573992282159,0.1581196581196581,0.007401926528072106,0.25,0.0,0.19365079365079366,0.005498573992282159,0.1581196581196581,0.007401926528072106,0.25,0.0,0.19365079365079366,0.005498573992282159
en_core_sci_lg,rephrased_true_answers,5,10,0.531704260651629,0.05137645940287487,0.6666666666666666,0.09547032697824666,0.5913484913484913,0.06932727015804079,0.531704260651629,0.05137645940287487,0.6666666666666666,0.09547032697824666,0.5913484913484913,0.06932727015804079,0.5817878028404344,0.04897510743292448,0.7291666666666666,0.09547032697824666,0.6469326469326468,0.0678254969505677
en_core_sci_lg,rephrased_true_answers,6,0,0.2698412698412698,0.109971479845643,0.3333333333333333,0.11547005383792514,0.29797979797979796,0.11372050756765352,0.2698412698412698,0.109971479845643,0.3333333333333333,0.11547005383792514,0.29797979797979796,0.11372050756765352,0.2698412698412698,0.109971479845643,0.3333333333333333,0.11547005383792514,0.29797979797979796,0.11372050756765352
en_core_sci_lg,rephrased_true_answers,6,1,0.2857142857142857,0.0,0.4000000000000001,0.0,0.3333333333333333,0.0,0.2857142857142857,0.0,0.4000000000000001,0.0,0.3333333333333333,0.0,0.2857142857142857,0.0,0.4000000000000001,0.0,0.3333333333333333,0.0
en_core_sci_lg,rephrased_true_answers,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
en_core_sci_lg,rephrased_true_answers,6,3,0.8888888888888888,0.19245008972987526,0.8888888888888888,0.19245008972987526,0.8888888888888888,0.19245008972987526,0.8888888888888888,0.19245008972987526,0.8888888888888888,0.19245008972987526,0.8888888888888888,0.19245008972987526,0.8888888888888888,0.19245008972987526,0.8888888888888888,0.19245008972987526,0.8888888888888888,0.19245008972987526
en_core_sci_lg,rephrased_true_answers,6,4,0.28138528138528135,0.00749805544402112,0.38888888888888884,0.09622504486493764,0.3227752639517345,0.026124446569666334,0.28138528138528135,0.00749805544402112,0.38888888888888884,0.09622504486493764,0.3227752639517345,0.026124446569666334,0.28138528138528135,0.00749805544402112,0.38888888888888884,0.09622504486493764,0.3227752639517345,0.026124446569666334
en_core_sci_lg,rephrased_true_answers,6,5,0.5714285714285714,0.0,0.8000000000000002,0.0,0.6666666666666666,0.0,0.5714285714285714,0.0,0.8000000000000002,0.0,0.6666666666666666,0.0,0.5714285714285714,0.0,0.8000000000000002,0.0,0.6666666666666666,0.0
en_core_sci_lg,rephrased_true_answers,6,6,0.5,0.0,0.6666666666666666,0.0,0.5714285714285715,0.0,0.5,0.0,0.6666666666666666,0.0,0.5714285714285715,0.0,0.5,0.0,0.6666666666666666,0.0,0.5714285714285715,0.0
en_core_sci_lg,rephrased_true_answers,6,7,0.4000000000000001,0.0,0.5,0.0,0.4444444444444445,0.0,0.4000000000000001,0.0,0.5,0.0,0.4444444444444445,0.0,0.4000000000000001,0.0,0.5,0.0,0.4444444444444445,0.0
en_core_sci_lg,rephrased_true_answers,6,8,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0
en_core_sci_lg,rephrased_true_answers,6,9,0.2333333333333333,0.02886751345948128,0.25,0.0,0.24074074074074073,0.01603750747748961,0.2333333333333333,0.02886751345948128,0.25,0.0,0.24074074074074073,0.01603750747748961,0.2333333333333333,0.02886751345948128,0.25,0.0,0.24074074074074073,0.01603750747748961
