model,category_id,question_index,num_iterations,Q1_mean,Q2_mean,Q3_mean,Q4_mean,Q5_mean,overall_score_mean,overall_score_wo_Q4&5_mean,Q1_std,Q2_std,Q3_std,Q4_std,Q5_std,overall_score_std,overall_score_wo_Q4&5_std,nlp_model,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std
Llama,2,9,3,3.0,3.6666666666666665,3.6666666666666665,5.0,5.0,4.066666666666666,3.444444444444444,0.0,0.5773502691896257,0.5773502691896257,0.0,0.0,0.2309401076758503,0.3849001794597504,en_core_sci_lg,0.3333333333333333,0.0,0.5,0.0,0.4000000000000001,0.0
Llama,3,0,3,0.6666666666666666,1.0,1.0,1.6666666666666667,1.0,1.0666666666666669,0.8888888888888888,1.1547005383792517,1.7320508075688772,1.7320508075688772,2.886751345948129,1.7320508075688772,1.8475208614068024,1.539600717839002,en_core_sci_lg,0.0,0.0,0.0,0.0,0.0,0.0
Llama,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,en_core_sci_lg,0.0,0.0,0.0,0.0,0.0,0.0
Llama,3,2,3,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.4666666666666668,1.3333333333333333,1.1547005383792517,1.1547005383792517,1.1547005383792517,2.886751345948129,2.886751345948129,1.8475208614068024,1.1547005383792517,en_core_sci_lg,0.14285714285714285,0.0,0.20000000000000004,0.0,0.16666666666666666,0.0
Llama,3,3,3,1.3333333333333333,2.333333333333333,2.333333333333333,3.333333333333333,3.333333333333333,2.533333333333333,2.0,1.1547005383792517,1.1547005383792517,1.1547005383792517,2.886751345948129,2.886751345948129,1.8475208614068024,1.1547005383792517,en_core_sci_lg,0.0,0.0,0.0,0.0,0.0,0.0
Llama,3,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,en_core_sci_lg,0.0,0.0,0.0,0.0,0.0,0.0
Llama,3,5,3,0.0,0.6666666666666666,0.0,0.0,0.0,0.1333333333333333,0.2222222222222222,0.0,0.5773502691896258,0.0,0.0,0.0,0.1154700538379251,0.1924500897298753,en_core_sci_lg,0.0,0.0,0.0,0.0,0.0,0.0
Llama,3,6,3,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.2,0.3333333333333333,0.0,0.5773502691896258,0.5773502691896258,0.0,0.0,0.2309401076758503,0.3849001794597506,en_core_sci_lg,0.3333333333333333,0.0,0.5,0.0,0.4000000000000001,0.0
Llama,3,7,3,1.3333333333333333,2.333333333333333,2.333333333333333,3.333333333333333,2.333333333333333,2.333333333333333,2.0,1.1547005383792517,1.1547005383792517,1.1547005383792517,2.886751345948129,2.0816659994661326,1.6865037921104034,1.1547005383792517,en_core_sci_lg,1.0,0.0,1.0,0.0,1.0,0.0
Llama,3,8,3,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.886751345948129,2.886751345948129,2.886751345948129,2.886751345948129,2.886751345948129,2.886751345948129,2.886751345948129,en_core_sci_lg,0.3333333333333333,0.2886751345948129,0.3333333333333333,0.2886751345948129,0.3333333333333333,0.2886751345948129
Llama,3,9,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,en_core_sci_lg,0.3333333333333333,0.2886751345948129,0.6666666666666666,0.5773502691896258,0.4444444444444444,0.3849001794597505
Llama,3_MCQ,0,3,0.0,0.0,0.3333333333333333,0.0,0.0,0.0666666666666666,0.1111111111111111,0.0,0.0,0.5773502691896258,0.0,0.0,0.1154700538379251,0.1924500897298753,,,,,,,
Llama,3_MCQ,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Llama,3_MCQ,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Llama,3_MCQ,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Llama,3_MCQ,4,3,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.2666666666666668,1.0,1.1547005383792517,1.7320508075688772,1.5275252316519468,2.886751345948129,2.886751345948129,2.037555853899266,1.4714255258666915,,,,,,,
Llama,3_MCQ,5,3,2.0,2.6666666666666665,2.6666666666666665,5.0,5.0,3.466666666666667,2.444444444444444,0.0,0.5773502691896258,0.5773502691896258,0.0,0.0,0.2309401076758503,0.3849001794597506,,,,,,,
Llama,3_MCQ,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Llama,3_MCQ,7,3,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.886751345948129,2.886751345948129,2.886751345948129,2.886751345948129,2.886751345948129,2.886751345948129,2.886751345948129,,,,,,,
Llama,3_MCQ,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Llama,3_MCQ,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Llama,4,0,3,4.333333333333333,4.666666666666667,4.333333333333333,5.0,4.666666666666667,4.6000000000000005,4.444444444444445,1.1547005383792517,0.5773502691896257,1.1547005383792517,0.0,0.5773502691896257,0.6928203230275509,0.9622504486493764,en_core_sci_lg,0.5897435897435898,0.0,0.5897435897435898,0.0,0.5897435897435898,0.0
Llama,4,1,3,2.0,3.0,3.0,4.0,4.0,3.2,2.6666666666666665,0.0,0.0,0.0,1.7320508075688772,1.7320508075688772,0.6928203230275509,0.0,en_core_sci_lg,0.0,0.0,0.0,0.0,0.0,0.0
Llama,4,2,3,2.6666666666666665,3.0,3.0,5.0,4.666666666666667,3.6666666666666665,2.888888888888889,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258,0.2309401076758503,0.1924500897298753,en_core_sci_lg,0.0,0.0,0.0,0.0,0.0,0.0
Llama,4,3,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,en_core_sci_lg,0.0,0.0,0.0,0.0,0.0,0.0
Llama,4,4,3,5.0,4.666666666666667,4.666666666666667,5.0,5.0,4.866666666666666,4.777777777777778,0.0,0.5773502691896257,0.5773502691896257,0.0,0.0,0.2309401076758503,0.3849001794597504,en_core_sci_lg,0.49275362318840576,0.012551092808470112,0.5,0.0,0.4962962962962963,0.006415002990995835
Llama,4,5,3,2.333333333333333,2.333333333333333,2.333333333333333,3.333333333333333,3.0,2.6666666666666665,2.333333333333333,2.516611478423584,2.0816659994661326,2.0816659994661326,2.886751345948129,2.6457513110645907,2.4424892268737137,2.226647825785283,en_core_sci_lg,0.3636363636363636,0.0,0.4444444444444444,0.0,0.39999999999999997,0.0
Llama,4,6,3,2.333333333333333,3.333333333333333,3.333333333333333,5.0,3.6666666666666665,3.533333333333333,3.0,0.5773502691896258,0.5773502691896258,0.5773502691896258,0.0,0.5773502691896257,0.4618802153517006,0.5773502691896258,en_core_sci_lg,0.39072249589490965,0.010508710483611988,0.6296296296296297,0.03207501495497913,0.4821153253160653,0.01630284424564867
Llama,4,7,3,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.2,1.111111111111111,1.1547005383792517,1.5275252316519468,1.5275252316519468,2.886751345948129,1.7320508075688772,1.76571063104003,1.4032503338943816,en_core_sci_lg,0.3076923076923077,0.0,0.3636363636363636,0.0,0.3333333333333333,0.0
Llama,4,8,3,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.0,1.5333333333333332,1.3333333333333333,1.1547005383792517,1.1547005383792517,1.1547005383792517,2.886751345948129,1.7320508075688772,1.6165807537309522,1.1547005383792517,en_core_sci_lg,0.41954022988505746,0.06968020490219623,0.55,0.0,0.47392290249433106,0.043203081367931204
Llama,4,9,3,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.4,1.222222222222222,1.1547005383792517,1.1547005383792517,1.5275252316519468,2.886751345948129,1.1547005383792517,1.575675638547566,1.2789754361368166,en_core_sci_lg,0.15384615384615385,0.0,0.2222222222222222,0.0,0.18181818181818185,0.0
Llama,4,10,3,2.6666666666666665,3.6666666666666665,3.0,5.0,3.6666666666666665,3.6,3.111111111111111,0.5773502691896257,0.5773502691896257,0.0,0.0,0.5773502691896257,0.3464101615137754,0.3849001794597504,en_core_sci_lg,0.5421052631578948,0.0136740853229122,0.7111111111111111,0.03849001794597505,0.6151260504201681,0.023288078084959637
